BatchNumber,BatchDesc,BatchTxType,BatchDate,PeriodStart,PeriodEnd,BillingFreq,Posted
500,"Thursday, 7/20/06",PY,7/20/2006,,,,TRUE
501,"Monday, 7/24/06",PY,7/24/2006,,,,TRUE
503,October 2006 readings,RD,10/1/2006,4/1/2006,10/1/2006,S,FALSE
504,"Wednesday, 7/26/06",PY,7/26/2006,,,,TRUE
505,"Saturday, 7/29/06",PY,7/29/2006,,,,TRUE
506,August 2006 Monthly,RD,8/1/2006,7/1/2006,8/1/2006,M,FALSE
507,"Tuesday, 8/1/06",PY,8/1/2006,,,,TRUE
508,"Friday, 8/11/06",PY,8/11/2006,,,,TRUE
509,"Monday, 8/14/06",PY,8/14/2006,,,,TRUE
512,"Monday, 8/21/06",PY,8/21/2006,,,,TRUE
513,"Wednesday, 8/23/06",PY,8/23/2006,,,,TRUE
514,"Monday, 8/28/06",PY,8/28/2006,,,,TRUE
516,September 2006 Monthly,RD,9/1/2006,8/1/2006,9/1/2006,M,FALSE
517,"Monday, 9/18/06",PY,9/18/2006,,,,TRUE
518,"Friday, 9/22/06",PY,9/22/2006,,,,TRUE
519,"Monday, 10/2/06",PY,10/2/2006,,,,TRUE
520,"October, 2006 Monthly",RD,10/1/2006,9/1/2006,10/1/2006,M,FALSE
521,"Tuesday, 10/3/06",PY,10/3/2006,,,,TRUE
522,"Wednesday, 10/4/06",PY,10/4/2006,,,,TRUE
523,"Thursday, 10/5/06",PY,10/5/2006,,,,TRUE
524,"Friday, 10/6/06",PY,10/6/2006,,,,TRUE
525,"Tuesday, 10/10/06",PY,10/10/2006,,,,TRUE
526,"Wednesday, 10/11/06",PY,10/11/2006,,,,TRUE
527,"Thursday, 10/12/06",PY,10/12/2006,,,,TRUE
528,"Friday, 10/13/06",PY,10/13/2006,,,,TRUE
529,"Monday, 10/16/06",PY,10/16/2006,,,,TRUE
530,"Tuesday, 10/17/06",PY,10/17/2006,,,,TRUE
531,"Wednesday, 10/18/06",PY,10/18/2006,,,,TRUE
532,"Thursday, 10/19/06",PY,10/19/2006,,,,TRUE
533,"Friday, 10/20/06",PY,10/20/2006,,,,TRUE
534,"Monday, 10/23/06",PY,10/23/2006,,,,TRUE
535,"Tuesday, 10/24/06",PY,10/24/2006,,,,TRUE
536,"Wednesday, 10/25/06",PY,10/25/2006,,,,TRUE
537,"Thursday, 10/26/06",PY,10/26/2006,,,,TRUE
538,"Friday, 10/27/06",PY,10/27/2006,,,,TRUE
539,"Monday, 10/30/06",PY,10/30/2006,,,,TRUE
540,November 2006 Monthly,RD,11/1/2006,10/1/2006,11/1/2006,M,FALSE
541,"Tuesday, 10/31/06",PY,10/31/2006,,,,TRUE
542,"Wednesday, 11/01/06",PY,11/1/2006,,,,TRUE
543,"Thursday, 11/2/06",PY,11/2/2006,,,,TRUE
544,November interest,IN,11/1/2006,,,,FALSE
545,"Monday, 11/6/06",PY,11/6/2006,,,,TRUE
546,"Wednesday, 11/8/06",PY,11/8/2006,,,,TRUE
547,"Thursday, 11/9/06",PY,11/9/2006,,,,TRUE
548,Centurelli Field/Seasonal,RD,11/1/2006,4/1/2006,11/1/2006,A,FALSE
549,"Monday, 11/13/06",PY,11/13/2006,,,,TRUE
550,"Tuesday, 11/14/06",PY,11/14/2006,,,,TRUE
551,"Wednesday, 11/15/06",PY,11/15/2006,,,,TRUE
552,"Tuesday, 11/21/06",PY,11/21/2006,,,,TRUE
553,"Wednesday, 11/22/06",PY,11/22/2006,,,,TRUE
554,"Monday, 11/27/06",PY,11/27/2006,,,,TRUE
555,"Thursday, 11/30/06",PY,11/30/2006,,,,TRUE
556,Dec. Interest/Oct. 06 readings,IN,12/1/2006,,,,FALSE
557,December 2006 Monthly,RD,12/1/2006,11/1/2006,12/1/2006,M,FALSE
558,"Tuesday, 12/5/06",PY,12/5/2006,,,,TRUE
559,"Friday, 12/8/06",PY,12/8/2006,,,,TRUE
560,"Monday, 12/11/06",PY,12/11/2006,,,,TRUE
561,"Wednesday, 12/13/06",PY,12/13/2006,,,,TRUE
563,"Thursday, 12/14/06",PY,12/14/2006,,,,TRUE
564,"Monday, 12/18/06",PY,12/18/2006,,,,TRUE
565,"Wednesday, December 20, 2006",PY,12/20/2006,,,,TRUE
566,"Thursday, 12/21/06",PY,12/21/2006,,,,TRUE
567,"Tuesday, 1/2/07",PY,1/2/2007,,,,TRUE
569,January 2007 Monthly,RD,1/1/2007,12/1/2006,1/1/2007,M,FALSE
571,Thursday 1/4/07,PY,1/4/2007,,,,TRUE
573,"Thursday, 1/4/07",PY,1/4/2007,,,,TRUE
574,"Thursday, 1/11/07",PY,1/11/2007,,,,TRUE
575,"Monday, 1/22/07",PY,1/22/2007,,,,TRUE
577,"Wednesday, 1/31/07",PY,1/31/2007,,,,TRUE
579,February 2007 monthly,RD,2/1/2007,1/1/2007,2/1/2007,M,FALSE
580,April 2007 readings,RD,4/1/2007,10/1/2006,4/1/2007,S,FALSE
581,"Friday, 2/9/07",PY,2/9/2007,,,,TRUE
582,"Friday, 2/16/07",PY,2/16/2007,,,,TRUE
583,"Thursday, 2/22/07",PY,2/22/2007,,,,TRUE
584,"Tuesday, 2/27/07",PY,2/27/2007,,,,TRUE
585,March 2007 monthly,RD,3/1/2007,2/1/2007,3/1/2007,M,FALSE
586,"Thursday, 3/15/07",PY,3/15/2007,,,,TRUE
587,"Tuesday, 3/20/07",PY,3/20/2007,,,,TRUE
588,"Thursday, 3/29/07",PY,3/29/2007,,,,TRUE
591,April 2007 Monthly,RD,4/1/2007,3/1/2007,4/1/2007,M,FALSE
592,"Monday, 4/2/07",PY,4/2/2007,,,,TRUE
593,"Tuesday, 4/3/07",PY,4/3/2007,,,,TRUE
594,"Wednesday, 4/4/07",PY,4/4/2007,,,,TRUE
595,"Thursday, 4/5/07",PY,4/5/2007,,,,TRUE
596,"Monday, 4/9/07",PY,4/9/2007,,,,TRUE
597,"Tuesday, 4/10/07",PY,4/10/2007,,,,TRUE
598,"Wednesday, 4/11/07",PY,4/11/2007,,,,TRUE
599,"Thursday, 4/12/07",PY,4/12/2007,,,,TRUE
600,"Friday, 4/13/07",PY,4/13/2007,,,,TRUE
601,"Monday, 4/16/07",PY,4/16/2007,,,,TRUE
602,"Tuesday, 4/17/07",PY,4/17/2007,,,,TRUE
603,"Wednesday, 4/18/07",PY,4/18/2007,,,,TRUE
604,"Thursday, 4/19/07",PY,4/19/2007,,,,TRUE
605,"Monday, 4/23/07",PY,4/23/2007,,,,TRUE
606,"Monday, 4/23/07 #2",PY,4/23/2007,,,,TRUE
607,"Tuesday, 4/24/07",PY,4/24/2007,,,,TRUE
608,"Wednesday, 4/25/07",PY,4/25/2007,,,,TRUE
609,"Thursday, 4/26/07",PY,4/26/2007,,,,TRUE
610,"Friday, 4/27/07",PY,4/27/2007,,,,TRUE
611,"Monday, 4/30/07",PY,4/30/2007,,,,TRUE
612,"Tuesday, 5/1/07",PY,5/1/2007,,,,TRUE
613,"Wednesday, 5/2/07",PY,5/2/2007,,,,TRUE
614,"Thursday, 5/3/07",PY,5/3/2007,,,,TRUE
616,May Interest,IN,5/1/2007,,,,FALSE
617,May 2007 Monthly,RD,5/1/2007,4/1/2007,5/1/2007,M,FALSE
618,"Friday, 5/4/07",PY,5/4/2007,,,,TRUE
619,"Monday, 5/7/07",PY,5/7/2007,,,,TRUE
620,"Wednesday, 5/9/07",PY,5/9/2007,,,,TRUE
621,"Thursday, 5/10/07",PY,5/10/2007,,,,TRUE
622,"Tuesday, 5/15/07",PY,5/15/2007,,,,TRUE
623,"Wednesday, 5/16/07",PY,5/16/2007,,,,TRUE
624,"Thursday, 5/17/07",PY,5/17/2007,,,,TRUE
626,June 2007 Monthly,RD,6/1/2007,5/1/2007,6/1/2007,M,FALSE
627,"Thursday, 5/24/07",PY,5/31/2007,,,,TRUE
628,"Tuesday, 5/29/07",PY,5/31/2007,,,,TRUE
629,"Tuesday, 5/22/07",PY,5/31/2007,,,,TRUE
630,"Thursday, 5/31/07",PY,5/31/2007,,,,TRUE
631,June interest,IN,6/1/2007,,,,FALSE
632,"Tuesday, 6/5/07",PY,6/5/2007,,,,TRUE
633,"Wednesday, 6/6/07",PY,6/6/2007,,,,TRUE
634,"Thursday, 6/7/07",PY,6/7/2007,,,,TRUE
635,"Monday, 6/11/07",PY,6/11/2007,,,,TRUE
636,"Tuesday, 6/12/07",PY,6/12/2007,,,,TRUE
638,July 2007 Monthly,RD,7/1/2007,6/1/2007,7/1/2007,M,FALSE
639,"Wednesday, 6/13/07",PY,6/13/2007,,,,TRUE
640,"Tuesday, 6/19/07",PY,6/19/2007,,,,TRUE
641,"/Friday, 6/22/07",PY,6/22/2007,,,,TRUE
643,"Wednesday, 6/27/07",PY,6/27/2007,,,,TRUE
644,"Friday, 6/29/07",PY,6/29/2007,,,,TRUE
647,"Thursday, 7/5/07",PY,7/5/2007,,,,TRUE
648,"Monday, 7/9/07",PY,7/9/2007,,,,TRUE
649,"Tuesday, 7/10/07",PY,7/10/2007,,,,TRUE
654,"Monday, 7/16/07",PY,7/16/2007,,,,TRUE
655,"Monday, 7/16/07",PY,7/16/2007,,,,TRUE
656,"Tuesday, 7/17/07",PY,7/17/2007,,,,TRUE
657,"Thursday, 7/19/07",PY,7/19/2007,,,,TRUE
658,"Monday, 7/23/07",PY,7/23/2007,,,,TRUE
659,"Tuesday, 7/24/07",PY,7/24/2007,,,,TRUE
660,"Monday, 7/30/07",PY,7/30/2007,,,,TRUE
662,August 2007 Monthly,RD,8/1/2007,7/1/2007,8/1/2007,M,FALSE
663,October 2007 readings,RD,10/1/2007,4/1/2007,10/1/2007,S,FALSE
664,"Wednesday, 8/1/07",PY,8/1/2007,,,,TRUE
665,"Wednesday, 8/8/07",PY,8/8/2007,,,,TRUE
666,"Monday, 8/13/07",PY,8/13/2007,,,,TRUE
667,"Tuesday, 8/14/07",PY,8/14/2007,,,,TRUE
668,"Monday, 8/20/07",PY,8/20/2007,,,,TRUE
669,"Monday, 8/20/07",PY,8/20/2007,,,,TRUE
670,"Monday, 8/27/07",PY,8/27/2007,,,,TRUE
671,"Thursday, 8/30/07",PY,8/30/2007,,,,TRUE
672,September 2007 Monthly,RD,9/1/2007,8/1/2007,9/1/2007,M,FALSE
673,"Friday, 8/31/07",PY,8/31/2007,,,,TRUE
675,"Thursday, 9/6/07",PY,9/6/2007,,,,TRUE
676,"Tuesday, 9/11/07",PY,9/11/2007,,,,TRUE
677,"Wednesday, 9/12/07",PY,9/12/2007,,,,TRUE
678,"Monday, 9/17/07",PY,9/17/2007,,,,TRUE
679,"Thursday, 9/20/07",PY,9/20/2007,,,,TRUE
680,"Monday, 9/24/07",PY,9/24/2007,,,,TRUE
681,"Thursday, 9/27/07",PY,9/27/2007,,,,TRUE
683,"Monday, 10/1/07",PY,10/1/2007,,,,TRUE
685,October 2007 Monthly,RD,10/1/2007,9/1/2007,10/1/2007,M,FALSE
686,"Tuesday, 10/2/07",PY,10/2/2007,,,,TRUE
687,"Wednesday, 10/3/07",PY,10/3/2007,,,,TRUE
688,"Thursday, 10/4/07",PY,10/4/2007,,,,TRUE
689,"Friday, 10/5/07",PY,10/5/2007,,,,TRUE
690,"Tuesday, 10/9/07",PY,10/9/2007,,,,TRUE
691,"Wednesday, 10/10/07",PY,10/10/2007,,,,TRUE
692,"Thursday, 10/11/07",PY,10/11/2007,,,,TRUE
693,"Friday, 10/12/07",PY,10/12/2007,,,,TRUE
694,"Monday, 10/15/07",PY,10/15/2007,,,,TRUE
695,"Tuesday, 10/16/07",PY,10/16/2007,,,,TRUE
696,"Wednesday, 10/17/07",PY,10/17/2007,,,,TRUE
697,"Thursday, 10/18/07",PY,10/18/2007,,,,TRUE
698,"Friday, 10/19/07",PY,10/19/2007,,,,TRUE
699,"Monday, 10/22/07",PY,10/22/2007,,,,TRUE
700,"Tuesday, 10/23/07",PY,10/23/2007,,,,TRUE
701,"Wednesday, 10/24/07",PY,10/24/2007,,,,TRUE
702,"Thursday, 10/25/07",PY,10/25/2007,,,,TRUE
703,"Friday, 10/26/07",PY,10/26/2007,,,,TRUE
704,"Monday, 10/29/07",PY,10/29/2007,,,,TRUE
705,"Tuesday, 10/30/07",PY,10/30/2007,,,,TRUE
706,"Wednesday, 10/31/07",PY,10/31/2007,,,,TRUE
707,November 2007 Monthly,RD,11/1/2007,10/1/2007,11/1/2007,M,FALSE
708,"Thursday, 11/1/07",PY,11/1/2007,,,,TRUE
709,"Friday, 11/2/07",PY,11/2/2007,,,,TRUE
710,"Monday, 11/5/07",PY,11/5/2007,,,,TRUE
711,November 2007 interest,IN,11/1/2007,,,,FALSE
712,"Monday, 11/5/07 w/int.",PY,11/5/2007,,,,TRUE
713,"Tuesday, 11/6/07",PY,11/6/2007,,,,TRUE
714,"Wednesday, 11/7/07",PY,11/7/2007,,,,TRUE
715,"Thursday, 11/8/07",PY,11/8/2007,,,,TRUE
716,"Tuesday, 11/13/07",PY,11/13/2007,,,,TRUE
717,"Thursday, 11/15/07",PY,11/15/2007,,,,TRUE
718,"Friday, 11/16/07",PY,11/16/2007,,,,TRUE
720,"Monday, 11/19/07",PY,11/19/2007,,,,TRUE
721,"Wednesday, 11/21/07",PY,11/21/2007,,,,TRUE
722,"Monday, 11/26/07",PY,11/26/2007,,,,TRUE
723,"Wednesday, 11/28/07",PY,11/28/2007,,,,TRUE
724,"Thursday, 11/29/07",PY,11/29/2007,,,,TRUE
726,December 2007 Monthly,RD,12/1/2007,11/1/2007,12/1/2007,M,FALSE
727,"Monday, 12/3/08",PY,12/3/2007,,,,TRUE
728,December 2007 Int.,IN,12/1/2007,,,,FALSE
729,"Wednesday, 12/5/07",PY,12/5/2007,,,,TRUE
730,"Friday, 12/7/07",PY,12/7/2007,,,,TRUE
731,"Monday, 12/10/07",PY,12/10/2007,,,,TRUE
732,"Tuesday, 12/11/07",PY,12/11/2007,,,,TRUE
733,"Wednesday, 12/12/07",PY,12/12/2007,,,,TRUE
734,"Friday, 12/14/07",PY,12/14/2007,,,,TRUE
735,"Monday, 12/17/07",PY,12/17/2007,,,,TRUE
736,"Thursday, 12/20/07",PY,12/20/2007,,,,TRUE
737,"Friday, 12/28/07",PY,12/28/2007,,,,TRUE
738,January 2008 Monthly,RD,1/1/2008,12/1/2007,1/1/2008,M,FALSE
739,"Friday, 1/11/08",PY,1/11/2008,,,,TRUE
740,"Wednesday, 1/16/08",PY,1/16/2008,,,,TRUE
741,"Friday, 1/18/08",PY,1/18/2008,,,,TRUE
742,"Friday, 1/25/08",PY,1/25/2008,,,,TRUE
743,"Thursday, 1/31/08",PY,1/31/2008,,,,TRUE
744,"February, 2008 monthly",RD,2/1/2008,1/1/2008,2/1/2008,M,FALSE
745,"Friday, 2/15/08",PY,2/15/2008,,,,TRUE
746,"Monday, 2/25/08",PY,2/25/2008,,,,TRUE
747,"Thursday, 2/28/08",PY,2/28/2008,,,,TRUE
749,"March, 2008 Monthly",RD,3/1/2008,2/1/2008,3/1/2008,M,FALSE
751,April 2008 Readings,RD,4/1/2008,10/1/2007,4/1/2008,S,FALSE
752,"Tuesday, 3/11/08",PY,3/11/2008,,,,TRUE
754,"Friday, 3/14/08",PY,3/14/2008,,,,TRUE
755,"Thursday, 3/20/08",PY,3/20/2008,,,,TRUE
756,"Thursday, 3/27/08",PY,3/27/2008,,,,TRUE
757,"Monday, 3/31/08",PY,3/31/2008,,,,TRUE
762,"Tuesday, 4/1/08",PY,4/1/2008,,,,TRUE
763,April 2008 Monthly,RD,4/1/2008,3/1/2008,4/1/2008,M,FALSE
764,"Wednesday, 4/2/08",PY,4/2/2008,,,,TRUE
765,"Thursday, 4/3/08",PY,4/3/2008,,,,TRUE
767,"Friday, 4/4/08",PY,4/4/2008,,,,TRUE
768,"Monday, 4/7/08",PY,4/7/2008,,,,TRUE
769,"Tuesday, 4/8/08",PY,4/8/2008,,,,TRUE
770,"Wednesday, 4/9/08",PY,4/9/2008,,,,TRUE
771,"Thursday, 4/10/08",PY,4/10/2008,,,,TRUE
772,"Monday, 4/14/08",PY,4/14/2008,,,,TRUE
773,"Tuesday, 4/15/08",PY,4/15/2008,,,,TRUE
774,"Wednesday, 4/16/08",PY,4/16/2008,,,,TRUE
776,"Thursday, 4/17/08",PY,4/17/2008,,,,TRUE
777,"Friday, 4/18/08",PY,4/18/2008,,,,TRUE
778,"Monday, 4/21/08",PY,4/21/2008,,,,TRUE
780,"Tuesday, 4/22/08",PY,4/22/2008,,,,TRUE
781,"Wednesday, 4/23/08",PY,4/23/2008,,,,TRUE
782,"Thursday, 4/24/08",PY,4/24/2008,,,,TRUE
783,"Friday, 4/25/08",PY,4/25/2008,,,,TRUE
784,"Monday, 4/28/08",PY,4/28/2008,,,,TRUE
785,"Tuesday, 4/29/08",PY,4/29/2008,,,,TRUE
787,May 2008 Monthly,RD,5/1/2008,4/1/2008,5/1/2008,M,FALSE
788,"Wednesday, 4/30/08",PY,4/30/2008,,,,TRUE
789,"Thursday, 5/1/08",PY,5/1/2008,,,,TRUE
790,April 2008  Readings/May Int.,IN,5/1/2008,,,,FALSE
791,"Friday, 5/2/08",PY,5/2/2008,,,,TRUE
793,Monday 5/5/08,PY,5/5/2008,,,,TRUE
794,"Wednesday, 5/7/08",PY,5/7/2008,,,,TRUE
796,"Thursday, 5/8/08",PY,5/8/2008,,,,TRUE
797,"Friday, 5/9/08",PY,5/9/2008,,,,TRUE
798,"Monday, 5/12/08",PY,5/12/2008,,,,TRUE
799,"Tuesday, 5/13/08",PY,5/13/2008,,,,TRUE
800,"Wednesday, 5/14/08",PY,5/14/2008,,,,TRUE
801,"Thursday, 5/15/08",PY,5/15/2008,,,,TRUE
802,"Monday, 5/19/08",PY,5/19/2008,,,,TRUE
803,"Tuesday, 5/20/08",PY,5/20/2008,,,,TRUE
804,"Wednesday, 5/21/08",PY,5/21/2008,,,,TRUE
805,"Thursday, 5/22/08",PY,5/22/2008,,,,TRUE
806,"Wednesday, 5/28/08",PY,5/28/2008,,,,TRUE
812,June 2008 Monthly,RD,6/1/2008,5/1/2008,6/1/2008,M,FALSE
813,"Friday, 5/30/08",PY,5/30/2008,,,,TRUE
814,June Int./Shut-off,IN,6/1/2008,,,,FALSE
817,"Tuesday, 6/3/08",PY,6/3/2008,,,,TRUE
819,"Thursday, 6/5/08",PY,6/5/2008,,,,TRUE
820,"Monday, 6/9/08",PY,6/9/2008,,,,TRUE
822,"Thursday, 6/12/08",PY,6/12/2008,,,,TRUE
824,"Friday, 6/13/08",PY,6/13/2008,,,,TRUE
826,"Tuesday, 6/17/08",PY,6/17/2008,,,,TRUE
827,"Friday, 6/20/08",PY,6/20/2008,,,,TRUE
828,"Monday, 6/23/08",PY,6/23/2008,,,,TRUE
829,"Tuesday, 6/24/08",PY,6/24/2008,,,,TRUE
831,"Wednesday, 6/25/08",PY,6/25/2008,,,,TRUE
835,July 2008 Monthly,RD,7/1/2008,6/1/2008,7/1/2008,M,FALSE
836,"Monday, 6/30/08",PY,6/30/2008,,,,TRUE
837,"Tuesday, 7/1/08",PY,7/1/2008,,,,TRUE
839,"Thursday, 7/3/08",PY,7/3/2008,,,,TRUE
840,"Monday, 7/7/08",PY,7/7/2008,,,,TRUE
841,"Tuesday, 7/8/08",PY,7/8/2008,,,,TRUE
842,"Thursday, 7/10/08",PY,7/10/2008,,,,TRUE
843,"Friday, 7/11/08",PY,7/11/2008,,,,TRUE
844,"Wednesday, 7/16/08",PY,7/16/2008,,,,TRUE
845,"Thursday, 7/17/08",PY,7/17/2008,,,,TRUE
846,"Monday, 7/21/08",PY,7/21/2008,,,,TRUE
847,"Friday, 7/25/08",PY,7/25/2008,,,,TRUE
848,"Monday, 7/28/08",PY,7/28/2008,,,,TRUE
849,"Thursday, 7/31/08",PY,7/31/2008,,,,TRUE
850,"Friday, 8/1/08",PY,8/1/2008,,,,TRUE
851,August 2008 Monthly,RD,8/1/2008,7/1/2008,8/1/2008,M,FALSE
852,"Tuesday, 8/5/08",PY,8/5/2008,,,,TRUE
853,"Thursday, 8/7/08",PY,8/7/2008,,,,TRUE
854,"Friday, 8/15/08",PY,8/15/2008,,,,TRUE
855,"Monday, 8/18/08",PY,8/18/2008,,,,TRUE
856,"Thursday, 8/21/08",PY,8/21/2008,,,,TRUE
857,"Friday, 8/22/08",PY,8/22/2008,,,,TRUE
858,"Tuesday, 8/26/08",PY,8/26/2008,,,,TRUE
859,September 2008 Monthly,RD,9/1/2008,8/1/2008,9/1/2008,M,FALSE
861,October 2008 Readings,RD,10/1/2008,4/1/2008,10/1/2008,S,FALSE
864,"Friday, 8/29/08",PY,8/29/2008,,,,TRUE
865,"Thursday, 9/4/08",PY,9/4/2008,,,,TRUE
866,"Tuesday, 9/9/08",PY,9/9/2008,,,,TRUE
868,"Wednesday, 9/10/08",PY,9/10/2008,,,,TRUE
869,"Thursday, 9/11/08",PY,9/11/2008,,,,TRUE
870,"Tuesday, 9/16/08",PY,9/16/2008,,,,TRUE
871,"Wednesday, 9/17/08",PY,9/17/2008,,,,TRUE
872,"Thursday, 9/18/08",PY,9/18/2008,,,,TRUE
873,"Tuesday, 9/23/08",PY,9/23/2008,,,,TRUE
874,"Wednesday, 9/24/08",PY,9/24/2008,,,,TRUE
877,October 2008 Monthly,RD,10/1/2008,9/1/2008,10/1/2008,M,FALSE
878,"Tuesday, 9/30/08",PY,9/30/2008,,,,TRUE
879,"Wednesday, 10/1/08",PY,10/1/2008,,,,TRUE
880,"Thursday, 10/2/08",PY,10/2/2008,,,,TRUE
881,"Monday, 10/6/08",PY,10/6/2008,,,,TRUE
882,"Tuesday, 10/7/08",PY,10/7/2008,,,,TRUE
883,"Wednesday, 10/8/08",PY,10/8/2008,,,,TRUE
884,"Thursday, 10/9/08",PY,10/9/2008,,,,TRUE
885,"Friday, 10/10/08",PY,10/10/2008,,,,TRUE
887,"Tuesday, 10/14/08",PY,10/14/2008,,,,TRUE
888,"Wednesday, 10/15/08",PY,10/15/2008,,,,TRUE
889,"Thursday, 10/16/08",PY,10/16/2008,,,,TRUE
890,"Friday, 10/17/08",PY,10/17/2008,,,,TRUE
891,"Monday, 10/20/08",PY,10/20/2008,,,,TRUE
893,"Tuesday, 10/21/08",PY,10/21/2008,,,,TRUE
894,"Wednesday, 10/22/08",PY,10/22/2008,,,,TRUE
895,"Thursday, 10/23/08",PY,10/23/2008,,,,TRUE
896,"Monday, 10/27/08",PY,10/27/2008,,,,TRUE
897,"Tuesday, 10/28/08",PY,10/28/2008,,,,TRUE
899,November 2008 Monthly,RD,11/1/2008,10/1/2008,11/1/2008,M,FALSE
900,"Wednesday, 10/29/08",PY,10/29/2008,,,,TRUE
901,"Thursday, 10/30/08",PY,10/30/2008,,,,TRUE
902,"Friday, 10/31/08",PY,10/31/2008,,,,TRUE
903,"Monday, 11/3/08",PY,11/3/2008,,,,TRUE
905,"Tuesday, 11/4/08",PY,11/4/2008,,,,TRUE
906,November Interest,IN,11/1/2008,,,,FALSE
907,"Wednesday, 11/5/08",PY,11/5/2008,,,,TRUE
908,"Thursday, 11/6/08",PY,11/6/2008,,,,TRUE
909,"Monday, 11/10/08",PY,11/10/2008,,,,TRUE
912,"Thursday, 11/13/08",PY,11/13/2008,,,,TRUE
913,"Friday, 11/14/08",PY,11/14/2008,,,,TRUE
914,"Monday, 11/17/08",PY,11/17/2008,,,,TRUE
916,"Tuesday, 11/18/08",PY,11/18/2008,,,,TRUE
917,"Wednesday, 11/19/08",PY,11/19/2008,,,,TRUE
918,"Thursday, 11/20/08",PY,11/20/2008,,,,TRUE
920,December 2008 Monthly,RD,12/1/2008,11/1/2008,12/1/2008,M,FALSE
922,"Tuesday, 11/25/08",PY,11/25/2008,,,,TRUE
923,"Wednesday, 11/26/08",PY,11/26/2008,,,,TRUE
924,"Monday, 12/1/08",PY,12/1/2008,,,,TRUE
926,December 2008 interest,IN,12/1/2008,,,,FALSE
929,"Wednesday, 12/3/08",PY,12/3/2008,,,,TRUE
930,"Thursday, 12/4/08",PY,12/4/2008,,,,TRUE
932,"Monday, 12/1/08",PY,12/8/2008,,,,TRUE
933,"Wednesday, 12/10/08",PY,12/10/2008,,,,TRUE
934,"Thursday, 12/11/08",PY,12/11/2008,,,,TRUE
936,"Monday, 12/15/08",PY,12/15/2008,,,,TRUE
938,"Tuesday, 12/16/08",PY,12/16/2008,,,,TRUE
940,"Wednesday, 12/17/08",PY,12/17/2008,,,,TRUE
941,"Thursday, 12/18/08",PY,12/18/2008,,,,TRUE
942,"Friday, 12/19/08",PY,12/19/2008,,,,TRUE
943,"Friday, 12/19/08 #2",PY,12/19/2008,,,,TRUE
944,"Tuesday, 12/23/08",PY,12/23/2008,,,,TRUE
945,"Tuesday, 12/30/08",PY,12/30/2008,,,,TRUE
946,"Friday, l/2/09",PY,1/2/2009,,,,TRUE
947,January 2009 monthly,RD,1/1/2009,12/1/2008,1/1/2009,M,FALSE
948,"Tuesday, 1/6/09",PY,1/6/2009,,,,TRUE
949,"Tuesday, 1/13/09",PY,1/13/2009,,,,TRUE
950,"Friday, 1/16/09",PY,1/16/2009,,,,TRUE
951,"Tuesday, 1/21/09",PY,1/21/2009,,,,TRUE
952,"February, 2009  Monthly",RD,2/1/2009,1/1/2009,2/1/2009,M,FALSE
953,"Thursday, 1/29/09",PY,1/29/2009,,,,TRUE
954,"Friday, 1/30/09",PY,1/30/2009,,,,TRUE
955,"Monday, 2/2/09",PY,2/2/2009,,,,TRUE
956,"Wednesday, 2/4/09",PY,2/4/2009,,,,TRUE
957,"Friday, 2/6/09",PY,2/6/2009,,,,TRUE
958,"Monday, 2/9/09",PY,2/9/2009,,,,TRUE
959,"Thursday, 2/12/09",PY,2/12/2009,,,,TRUE
960,"Monday, 2/23/09",PY,2/23/2009,,,,TRUE
961,March 2009 Monthly,RD,3/1/2009,2/1/2009,3/1/2009,M,FALSE
964,April 2009 Readings,RD,4/1/2009,10/1/2008,4/1/2009,S,FALSE
965,"Tuesday, 3/3/09",PY,3/3/2009,,,,TRUE
966,"Friday, 3/6/09",PY,3/6/2009,,,,TRUE
967,"Tuesday, 3/17/09",PY,3/17/2009,,,,TRUE
968,"Wednesday, 3/18/09",PY,3/18/2009,,,,TRUE
969,April 2009 Monthly,RD,4/1/2009,3/1/2009,4/1/2009,M,FALSE
970,"Friday, 3/27/09",PY,3/27/2009,,,,TRUE
972,"Friday, 3/27/09",PY,3/27/2009,,,,TRUE
973,"Tuesday, 3/31/09",PY,3/31/2009,,,,TRUE
974,"Wednesday, 4/1/09",PY,4/1/2009,,,,TRUE
976,"Thursday, 4/2/09",PY,4/2/2009,,,,TRUE
978,"Friday, 4/3/09",PY,4/3/2009,,,,TRUE
979,"Monday, 4/6/09",PY,4/6/2009,,,,TRUE
980,"Tuesday, 4/7/09",PY,4/7/2009,,,,TRUE
981,"Wednesday, 4/8/09",PY,4/8/2009,,,,TRUE
982,"Thursday, 4/9/09",PY,4/9/2009,,,,TRUE
983,"Monday, 4/13/09",PY,4/13/2009,,,,TRUE
984,"Tuesday, 4/14/09",PY,4/14/2009,,,,TRUE
985,"Wednesday, 4/15/09",PY,4/15/2009,,,,TRUE
986,"Thursday, 4/16/09",PY,4/16/2009,,,,TRUE
987,"Friday, 4/17/09",PY,4/17/2009,,,,TRUE
988,"Monday, 4/20/09",PY,4/20/2009,,,,TRUE
989,"Tuesday, 4/21/09",PY,4/21/2009,,,,TRUE
990,"Wednesday, 4/22/09",PY,4/22/2009,,,,TRUE
992,"Thursday, 4/23/09",PY,4/23/2009,,,,TRUE
994,"Friday, 4/24/09",PY,4/24/2009,,,,TRUE
995,"Monday, 4/27/09",PY,4/27/2009,,,,TRUE
998,May 2009 Monthly,RD,5/1/2009,4/1/2009,5/1/2009,M,FALSE
