LocationID,CustomerID,LocationType,StreetCode,StreetNumber,StreetNumberSuffix,LocationStatus,Service,BillingFreq,MeterFeeCode,MeterLocation,BuildingType,TypeOfService,HazardLevel,LastInspectDate,FireLine,FireLineSize,LienIndicator,TestComments,OldAcct,Warning,MIU_ID,Record_Status,Multiplier,Read_Direction,Decimal_Location,Record_Type,Number_Of_Dials,Route_No,Page_No,Read_Seq
193,193,1,248,1510,0,A,B,Q,1,left,dwelling,,,,N,,N,,1248151000,,1461872658,Z,1,L,0,EU,6,4,920,00
194,2110,1,248,1511,0,A,B,Q,1,left,dwelling,,,,N,,Y,,1248151100,,1462089954,Z,1,L,0,EU,6,4,930,00
195,2255,1,248,1520,0,A,B,Q,1,right,dwelling,,,,N,,N,,1248152000,,1461873396,Z,1,L,0,EU,6,4,940,00
196,196,1,248,1525,0,A,B,Q,1,right/behind bush,dwelling,,,,N,,N,,1248152500,,1462073702,Z,1,L,0,EU,6,4,950,00
197,2201,1,248,1531,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1248153100,,1548149604,Z,1,L,0,EU,6,4,970,00
198,2201,1,248,1533,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1248153300,,1461873138,Z,1,L,0,EU,6,4,980,00
199,1524,1,250,9,0,A,B,Q,1,left,dwelling,,,,N,,N,,1250000900,,1462006102,Z,1,L,0,EU,6,2,1740,00
200,1448,1,250,17,0,A,B,Q,1,right,dwelling,,,,N,,N,,1250001700,,1462038438,Z,1,L,0,EU,6,2,1750,00
201,201,1,250,21,0,A,B,Q,1,left,dwelling,,,,N,,N,,1250002100,,1461994222,Z,1,L,0,EU,6,2,1760,00
202,202,1,250,31,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1250003100,,1462011380,Z,1,L,0,EU,6,2,1770,00
203,2280,1,250,34,0,A,B,Q,1,right,dwelling,,,,N,,N,,1250003400,,1567703630,Z,1,L,0,EU,6,2,1780,00
204,204,1,250,41,0,A,B,Q,1,left,dwelling,,,,N,,N,,1250004100,,1461975220,Z,1,L,0,EU,6,2,1790,00
205,205,1,250,46,0,A,B,Q,1,right,dwelling,,,,N,,N,,1250004600,,1461944230,Z,1,L,0,EU,6,2,1800,00
206,2133,1,250,53,0,A,B,Q,1,right,dwelling,,,,N,,N,,1250005300,,1461962062,Z,1,L,0,EU,6,2,1810,00
207,207,1,250,54,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1250005400,,1461961040,Z,1,L,0,EU,6,2,1820,00
208,1272,1,250,63,0,A,B,Q,1,front,dwelling,,,,N,,N,,1250006300,,1461961056,Z,1,L,0,EU,6,2,1830,00
209,209,1,250,66,0,A,B,Q,1,right,dwelling,,,,N,,N,,1250006600,,1461967152,Z,1,L,0,EU,6,2,1840,00
210,210,1,250,71,0,A,B,Q,1,front right side,dwelling,,,,N,,N,,1250007100,,1461937408,Z,1,L,0,EU,6,2,1850,00
211,1932,1,250,74,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1250007400,,1462007476,Z,1,L,0,EU,6,2,1860,00
212,1761,1,252,8,0,A,B,Q,1,next to garage,dwelling,,,,N,,N,,1252000800,,1461918764,Z,1,L,0,EU,6,1,1280,00
213,213,1,252,20,0,A,B,Q,1,front left,dwelling,,,,N,,Y,,1252002000,,1461872562,Z,1,L,0,EU,6,1,1290,00
214,2325,1,252,21,0,A,W,Q,1,left,dwelling,,,,N,,N,,1252002100,,1461888246,Z,1,L,0,EU,6,1,1300,00
215,215,1,252,27,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1252002700,,1461887152,Z,1,L,0,EU,6,1,1310,00
216,216,1,252,30,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1252003000,,1461897898,Z,1,L,0,EU,6,1,1320,00
217,217,1,252,33,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1252003300,,1461888252,Z,1,L,0,EU,6,1,1330,00
218,2215,1,252,41,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1252004100,,1461918654,Z,1,L,0,EU,6,1,1340,00
219,1490,1,252,42,0,A,W,Q,1,front left,dwelling,,,,N,,N,,1252004200,,1461888060,Z,1,L,0,EU,6,1,1350,00
220,220,1,252,47,0,A,B,Q,1,left,dwelling,,,,N,,N,,1252004700,,1461876888,Z,1,L,0,EU,6,1,1360,00
221,221,1,252,50,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1252005000,,1461876866,Z,1,L,0,EU,6,1,1370,00
222,222,1,252,58,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1252005800,,1461911234,Z,1,L,0,EU,6,1,1380,00
223,223,1,252,63,0,A,B,Q,1,inside,dwelling,,,,N,,N,,1252006300,,1461888250,Z,1,L,0,EU,6,1,1390,00
224,2327,1,862,1198,0,A,W,Q,1,right,dwelling,,,,N,,N,,1862119800,,1462059162,Z,1,L,0,EU,6,3,2870,00
225,2220,1,304,16,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1304001600,,1461971374,Z,1,L,0,EU,6,5,10,00
226,1366,1,304,19,0,A,B,Q,1,right side,dwelling,,,,N,,N,,1304001900,,1461995590,Z,1,L,0,EU,6,5,20,00
227,227,1,304,26,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1304002600,,1461960720,Z,1,L,0,EU,6,5,30,00
228,2124,1,304,29,0,A,B,Q,1,right side,dwelling,,,,N,,N,,1304002900,,1462009522,Z,1,L,0,EU,6,5,40,00
229,229,1,304,36,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1304003600,,1462007416,Z,1,L,0,EU,6,5,50,00
230,1658,1,304,39,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1304003900,,1461968470,Z,1,L,0,EU,6,5,60,00
231,2252,1,304,46,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1304004600,,1461958450,Z,1,L,0,EU,6,5,70,00
232,2340,1,304,49,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1304004900,,1461944232,Z,1,L,0,EU,6,5,80,00
233,233,1,304,56,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1304005600,,1461941906,Z,1,L,0,EU,6,5,90,00
234,234,1,304,59,0,A,B,Q,1,left,dwelling,,,,N,,N,,1304005900,,1462007414,Z,1,L,0,EU,6,5,100,00
235,1838,1,304,69,0,A,B,Q,1,left,dwelling,,,,N,,N,,1304006900,,1461898408,Z,1,L,0,EU,6,5,110,00
236,236,1,304,79,0,A,B,Q,1,front door,dwelling,,,,N,,N,,1304007900,,1461961340,Z,1,L,0,EU,6,5,120,00
237,1942,1,304,94,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1304009400,,1462009524,Z,1,L,0,EU,6,5,130,00
238,1951,1,304,116,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1304011600,,1461979810,Z,1,L,0,EU,6,5,140,00
239,1894,1,348,27,0,A,B,Q,1,side right,dwelling,,,,N,,N,,1348002700,,1462031626,Z,1,L,0,EU,6,5,1380,00
240,240,1,348,30,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1348003000,,1461951910,Z,1,L,0,EU,6,5,1390,00
241,241,1,348,38,0,A,B,Q,1,driveway,dwelling,,,,N,,N,,1348003800,,1484578628,Z,1,L,0,EU,6,5,1400,00
242,1931,1,348,39,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1348003900,,1462092788,Z,1,L,0,EU,6,5,1410,00
243,243,1,348,47,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1348004700,,1461986056,Z,1,L,0,EU,6,5,1420,00
244,1200,1,348,50,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1348005000,,1461999482,Z,1,L,0,EU,6,5,1430,00
245,1495,1,348,61,0,A,B,Q,1,right,dwelling,,,,N,,N,,1348006100,,1548161278,Z,1,L,0,EU,6,5,1440,00
246,2295,1,368,4,0,A,B,Q,1,right,dwelling,,,,N,,N,,1368000400,,1548147716,Z,1,L,0,EU,6,1,10,00
247,2217,1,368,5,0,A,B,Q,1,right,dwelling,,,,N,,N,,1368000500,,1462105986,Z,1,L,0,EU,6,1,20,00
248,1879,1,368,13,0,A,B,Q,1,right,dwelling,,,,N,,N,,1368001300,,1462026968,Z,1,L,0,EU,6,1,30,00
249,1946,1,368,16,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1368001600,,1462013806,Z,1,L,0,EU,6,1,40,00
250,250,1,368,23,0,A,B,Q,1,left of electric box,dwelling,,,,N,,N,,1368002300,,1461873480,Z,1,L,0,EU,6,1,50,00
251,251,1,368,26,0,A,B,Q,1,"porch ""r""",dwelling,,,,N,,N,,1368002600,,1569094040,Z,1,L,0,EU,6,1,60,00
252,1641,1,368,31,0,A,B,Q,1,left,dwelling,,,,N,,N,,1368003100,,1462001350,Z,1,L,0,EU,6,1,70,00
253,2190,1,368,38,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1368003800,,1462001356,Z,1,L,0,EU,6,1,80,00
254,2047,1,368,50,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1368005000,,1461979854,Z,1,L,0,EU,6,1,90,00
255,255,1,368,51,0,A,B,Q,1,left,dwelling,,,,N,,N,,1368005100,,1462040190,Z,1,L,0,EU,6,1,100,00
256,256,1,368,59,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1368005900,,1461933138,Z,1,L,0,EU,6,1,110,00
257,1501,1,368,62,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1368006200,,1461867368,Z,1,L,0,EU,6,1,120,00
258,1307,1,368,67,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1368006700,,1462055206,Z,1,L,0,EU,6,1,130,00
259,1818,1,368,72,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1368007200,,1461979860,Z,1,L,0,EU,6,1,140,00
260,1819,1,368,73,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1368007300,,1462040196,Z,1,L,0,EU,6,1,150,00
261,2055,1,368,80,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1368008000,,1462002402,Z,1,L,0,EU,6,1,160,00
262,2061,1,368,83,0,A,B,Q,1,left,dwelling,,,,N,,N,,1368008300,,1462055210,Z,1,L,0,EU,6,1,170,00
263,263,1,368,88,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1368008800,,1462017928,Z,1,L,0,EU,6,1,180,00
264,2092,1,368,93,0,A,B,Q,1,left,dwelling,,,,N,,Y,"1/3/11 meter rem. By JG
New meter in",1368009300,,1480998352,Z,1,L,0,EU,6,1,190,00
265,2290,1,368,94,0,A,B,Q,1,left side,dwelling,,,,N,,N,,1368009400,,1461902064,Z,1,L,0,EU,6,1,200,00
266,266,1,368,107,0,A,B,Q,1,right side,dwelling,,,,N,,N,,1368010700,,1462038204,Z,1,L,0,EU,6,1,210,00
267,1530,1,368,114,0,A,B,Q,1,right,dwelling,,,,N,,N,,1368011400,,1461975878,Z,1,L,0,EU,6,1,220,00
268,2289,1,368,115,0,A,B,Q,1,front left,dwelling,,,,N,,N,New water service was installed by Aiudi jan 2004 main to property lin new curb box and valve.,1368011500,,1461954498,Z,1,L,0,EU,6,1,230,00
269,1829,1,368,124,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1368012400,,1462018342,Z,1,L,0,EU,6,1,240,00
270,270,1,368,125,0,A,B,Q,1,inside,dwelling,,,,N,,N,,1368012500,,1462042410,Z,1,L,0,EU,6,1,250,00
271,2023,1,368,129,0,A,B,Q,1,front,dwelling,,,,N,,N,,1368012900,,1480253022,Z,1,L,0,EU,6,1,260,00
272,272,1,368,132,0,A,B,Q,1,right,dwelling,,,,N,,N,,1368013200,,1462001938,Z,1,L,0,EU,6,1,270,00
273,2017,1,368,135,0,A,B,Q,1,left of door,dwelling,,,,N,,N,,1368013500,,1461988554,Z,1,L,0,EU,6,1,280,00
274,274,1,368,144,0,A,B,Q,1,cellar - walk-in,dwelling,,,,N,,N,,1368014400,,1461982154,Z,1,L,0,EU,6,1,290,00
275,275,1,368,147,0,A,W,Q,1,front left,dwelling,,,,N,,N,,1368014700,,1540357862,Z,1,L,0,EU,6,1,310,00
276,1619,1,368,149,0,A,B,Q,1,left,dwelling,,,,N,,N,,1368014900,,1462043124,Z,1,L,0,EU,6,1,320,00
277,277,1,368,159,0,A,B,Q,1,left,dwelling,,,,N,,N,,1368015900,,1462055208,Z,1,L,0,EU,6,1,330,00
278,1989,1,368,166,0,A,B,Q,1,left,dwelling,,,,N,,N,,1368016600,,1462017932,Z,1,L,0,EU,6,1,340,00
279,279,1,368,167,0,A,B,Q,1,left,dwelling,,,,N,,N,,1368016700,,1461952732,Z,1,L,0,EU,6,1,350,00
280,1235,1,368,173,0,A,B,Q,1,right,dwelling,,,,N,,N,,1368017300,,1461951912,Z,1,L,0,EU,6,1,360,00
281,281,1,368,181,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1368018100,,1461938112,Z,1,L,0,EU,6,1,370,00
282,282,1,368,184,0,A,B,Q,1,right corner,dwelling,,,,N,,N,,1368018400,,1462001940,Z,1,L,0,EU,6,1,380,00
283,1804,1,368,189,0,A,B,Q,1,rt side under window,dwelling,,,,N,,N,,1368018900,,1462018574,Z,1,L,0,EU,6,1,390,00
284,284,1,368,192,0,A,B,Q,1,right,dwelling,,,,N,,N,,1368019200,,1462013812,Z,1,L,0,EU,6,1,400,00
285,2095,1,368,195,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1368019500,,1462026548,Z,1,L,0,EU,6,1,410,00
286,2173,1,368,198,0,A,B,Q,1,right side,dwelling,,,,N,,N,,1368019800,,1462001936,Z,1,L,0,EU,6,1,420,00
287,287,1,368,203,0,A,B,Q,1,left side,dwelling,,,,N,,N,,1368020300,,1462055212,Z,1,L,0,EU,6,1,430,00
288,2263,1,368,204,0,A,B,Q,1,front,dwelling,,,,N,,N,,1368020400,,1462010172,Z,1,L,0,EU,6,1,440,00
289,289,1,376,18,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1376001800,,1461882212,Z,1,L,0,EU,6,5,150,00
290,290,1,376,23,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1376002300,,1461961364,Z,1,L,0,EU,6,5,160,00
291,1334,1,376,33,0,A,B,Q,1,front right corner,dwelling,,,,N,,N,,1376003300,,1461872490,Z,1,L,0,EU,6,5,170,00
292,1793,1,376,43,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1376004300,,1461879890,Z,1,L,0,EU,6,5,180,00
293,2313,1,376,51,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1376005100,,1461960718,Z,1,L,0,EU,6,5,190,00
294,1898,1,376,52,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1376005200,,1461875868,Z,1,L,0,EU,6,5,200,00
295,295,1,376,71,0,A,B,Q,1,left side,dwelling,,,,N,,N,,1376007100,,1461897094,Z,1,L,0,EU,6,5,230,00
296,296,1,376,74,0,A,B,Q,1,right rear,dwelling,,,,N,,N,,1376007400,,1461875866,Z,1,L,0,EU,6,5,240,00
297,1351,1,376,83,0,A,B,Q,1,left side,dwelling,,,,N,,N,,1376008300,,1461879886,Z,1,L,0,EU,6,5,250,00
298,1817,1,376,84,0,A,B,Q,1,left,dwelling,,,,N,,N,,1376008400,,1461890002,Z,1,L,0,EU,6,5,260,00
299,1822,1,376,96,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1376009600,,1461887916,Z,1,L,0,EU,6,5,270,00
300,300,1,376,106,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1376010600,,1461889192,Z,1,L,0,EU,6,5,280,00
301,301,1,376,116,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1376011600,,1461892782,Z,1,L,0,EU,6,5,290,00
302,2005,1,376,121,0,A,B,Q,2,in back behind bush,dwelling,,,,N,,N,,1376012100,,1548150652,Z,1,L,0,EU,6,5,300,00
303,2157,1,376,126,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1376012600,,1461898766,Z,1,L,0,EU,6,5,310,00
304,1930,1,376,133,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1376013300,,1461991864,Z,1,L,0,EU,6,5,320,00
305,2273,1,376,136,0,A,B,Q,1,left side,dwelling,,,,N,,N,,1376013600,,1461895032,Z,1,L,0,EU,6,5,330,00
306,306,1,394,6,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1394000600,,1461894344,Z,1,L,0,EU,6,2,1430,00
307,2269,1,394,18,0,A,B,Q,1,in back,dwelling,,,,N,,N,,1394001800,,1461894234,Z,1,L,0,EU,6,2,1460,00
308,308,1,394,29,0,A,B,Q,1,right,dwelling,,,,N,,N,,1394002900,,1461891440,Z,1,L,0,EU,6,2,1470,00
309,2324,1,394,30,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1394003000,,1461898752,Z,1,L,0,EU,6,2,1480,00
310,310,1,394,39,0,A,B,Q,1,right,dwelling,,,,N,,N,,1394003900,,1461894922,Z,1,L,0,EU,6,2,1490,00
311,311,1,394,40,0,A,B,Q,1,left,dwelling,,,,N,,N,,1394004000,,1461893562,Z,1,L,0,EU,6,2,1500,00
312,312,1,394,47,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1394004700,,1461894918,Z,1,L,0,EU,6,2,1510,00
313,313,1,394,48,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1394004800,,1461889854,Z,1,L,0,EU,6,2,1520,00
314,314,1,394,57,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1394005700,,1461889856,Z,1,L,0,EU,6,2,1530,00
315,315,1,394,58,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1394005800,,1461865098,Z,1,L,0,EU,6,2,1540,00
316,1661,1,394,67,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1394006700,,1461899016,Z,1,L,0,EU,6,2,1550,00
317,317,1,394,68,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1394006800,,1461865388,Z,1,L,0,EU,6,2,1560,00
318,2293,1,404,11,0,A,B,Q,1,back,dwelling,,,,N,,N,,1404001100,,1461886922,Z,1,L,0,EU,6,5,340,00
319,319,1,404,20,0,A,B,Q,1,left side,dwelling,,,,N,,N,,1404002000,,1540369842,Z,1,L,0,EU,6,5,350,00
320,320,1,404,25,0,A,B,Q,1,right side,dwelling,,,,N,,N,,1404002500,,1461872820,Z,1,L,0,EU,6,5,360,00
321,321,1,404,28,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1404002800,,1461873544,Z,1,L,0,EU,6,5,370,00
322,1397,1,404,40,0,A,B,Q,1,right garage,dwelling,,,,N,,N,,1404004000,,1572882728,Z,1,L,0,EU,6,5,390,00
323,323,1,408,9,0,A,W,Q,1,front,dwelling,,,,N,,N,,1408000900,,1461904456,Z,1,L,0,EU,6,5,430,00
324,324,1,408,19,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1408001900,,1461888394,Z,1,L,0,EU,6,5,440,00
325,325,1,408,41,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1408004100,,1461886918,Z,1,L,0,EU,6,5,460,00
326,2253,1,408,53,0,A,B,Q,1,next to garage,dwelling,,,,N,,N,,1408005300,,1548151914,Z,1,L,0,EU,6,5,470,00
327,2203,1,408,56,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1408005600,,1461893664,Z,1,L,0,EU,6,5,480,00
328,328,1,408,71,0,A,B,Q,1,right,dwelling,,,,N,,N,,1408007100,,1461886706,Z,1,L,0,EU,6,5,490,00
329,1398,1,408,77,0,A,B,Q,1,front,dwelling,,,,N,,N,,1408007700,,1461873542,Z,1,L,0,EU,6,5,500,00
330,1417,1,408,87,0,A,B,Q,1,right side,dwelling,,,,N,,N,,1408008700,,1461899484,Z,1,L,0,EU,6,5,510,00
331,2148,1,408,92,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1408009200,,1461876700,Z,1,L,0,EU,6,5,520,00
332,332,1,408,97,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1408009700,,1461900050,Z,1,L,0,EU,6,5,530,00
333,1995,1,408,102,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1408010200,,1461914498,Z,1,L,0,EU,6,5,540,00
334,1600,1,408,107,0,A,B,Q,1,front porch,dwelling,,,,N,,N,,1408010700,,1461874080,Z,1,L,0,EU,6,5,550,00
335,1531,1,408,112,0,A,B,Q,1,left,dwelling,,,,N,,Y,,1408011200,,1461895228,Z,1,L,0,EU,6,5,560,00
336,336,1,408,117,0,A,B,Q,1,right side,dwelling,,,,N,,N,,1408011700,,1484580418,Z,1,L,0,EU,6,5,570,00
337,2285,1,408,122,0,A,B,Q,1,left,dwelling,,,,N,,N,,1408012200,,1462019442,Z,1,L,0,EU,6,5,580,00
338,1787,1,408,127,0,A,B,Q,1,driveway,dwelling,,,,N,,N,,1408012700,,1461886920,Z,1,L,0,EU,6,5,590,00
339,339,1,408,137,0,A,B,Q,1,right side,dwelling,,,,N,,N,,1408013700,,1548145780,Z,1,L,0,EU,6,5,600,00
340,340,1,408,138,0,A,B,Q,1,left,dwelling,,,,N,,N,,1408013800,,1461968472,Z,1,L,0,EU,6,5,610,00
341,2142,1,408,147,0,A,B,Q,1,left,dwelling,,,,N,,N,,1408014700,,1461874088,Z,1,L,0,EU,6,5,620,00
342,342,1,408,157,0,A,B,Q,1,right,dwelling,,,,N,,N,,1408015700,,1461876288,Z,1,L,0,EU,6,5,630,00
343,1313,1,428,35,0,I,B,Q,1,left,dwelling,,,,N,,N,,1428003500,,,A,1,L,0,EU,6,,,00
344,344,1,428,36,0,A,B,Q,1,right,dwelling,,,,N,,N,,1428003600,,1461884850,Z,1,L,0,EU,6,2,30,00
345,1084,1,428,44,0,A,B,Q,1,front,dwelling,,,,N,,N,,1428004400,,1461914256,Z,1,L,0,EU,6,2,40,00
346,346,1,428,60,0,A,W,Q,1,,dwelling,,,,N,,N,,1428006000,,1461914254,Z,1,L,0,EU,6,2,50,00
347,1921,1,428,152,0,A,B,Q,1,left front corner,dwelling,,,,N,,N,,1428015200,,1462002576,Z,1,L,0,EU,6,2,70,00
348,2029,1,428,160,0,A,B,Q,1,right,dwelling,,,,N,,N,,1428016000,,1462031008,Z,1,L,0,EU,6,2,80,00
349,349,1,428,170,0,A,B,Q,1,left front corner,dwelling,,,,N,,N,,1428017000,,1461914160,Z,1,L,0,EU,6,2,90,00
350,350,1,428,173,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1428017300,,1461907062,Z,1,L,0,EU,6,2,100,00
351,351,1,428,178,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1428017800,,1461894972,Z,1,L,0,EU,6,2,110,00
352,1873,1,428,181,0,A,B,Q,1,left front,dwelling,,,,N,,N,,1428018100,,1461948822,Z,1,L,0,EU,6,2,120,00
353,353,1,428,186,0,A,B,Q,1,left front,dwelling,,,,N,,N,,1428018600,,1461897422,Z,1,L,0,EU,6,2,130,00
354,354,1,428,193,0,A,W,Q,1,right front,dwelling,,,,N,,N,,1428019300,,1462043604,Z,1,L,0,EU,6,2,140,00
355,355,1,428,194,0,A,B,Q,1,left,dwelling,,,,N,,N,,1428019400,,1461909444,Z,1,L,0,EU,6,2,150,00
356,2041,1,428,206,0,A,B,Q,1,front,dwelling,,,,N,,N,,1428020600,,1461897642,Z,1,L,0,EU,6,2,160,00
357,2150,1,428,210,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1428021000,,1461894740,Z,1,L,0,EU,6,2,170,00
358,1558,1,428,219,0,A,W,Q,1,front left,dwelling,,,,N,,N,,1428021900,,1462025962,Z,1,L,0,EU,6,2,180,00
359,359,1,428,222,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1428022200,,1461909442,Z,1,L,0,EU,6,2,190,00
360,360,1,428,228,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1428022800,,1540356900,Z,1,L,0,EU,6,2,200,00
361,1256,1,428,231,0,A,W,Q,1,front left,dwelling,,,,N,,N,,1428023100,,1461926982,Z,1,L,0,EU,6,2,210,00
362,2166,1,428,238,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1428023800,,1540363516,Z,1,L,0,EU,6,2,220,00
363,363,1,428,239,0,A,B,Q,1,left,dwelling,,,,N,,N,,1428023900,,1461954054,Z,1,L,0,EU,6,2,230,00
364,364,1,428,248,0,A,B,Q,1,right,dwelling,,,,N,,N,,1428024800,,1461891814,Z,1,L,0,EU,6,2,240,00
365,2274,1,428,249,0,A,B,Q,1,right side,dwelling,,,,N,,N,,1428024900,,1461939006,Z,1,L,0,EU,6,2,250,00
366,1399,1,428,266,0,A,B,Q,1,right,dwelling,,,,N,,N,,1428026600,,1462004770,Z,1,L,0,EU,6,2,260,00
367,1740,1,428,275,0,A,B,Q,1,left front,dwelling,,,,N,,N,,1428027500,,1461938114,Z,1,L,0,EU,6,2,270,00
368,368,1,428,289,0,A,B,Q,1,left,dwelling,,,,N,,N,,1428028900,,1461927286,Z,1,L,0,EU,6,2,290,00
369,1372,1,428,299,0,A,W,Q,1,left,dwelling,,,,N,,N,,1428029900,,1461932788,Z,1,L,0,EU,6,2,300,00
370,1987,1,428,309,0,A,B,Q,1,left,dwelling,,,,N,,N,,1428030900,,1461951916,Z,1,L,0,EU,6,2,310,00
371,2083,1,428,317,0,A,B,Q,1,left front,dwelling,,,,N,,N,,1428031700,,1461939036,Z,1,L,0,EU,6,2,320,00
372,2093,1,428,323,0,A,B,Q,1,right,dwelling,,,,N,,N,,1428032300,,1540359940,Z,1,L,0,EU,6,2,330,00
373,1820,1,428,333,0,A,B,Q,1,front,dwelling,,,,N,,N,,1428033300,,1567703884,Z,1,L,0,EU,6,2,340,00
374,374,1,428,338,0,A,B,Q,1,left,dwelling,,,,N,,N,,1428033800,,1461927946,Z,1,L,0,EU,6,2,350,00
375,375,1,428,339,0,A,B,Q,1,right,dwelling,,,,N,,N,,1428033900,,1462042058,Z,1,L,0,EU,6,2,360,00
376,376,1,428,345,0,A,B,Q,1,right,dwelling,,,,N,,N,,1428034500,,1461952726,Z,1,L,0,EU,6,2,370,00
377,377,1,428,354,0,A,B,Q,1,right,dwelling,,,,N,,N,,1428035400,,1461898112,Z,1,L,0,EU,6,2,380,00
378,378,1,428,363,0,A,B,Q,1,left,dwelling,,,,N,,N,Sewer added 11/04,1428036300,,1462018520,Z,1,L,0,EU,6,2,400,00
379,379,1,428,373,0,A,B,Q,1,right,dwelling,,,,N,,N,,1428037300,,1461924318,Z,1,L,0,EU,6,2,430,00
380,2007,1,428,380,0,A,B,Q,1,right front,dwelling,,,,N,,N,,1428038000,,1461907066,Z,1,L,0,EU,6,2,440,00
381,381,1,428,385,0,A,B,Q,1,left,dwelling,,,,N,,N,,1428038500,,1461975638,Z,1,L,0,EU,6,2,450,00
382,382,1,428,395,0,A,B,Q,1,right,dwelling,,,,N,,N,,1428039500,,1461941208,Z,1,L,0,EU,6,2,460,00
383,2063,1,428,407,0,A,B,Q,1,left,dwelling,,,,N,,N,,1428040700,,1462042036,Z,1,L,0,EU,6,2,470,00
384,384,1,428,415,0,A,B,Q,1,right front,dwelling,,,,N,,N,,1428041500,,1461942536,Z,1,L,0,EU,6,2,480,00
385,1670,1,428,420,0,A,W,Q,1,left front,dwelling,,,,N,,N,,1428042000,,1461894968,Z,1,L,0,EU,6,2,490,00
386,386,1,428,423,0,A,B,Q,1,right,dwelling,,,,N,,N,,1428042300,,1461952728,Z,1,L,0,EU,6,2,500,00
387,2008,1,428,428,0,A,B,Q,1,front,dwelling,,,,N,,N,,1428042800,,1461893540,Z,1,L,0,EU,6,2,510,00
388,2262,1,428,433,0,A,B,Q,1,left,dwelling,,,,N,,N,,1428043300,,1461896298,Z,1,L,0,EU,6,2,520,00
389,389,1,428,436,0,A,B,Q,1,right side steps,dwelling,,,,N,,N,,1428043600,,1461900478,Z,1,L,0,EU,6,2,530,00
