PARCEL_ID,STREET,Current_Connection,COMACT,Wtr_Supp,,,,,,Oct_Cost_Num,April_Cost,Calc_Tot_Ann_Cost,Tot_Ann_Cost_num
3480030,PAPERCHASE TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3540023,PHEASANT RUN,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3540039,PHEASANT RUN,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3540040,PHEASANT RUN,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3540052,PHEASANT RUN,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3570001,PINE TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3570002,PINE TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3570004,PINE TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3570005,PINE TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3570006,PINE TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3570008,PINE TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3570010,PINE TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3570011,PINE TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3570012,PINE TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3570014,PINE TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3570016,PINE TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3570017,PINE TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3570018,PINE TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3660006,RAYMOND ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3720015,RIDGE CREST LANE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3760008,ROARING BROOK ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3760012,ROARING BROOK ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3760018,ROARING BROOK ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3760023,ROARING BROOK ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3760030,ROARING BROOK ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3760031,ROARING BROOK ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3790015,RUSSELL ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3870025,SCHOOL STREET,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3870031,SCHOOL STREET,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890074,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890079,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890080,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890082,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890083,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890084,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890085,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890087,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890089,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890090,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890091,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890094,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890095,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890096,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890097,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890099,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890100,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890101,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890103,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890111,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890116,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890117,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890118,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890123,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890125,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890127,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890129,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890130,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890135,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890139,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890140,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890143,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890144,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890148,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890149,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890151,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890154,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890157,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890161,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890164,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890181,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3910004,SEDGEWOOD ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3910010,SEDGEWOOD ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3910016,SEDGEWOOD ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3970163,SIMSBURY ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4110033,STONY CORNERS,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4110039,STONY CORNERS,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4110076,STONY CORNERS,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4120062,STONY CORNERS CIRCLE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4210002,SUNSET TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4210003,SUNSET TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4210008,SUNSET TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4210011,SUNSET TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4210016,SUNSET TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4210017,SUNSET TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4210018,SUNSET TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4210021,SUNSET TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4210022,SUNSET TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4210023,SUNSET TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4210024,SUNSET TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4210026,SUNSET TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4210032,SUNSET TRAIL,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4280009,TALL WOOD HOLLOW,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4290152,TAMARA CIRCLE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4420074,VERMILLION DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4420082,VERMILLION DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4420094,VERMILLION DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4420101,VERMILLION DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4420108,VERMILLION DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4420125,VERMILLION DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4430027,VERVILLE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4430034,VERVILLE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4430035,VERVILLE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4430038,VERVILLE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4430056,VERVILLE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4450010,VOLOVSKI ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4450011,VOLOVSKI ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4450018,VOLOVSKI ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4500045,WATERVILLE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4500172,WATERVILLE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4500184,WATERVILLE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4500200,WATERVILLE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4510006,WELLINGTON HGTS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4510011,WELLINGTON HGTS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4510014,WELLINGTON HGTS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4510021,WELLINGTON HGTS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4510024,WELLINGTON HGTS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4510029,WELLINGTON HGTS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4510032,WELLINGTON HGTS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4510037,WELLINGTON HGTS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4510139,WELLINGTON HGTS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4510040,WELLINGTON HGTS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4510045,WELLINGTON HGTS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4510053,WELLINGTON HGTS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4510060,WELLINGTON HGTS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4510068,WELLINGTON HGTS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4510071,WELLINGTON HGTS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4510076,WELLINGTON HGTS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4510077,WELLINGTON HGTS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4510084,WELLINGTON HGTS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4510085,WELLINGTON HGTS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4510093,WELLINGTON HGTS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4510100,WELLINGTON HGTS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4510101,WELLINGTON HGTS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4510108,WELLINGTON HGTS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4510116,WELLINGTON HGTS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4510124,WELLINGTON HGTS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4510125,WELLINGTON HGTS ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4520455,WEST AVON ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4540160,WEST MAIN STREET,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4580011,WHEELER ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4580021,WHEELER ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4580027,WHEELER ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4580055,WHEELER ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4580063,WHEELER ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4580071,WHEELER ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4580081,WHEELER ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4580087,WHEELER ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4580095,WHEELER ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4580103,WHEELER ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4600016,WHITE BIRCH LANE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4640025,WINDING LANE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4640036,WINDING LANE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4640071,WINDING LANE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4640078,WINDING LANE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4640091,WINDING LANE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4640097,WINDING LANE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4640098,WINDING LANE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4640105,WINDING LANE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4640111,WINDING LANE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4640120,WINDING LANE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4640128,WINDING LANE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4640135,WINDING LANE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4640140,WINDING LANE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4730123,WRIGHT DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4730124,WRIGHT DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4730140,WRIGHT DRIVE,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
1320001,BIRCH ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
3890077,SECRET LAKE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
4430065,VERVILLE ROAD,TOASewer,RES,WELL,,,,,, $257.50 , $257.50 , $515.00 , $515.00 
,,,,,,,,,,,,," $208,575.00 "
