"LIST ","DATE      ","TIME    ","TYPE","AMT1                            ","INT1                            ","AMT2                            ","INT2                            ","LIEN                            ","FEES                            ","DESC                    ","CERT#  ","SEQ    ","AGROSS                        ","BATCH","YR  " 
"06415","07-22-2022","        ","P ",                         5117.44,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"06415","01-03-2023","        ","P ",                            0.00,                            0.00,                         5117.43,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0294","2021" 
"06416","07-29-2022","        ","P ",                         4409.14,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    124,                             0,"0063","2021" 
"06416","01-03-2023","        ","P ",                            0.00,                            0.00,                         4409.14,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0282","2021" 
"06417","07-20-2022","        ","P ",                         3818.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,      5,                             0,"0036","2021" 
"06417","12-06-2022","        ","P ",                            0.00,                            0.00,                         3818.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     53,                             0,"0245","2021" 
"06418","07-22-2022","        ","P ",                         1901.82,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"06418","01-30-2023","        ","P ",                            0.00,                            0.00,                         1901.82,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"06419","07-28-2022","        ","P ",                         3614.32,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0055","2021" 
"06419","12-30-2022","        ","P ",                            0.00,                            0.00,                         3614.32,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0290","2021" 
"06420","07-22-2022","        ","P ",                         1873.61,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"06420","01-30-2023","        ","P ",                            0.00,                            0.00,                         1873.61,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"06421","07-27-2022","        ","P ",                         2009.46,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"LOCKBOX                 ",      0,      1,                             0,"0053","2021" 
"06421","01-27-2023","        ","P ",                            0.00,                            0.00,                         2009.45,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     42,                             0,"0342","2021" 
"06422","07-22-2022","        ","P ",                         2166.07,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"06422","01-03-2023","        ","P ",                            0.00,                            0.00,                         2166.06,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0294","2021" 
"06423","07-22-2022","        ","P ",                         3510.32,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"06423","01-30-2023","        ","P ",                            0.00,                            0.00,                         3510.32,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"06424","07-22-2022","        ","P ",                         3889.13,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"06424","01-30-2023","        ","P ",                            0.00,                            0.00,                         3889.12,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"06425","06-06-2022","        ","A ",                         -350.00,                            0.00,                         -350.00,                            0.00,                            0.00,                            0.00,"HOMEOWNER BENEFIT       ",      0,      0,                             0,"0000","2021" 
"06425","06-24-2022","        ","P ",                          990.27,                            0.00,                          990.27,                            0.00,                            0.00,                            0.00,"BOTH PAYMENTS           ",      0,    122,                             0,"0369","2021" 
"06426","07-29-2022","        ","P ",                        21240.16,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0061","2021" 
"06426","01-30-2023","        ","P ",                            0.00,                            0.00,                        21240.15,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0350","2021" 
"06427","07-22-2022","        ","P ",                         3070.77,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"06427","01-03-2023","        ","P ",                            0.00,                            0.00,                         3070.77,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0294","2021" 
"06428","07-22-2022","        ","P ",                         5529.82,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"06428","01-30-2023","        ","P ",                            0.00,                            0.00,                         5529.81,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"06429","07-22-2022","        ","P ",                         6249.18,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"06429","01-30-2023","        ","P ",                            0.00,                            0.00,                         6249.18,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"06430","06-14-2022","        ","P ",                         2256.57,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,      8,                             0,"0361","2021" 
"06430","12-19-2022","        ","P ",                            0.00,                            0.00,                         2256.57,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     73,                             0,"0259","2021" 
"06432","07-18-2022","        ","P ",                         4571.46,                            0.00,                         4571.46,                            0.00,                            0.00,                            0.00,"BOTH PAYMENTS           ",      0,     35,                             0,"0029","2021" 
"06433","07-29-2022","        ","P ",                         2618.08,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     48,                             0,"0065","2021" 
"06433","01-17-2023","        ","P ",                            0.00,                            0.00,                         2618.07,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,      6,                             0,"0314","2021" 
"06434","07-26-2022","        ","P ",                         2049.09,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2021" 
"06434","02-01-2023","        ","P ",                            0.00,                            0.00,                         2049.08,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0352","2021" 
"06435","07-06-2022","        ","P ",                         4298.39,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0003","2021" 
"06435","12-13-2022","        ","P ",                            0.00,                            0.00,                         4298.39,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0256","2021" 
"06436","07-21-2022","        ","P ",                         1700.74,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     58,                             0,"0040","2021" 
"06436","12-28-2022","        ","P ",                            0.00,                            0.00,                         1700.73,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     81,                             0,"0271","2021" 
"06437","07-25-2022","        ","P ",                         7156.49,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"LOCKBOX                 ",      0,      1,                             0,"0047","2021" 
"06437","02-02-2023","        ","P ",                            0.00,                            0.00,                         7156.48,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,      1,                             0,"0360","2021" 
"06438","07-08-2022","        ","P ",                         2917.28,                            0.00,                         2917.27,                            0.00,                            0.00,                            0.00,"BOTH PAYMENTS           ",      0,     37,                             0,"0009","2021" 
"06439","07-22-2022","        ","P ",                         4159.26,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"06439","01-30-2023","        ","P ",                            0.00,                            0.00,                         4159.25,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"06440","07-22-2022","        ","P ",                         8701.30,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"06440","01-30-2023","        ","P ",                            0.00,                            0.00,                         8701.30,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"06441","07-06-2022","        ","P ",                         6486.09,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0003","2021" 
"06441","01-03-2023","        ","P ",                            0.00,                            0.00,                         6486.08,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0280","2021" 
"06442","07-22-2022","        ","P ",                         1901.82,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"06442","01-03-2023","        ","P ",                            0.00,                            0.00,                         1901.82,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0294","2021" 
"06443","07-22-2022","        ","P ",                         3101.06,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"06443","01-03-2023","        ","P ",                            0.00,                            0.00,                         3101.05,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0294","2021" 
"06444","07-25-2022","        ","P ",                         1894.38,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"LOCKBOX                 ",      0,      1,                             0,"0047","2021" 
"06444","01-09-2023","        ","P ",                            0.00,                            0.00,                         1894.38,                            0.00,                            0.00,                            0.00,"LOCKBOX                 ",      0,      1,                             0,"0301","2021" 
"06445","08-22-2022","        ","P ",                         6719.71,                          201.59,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0102","2021" 
"06445","12-27-2022","        ","P ",                            0.00,                            0.00,                         6719.70,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0272","2021" 
"06446","07-26-2022","        ","P ",                         9367.89,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0048","2021" 
"06446","01-30-2023","        ","P ",                            0.00,                            0.00,                         9367.89,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    124,                             0,"0348","2021" 
"06447","07-25-2022","        ","P ",                         5018.63,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    179,                             0,"0044","2021" 
"06447","01-19-2023","        ","P ",                            0.00,                            0.00,                         5018.62,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     24,                             0,"0323","2021" 
"06448","07-22-2022","        ","P ",                         3595.64,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    152,                             0,"0042","2021" 
"06448","01-05-2023","        ","P ",                            0.00,                            0.00,                         3595.63,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     52,                             0,"0285","2021" 
"06449","06-06-2022","        ","A ",                         -930.00,                            0.00,                         -930.00,                            0.00,                            0.00,                            0.00,"HOMEOWNER BENEFIT       ",      0,      0,                             0,"0000","2021" 
"06449","07-22-2022","        ","P ",                         1359.45,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"06449","01-30-2023","        ","P ",                            0.00,                            0.00,                         1359.45,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"06450","07-27-2022","        ","P ",                         4817.37,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"LOCKBOX                 ",      0,      1,                             0,"0053","2021" 
"06450","01-09-2023","        ","P ",                            0.00,                            0.00,                         4817.36,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    146,                             0,"0296","2021" 
"06451","07-18-2022","        ","P ",                         2582.60,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0025","2021" 
"06451","11-07-2022","        ","P ",                            0.00,                            0.00,                         2582.60,                            0.00,                            0.00,                            0.00,"BOTH PAYMENTS           ",      0,     10,                             0,"0207","2021" 
"06451","11-28-2022","        ","P ",                            0.00,                        -2582.60,                            0.00,                            0.00,                            0.00,                          -20.00,"                        ",      0,      2,                             0,"0233","2021" 
"06451","12-01-2022","        ","P ",                            0.00,                         2582.60,                        -2582.60,                            0.00,                            0.00,                            0.00,"BOTH PAYMENTS           ",      0,     20,                             0,"0239","2021" 
"06451","12-02-2022","        ","P ",                            0.00,                            0.00,                         2582.60,                            0.00,                            0.00,                           20.00,"COMPLETE PAYMENT        ",      0,      2,                             0,"0240","2021" 
"06452","07-22-2022","        ","P ",                         2256.57,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"06452","01-30-2023","        ","P ",                            0.00,                            0.00,                         2256.57,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"06453","07-28-2022","        ","P ",                         6742.55,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     67,                             0,"0059","2021" 
"06453","01-19-2023","        ","P ",                            0.00,                            0.00,                         6742.54,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     10,                             0,"0323","2021" 
"06454","07-22-2022","        ","P ",                         4843.50,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"06454","01-30-2023","        ","P ",                            0.00,                            0.00,                         4843.49,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"06455","07-26-2022","        ","P ",                         4783.10,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2021" 
"06455","02-01-2023","        ","P ",                            0.00,                            0.00,                         4783.10,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0352","2021" 
"06456","07-29-2022","        ","P ",                         2137.52,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     56,                             0,"0065","2021" 
"06456","02-02-2023","        ","P ",                            0.00,                            0.00,                         2137.51,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     73,                             0,"0360","2021" 
"06457","07-15-2022","        ","P ",                         2560.62,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PAYMENT      ",      0,      1,                             0,"0027","2021" 
"06457","01-17-2023","        ","P ",                            0.00,                            0.00,                         2560.62,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,      4,                             0,"0317","2021" 
"06458","06-06-2022","        ","A ",                         -700.00,                            0.00,                         -700.00,                            0.00,                            0.00,                            0.00,"HOMEOWNER BENEFIT       ",      0,      0,                             0,"0000","2021" 
"06458","07-27-2022","        ","P ",                         2768.27,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    100,                             0,"0054","2021" 
"06458","01-30-2023","        ","P ",                            0.00,                            0.00,                         2768.27,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     25,                             0,"0348","2021" 
"06459","07-25-2022","        ","P ",                         4901.47,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0046","2021" 
"06459","12-27-2022","        ","P ",                            0.00,                            0.00,                         4901.47,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0272","2021" 
"06460","07-22-2022","        ","P ",                         1670.80,                            0.00,                         1670.80,                            0.00,                            0.00,                            0.00,"BOTH PAYMENTS           ",      0,    146,                             0,"0042","2021" 
"06461","07-08-2022","        ","P ",                         5833.17,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    122,                             0,"0009","2021" 
"06461","11-07-2022","        ","P ",                            0.00,                            0.00,                         5833.17,                            0.00,                            0.00,                            0.00,"BOTH PAYMENTS           ",      0,     31,                             0,"0207","2021" 
"06462","07-31-2022","        ","P ",                         9786.33,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0069","2021" 
"06462","02-24-2023","        ","P ",                            0.00,                            0.00,                         9786.32,                          293.59,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0383","2021" 
"06463","07-18-2022","        ","P ",                         4773.07,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     41,                             0,"0028","2021" 
"06463","01-10-2023","        ","P ",                            0.00,                            0.00,                         4773.06,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,      3,                             0,"0297","2021" 
"06464","06-06-2022","        ","A ",                         -520.00,                            0.00,                         -520.00,                            0.00,                            0.00,                            0.00,"HOMEOWNER BENEFIT       ",      0,      0,                             0,"0000","2021" 
"06464","07-08-2022","        ","P ",                         2661.87,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    155,                             0,"0009","2021" 
"06464","12-14-2022","        ","P ",                            0.00,                            0.00,                         2661.87,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,      6,                             0,"0255","2021" 
"06465","07-20-2022","        ","P ",                         4636.36,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0034","2021" 
"06465","02-21-2023","        ","P ",                            0.00,                            0.00,                         4636.35,                          139.09,                            0.00,                            0.00,"BOTH PAYMENTS           ",      0,     67,                             0,"0381","2021" 
"06466","07-22-2022","        ","P ",                         4079.83,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"06466","01-30-2023","        ","P ",                            0.00,                            0.00,                         4079.82,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"06467","07-31-2022","        ","P ",                         1951.31,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    138,                             0,"0073","2021" 
"06467","02-01-2023","        ","P ",                            0.00,                            0.00,                         1951.31,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     64,                             0,"0357","2021" 
"06468","07-12-2022","        ","P ",                         1894.38,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"LOCKBOX                 ",      0,      1,                             0,"0016","2021" 
"06468","01-09-2023","        ","P ",                            0.00,                            0.00,                         1894.38,                            0.00,                            0.00,                            0.00,"LOCKBOX                 ",      0,      1,                             0,"0301","2021" 
"06469","07-06-2022","        ","P ",                         3448.20,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"LOCKBOX                 ",      0,      1,                             0,"0004","2021" 
"06469","01-24-2023","        ","P ",                            0.00,                            0.00,                         3448.19,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     19,                             0,"0327","2021" 
"06470","07-22-2022","        ","P ",                         4378.69,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    151,                             0,"0042","2021" 
"06470","12-28-2022","        ","P ",                            0.00,                            0.00,                         4378.68,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     36,                             0,"0271","2021" 
"06471","07-22-2022","        ","P ",                         3622.80,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"06471","01-30-2023","        ","P ",                            0.00,                            0.00,                         3622.80,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"06472","07-27-2022","        ","P ",                         3926.85,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     60,                             0,"0056","2021" 
"06472","01-30-2023","        ","P ",                            0.00,                            0.00,                         3926.85,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0350","2021" 
"06473","07-18-2022","        ","P ",                         3092.41,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     53,                             0,"0029","2021" 
"06473","02-22-2023","        ","P ",                            0.00,                            0.00,                         3092.40,                           92.77,                            0.00,                            0.00,"BOTH PAYMENTS           ",      0,     53,                             0,"0382","2021" 
"06474","06-06-2022","        ","A ",                         -350.00,                            0.00,                         -350.00,                            0.00,                            0.00,                            0.00,"HOMEOWNER BENEFIT       ",      0,      0,                             0,"0000","2021" 
"06474","08-22-2022","        ","P ",                         2174.98,                           65.25,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     16,                             0,"0103","2021" 
"06474","02-22-2023","        ","P ",                            0.00,                            0.00,                         2174.97,                           65.25,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     94,                             0,"0382","2021" 
"06475","09-23-2022","        ","P ",                         2366.59,                          108.12,                            0.00,                            0.00,                            0.00,                            0.00,"PARTIAL PAYMENT         ",      0,     17,                             0,"0152","2021" 
"06476","07-22-2022","        ","P ",                         3139.82,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"06476","01-03-2023","        ","P ",                            0.00,                            0.00,                         3139.82,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0294","2021" 
"06477","07-25-2022","        ","P ",                         8456.61,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0046","2021" 
"06477","01-26-2023","        ","P ",                            0.00,                            0.00,                         8456.60,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0343","2021" 
"06478","06-06-2022","        ","A ",                         -550.00,                            0.00,                         -550.00,                            0.00,                            0.00,                            0.00,"HOMEOWNER BENEFIT       ",      0,      0,                             0,"0000","2021" 
"06478","07-31-2022","        ","P ",                         3013.45,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     11,                             0,"0074","2021" 
"06478","01-30-2023","        ","P ",                            0.00,                            0.00,                         3013.44,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     92,                             0,"0349","2021" 
"06479","07-22-2022","        ","P ",                         7334.03,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"06479","01-30-2023","        ","P ",                            0.00,                            0.00,                         7334.03,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0346","2021" 
"06480","07-22-2022","        ","P ",                         7899.56,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0043","2021" 
"06480","01-03-2023","        ","P ",                            0.00,                            0.00,                         7899.56,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0294","2021" 
"06481","07-19-2022","        ","P ",                         8949.80,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     59,                             0,"0031","2021" 
"06481","12-29-2022","        ","P ",                            0.00,                            0.00,                         8949.80,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    110,                             0,"0274","2021" 
"06482","07-15-2022","        ","P ",                         1453.62,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    162,                             0,"0021","2021" 
"06482","07-18-2022","        ","P ",                         1453.62,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PARTIAL PAYMENT         ",      0,     39,                             0,"0029","2021" 
"06482","11-17-2022","        ","P ",                            0.00,                            0.00,                         1453.62,                            0.00,                            0.00,                            0.00,"BOTH PAYMENTS           ",      0,      8,                             0,"0226","2021" 
