"PROP   ","CARD#","_ACODE","_BCODE","_CCODE","_DCODE","_ECODE","_FCODE","_GCODE","_HCODE","_ICODE","_JCODE","_KCODE","_LCODE","_MCODE","_NCODE","_OCODE","_PCODE","_QCODE","_RCODE","PRISH                          ","BLDYR","RMDYR","EFYRBLD","CONSTR","B1PER                           ","B1USE","B2PER                           ","B2USE","F1PER                           ","F1USE","F2PER                           ","F2USE","S1PER                           ","S1USE","S2PER                           ","S2USE","T1PER                           ","T1USE","T2PER                           ","T2USE","U1PER                           ","U1USE","U2PER                           ","U2USE","B1PRADJ                         ","B2PRADJ                         ","F1PRADJ                         ","F2PRADJ                         ","S1PRADJ                         ","S2PRADJ                         ","T1PRADJ                         ","T2PRADJ                         ","U1PRADJ                         ","U2PRADJ                         ","B1VALUE                       ","B2VALUE                       ","F1VALUE                       ","F2VALUE                       ","S1VALUE                       ","S2VALUE                       ","T1VALUE                       ","T2VALUE                       ","U1VALUE                       ","U2VALUE                       ","1OCODE","1OSIZE                        ","1OQTY                         ","1OVAL                         ","2OCODE","2OSIZE                        ","2OQTY                         ","2OVAL                         ","3OCODE","3OSIZE                        ","3OQTY                         ","3OVAL                         ","4OCODE","4OSIZE                        ","4OQTY                         ","4OVAL                         ","5OCODE","5OSIZE                        ","5OQTY                         ","5OVAL                         ","MAIN_AREA                     ","AT_AREA                       ","MAIN_VALUE                    ","BSMT_VALUE                    ","HEAT_VALUE                    ","PLUMB_VALUE                   ","AT_VALUE                      ","T_OTHER_VALUE                 ","C_D_FACTOR                      ","CDU","DEPREC                        ","LIV_VALUE                     ","CAR_VALUE                     ","BEDRM_VALUE                   ","BATH_VALUE                    ","GRADE_VALUE                   ","LAND_VALUE                    ","POOL_VALUE                    ","TENNIS_VALUE                  ","SHED_VALUE                    ","MADJ_VALUE                    ","MREASON                               ","CONDO_STYLE","TSEQ                          ","DLC        " 
"2870020","01","47","10","05","05","05","05","01","02","02","01","27","  ","  ","  ","  ","05","05","05",                               ,"1966","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"47",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                           70.99,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        516810,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          7280,                              ,                        237740,                        166420,                              ,                              ,                              ,                              ,                            1.00,"  ",                            50,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          5021,"21-Sep-2016" 
"3060224","01","92","03","01","01","01","02","05","02","07","01","40","  ","04","  ","01","05","05","  ",                               ,"    ","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"92",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                          146.25,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                       1998800,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"OP1 ",                           224,                              ,                          9630,"OP1 ",                           217,                              ,                          9330,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                         13667,                              ,                       2033900,                       1423730,                              ,                              ,                              ,                              ,                            1.00,"  ",                            20,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          5785,"08-Aug-2019" 
"3250002","01","53","01","01","01","01","02","02","02","02","01","30","  ","04","  ","01","05","05","05",                               ,"2020","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"53",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                          130.45,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        187330,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          1436,                              ,                        187330,                        131130,                              ,                              ,                              ,                              ,                            1.00,"  ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          6070,"15-Apr-2021" 
"3290027","01","53","01","01","01","03","02","02","02","02","01","40","  ","01","01","01","03","03","03",                               ,"1812","    ","    "," ",                          100.00,"91",                                ,"  ",                          100.00,"53",                                ,"  ",                          108.00,"53",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           29.91,                                ,                          130.45,                                ,                          104.36,                                ,                                ,                                ,                                ,                                ,                         98070,                              ,                        427750,                              ,                        369540,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          3279,                              ,                         56410,                         39490,                              ,                              ,                              ,                              ,                            1.00,"  ",                            95,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          5863,"12-Mar-2020" 
"3290035","01","52","03","02","02","01","02","02","02","02","01","43","  ","04","  ","01","05","05","05",                               ,"1999","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"52",                                ,"  ",                          102.00,"52",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                          151.77,                                ,                          121.41,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                       1963300,                              ,                       1602000,                              ,                              ,                              ,                              ,                              ,"CP7 ",                           432,                              ,                          9610,"CP7 ",                           432,                              ,                          9610,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                         12936,                              ,                       4113240,                       2879270,                              ,                              ,                              ,                              ,                            1.00,"  ",                            15,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          5864,"12-Mar-2020" 
"3290045","01","53","03","01","  ","05","02","02","02","02","02","40","  ","  ","  ","01","05","05","  ",                               ,"2012","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"53",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                          144.94,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                       2907210,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                         20058,                              ,                       2014700,                       1410290,                              ,                              ,                              ,                              ,                            1.00,"  ",                            45,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          5865,"12-Mar-2020" 
"3290055","01","53","03","05","05","01","02","02","02","02","02","40","  ","  ","  ","01","06","06","  ",                               ,"2005","    ","    "," ",                                ,"  ",                                ,"  ",                           60.00,"53",                           40.00,"53",                          102.00,"53",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                          144.94,                          144.94,                          115.95,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                       1277650,                        851810,                       1737630,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"SS1 ",                         29384,                              ,                         61710,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                         14692,                              ,                       2722660,                       1905860,                              ,                              ,                              ,                              ,                            1.00,"  ",                            45,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          5866,"12-Mar-2020" 
"3290065","01","31","01","01","01","01","02","02","02","02","01","30","  ","02","01","01","06","06","06",                               ,"1977","    ","1995"," ",                           50.00,"84",                                ,"  ",                           50.00,"31",                           50.00,"86",                           33.00,"53",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           29.91,                                ,                          107.89,                           39.88,                          104.36,                                ,                                ,                                ,                                ,                                ,                         73430,                              ,                        264870,                         97910,                        169060,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          4910,                              ,                        272370,                        190660,                              ,                              ,                              ,                              ,                            1.00,"  ",                            55,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          5679,"27-Feb-2019" 
"3360006","01","34","01","01","01","03","01","04","01","01","01","27","  ","01","01","  ","03","03","03",                               ,"1850","    ","    "," ",                           64.00,"84",                                ,"  ",                          100.00,"34",                                ,"  ",                           64.00,"84",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           29.91,                                ,                           84.38,                                ,                           31.91,                                ,                                ,                                ,                                ,                                ,                         39270,                              ,                        173150,                              ,                         41900,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          2052,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                            1.00,"  ",                            40,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          7106,"18-Oct-1999" 
"3360012","01","82","01","01","01","02","02","02","02","02","01","33","  ","01","01","  ","05","05","05",                               ,"1910","    ","    "," ",                           98.00,"91",                                ,"  ",                          100.00,"82",                                ,"  ",                           98.00,"82",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           29.91,                                ,                          118.52,                                ,                           94.82,                                ,                                ,                                ,                                ,                                ,                         24380,                              ,                         98610,                              ,                         77280,                              ,                              ,                              ,                              ,                              ,"CP6 ",                           175,                              ,                          2670,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                           832,                              ,                        131505,                         92054,                              ,                              ,                              ,                              ,                            1.00,"  ",                            40,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          5612,"19-Oct-2018" 
"3360032","01","31","04","01","01","04","01","03","02","  ","01","40","  ","05","03","01","03","03","  ",                               ,"1930","    ","    "," ",                          100.00,"34",                                ,"  ",                          100.00,"31",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           63.28,                                ,                          107.89,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                        172750,                              ,                        294540,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"1SA ",                           144,                              ,                          7200,"OP1 ",                            36,                              ,                          1550,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          2730,                              ,                        239920,                        167940,                              ,                              ,                              ,                              ,                            1.00,"  ",                            60,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          5846,"22-Nov-2019" 
"3360151","01","43","10","06","01","05","98","01","01","01","02","27","99","99","  ","02","05","05","05",                               ,"    ","    ","    "," ",                                ,"  ",                                ,"  ",                           96.00,"43",                            4.00,"82",                            4.00,"82",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                           78.88,                          131.69,                          105.35,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                       7854160,                        546380,                        437100,                              ,                              ,                              ,                              ,                              ,"CW1 ",                          2722,                              ,                              ,"OD1 ",                          5768,                              ,                              ,"AC1 ",                          8768,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                        103720,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                            1.00,"  ",                            60,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          3147,"25-Nov-2009" 
"3360154","01","43","10","06","01","05","02","01","02","02","02","30","99","99","  ","02","05","05","05",                               ,"1980","    ","    "," ",                                ,"  ",                                ,"  ",                           95.00,"43",                            5.00,"82",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                           78.88,                          131.69,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                       2616060,                        229930,                              ,                              ,                              ,                              ,                              ,                              ,"AC1 ",                          1720,                              ,                          6880,"CW1 ",                           364,                              ,                         30940,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                         34910,                              ,                       1153524,                        807467,                              ,                              ,                              ,                              ,                            1.00,"  ",                            60,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          5613,"19-Oct-2018" 
"3360190","01","41","05","06","02","01","98","01","99","  ","01","33","  ","99","  ","02","05","05","  ",                               ,"2000","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"41",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                           50.90,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                       5023320,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"AC1 ",                         61807,                              ,                        247230,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                         98690,                              ,                       5122970,                       3586080,                              ,                              ,                              ,                              ,                            1.00,"  ",                            10,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          5086,"09-Mar-2017" 
"3360205","01","44","05","05","05","05","05","01","02","02","02","27","  ","  ","  ","02","03","03","03",                               ,"1959","    ","1970"," ",                                ,"  ",                                ,"  ",                           93.00,"44",                            7.00,"82",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                           58.81,                          131.69,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                       1033940,                        174230,                              ,                              ,                              ,                              ,                              ,                              ,"AC1 ",                          1340,                              ,                          5360,"LD1 ",                           525,                              ,                          5780,"LD5 ",                              ,                             1,                          4750,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                         18904,                              ,                        563070,                        394150,                              ,                              ,                              ,                              ,                            1.00,"  ",                            50,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          5965,"29-Sep-2020" 
"3360500","02","93","  ","  ","  ","  ","  ","  ","  ","  ","02","60","  ","  ","  ","  ","  ","  ","  ",                               ,"1925","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"93",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                          162.50,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        204100,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          1256,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                            1.00,"  ",                            25,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          1787,"06-Apr-2001" 
"3360500","03","93","  ","  ","  ","  ","  ","  ","  ","  ","02","60","  ","  ","  ","  ","  ","  ","  ",                               ,"1925","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"93",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                          162.50,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        301280,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          1854,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                            1.00,"  ",                            50,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          1795,"06-Apr-2001" 
"3360500","04","92","  ","  ","  ","  ","  ","  ","  ","  ","02","60","  ","  ","  ","  ","  ","  ","  ",                               ,"1925","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"92",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                          162.50,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        301600,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          1856,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                            1.00,"  ",                            50,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          1514,"06-Apr-2001" 
"3360500","05","93","  ","  ","  ","  ","  ","  ","  ","  ","02","60","  ","  ","  ","  ","  ","  ","  ",                               ,"1925","    ","    "," ",                          100.00,"93",                                ,"  ",                          100.00,"93",                                ,"  ",                          100.00,"93",                                ,"  ",                           75.00,"93",                                ,"  ",                                ,"  ",                                ,"  ",                          121.88,                                ,                          162.50,                                ,                          130.00,                                ,                          130.00,                                ,                                ,                                ,                        640600,                              ,                        854100,                              ,                        683280,                              ,                        512460,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          5256,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                            1.00,"  ",                            50,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          1653,"06-Apr-2001" 
