"PROP   ","CARD#","1TYPE","1WIDTH                        ","1LENGTH                       ","1AREA                         ","1RATE                           ","1YEAR","1COND","1RCN                          ","1DEPR                         ","1RCNLD                        ","1_ID      ","2TYPE","2WIDTH                        ","2LENGTH                       ","2AREA                         ","2RATE                           ","2YEAR","2COND","2RCN                          ","2DEPR                         ","2RCNLD                        ","2_ID      ","3TYPE","3WIDTH                        ","3LENGTH                       ","3AREA                         ","3RATE                           ","3YEAR","3COND","3RCN                          ","3DEPR                         ","3RCNLD                        ","3_ID      ","4TYPE","4WIDTH                        ","4LENGTH                       ","4AREA                         ","4RATE                           ","4YEAR","4COND","4RCN                          ","4DEPR                         ","4RCNLD                        ","4_ID      ","5TYPE","5WIDTH                        ","5LENGTH                       ","5AREA                         ","5RATE                           ","5YEAR","5COND","5RCN                          ","5DEPR                         ","5RCNLD                        ","5_ID      ","6TYPE","6WIDTH                        ","6LENGTH                       ","6AREA                         ","6RATE                           ","6YEAR","6COND","6RCN                          ","6DEPR                         ","6RCNLD                        ","6_ID      ","7TYPE","7WIDTH                        ","7LENGTH                       ","7AREA                         ","7RATE                           ","7YEAR","7COND","7RCN                          ","7DEPR                         ","7RCNLD                        ","7_ID      ","8TYPE","8WIDTH                        ","8LENGTH                       ","8AREA                         ","8RATE                           ","8YEAR","8COND","8RCN                          ","8DEPR                         ","8RCNLD                        ","8_ID      ","9TYPE","9WIDTH                        ","9LENGTH                       ","9AREA                         ","9RATE                           ","9YEAR","9COND","9RCN                          ","9DEPR                         ","9RCNLD                        ","9_ID      ","ATYPE","AWIDTH                        ","ALENGTH                       ","AAREA                         ","ARATE                           ","AYEAR","ACOND","ARCN                          ","ADEPR                         ","ARCNLD                        ","A_ID      ","BTYPE","BWIDTH                        ","BLENGTH                       ","BAREA                         ","BRATE                           ","BYEAR","BCOND","BRCN                          ","BDEPR                         ","BRCNLD                        ","B_ID      ","CTYPE","CWIDTH                        ","CLENGTH                       ","CAREA                         ","CRATE                           ","CYEAR","CCOND","CRCN                          ","CDEPR                         ","CRCNLD                        ","C_ID      ","TPOOLS                        ","TTENNIS                       ","TSHEDS                        ","FLAG","TSEQ                          ","DLC        " 
"3190111","01","RS1 ",                            16,                            10,                           160,                           20.00,"    ","C   ",                          3200,                            50,                          1600,"          ","RC2 ",                            18,                            16,                           288,                           15.63,"    ","C   ",                          4501,                            50,                          2250,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                             1,"  ",                              ,"           " 
"3190112","01","RS1 ",                             8,                            12,                            96,                           20.00,"    ","C   ",                          1920,                            50,                           960,"          ","RG1 ",                            24,                            24,                           576,                           30.64,"1993","C   ",                         17649,                            50,                          8820,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                             1,"  ",                          7031,"05-Nov-1993" 
"3210001","01","RG1 ",                              ,                              ,                              ,                                ,"    ","C   ",                          9000,                              ,                          9000,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                          5544,"04-Oct-2008" 
"3210003","01","RG1 ",                            15,                            22,                           330,                                ,"    ","C   ",                          5000,                              ,                          5000,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                         11822,"01-Sep-1999" 
"3210005","01","RG1 ",                              ,                              ,                              ,                                ,"    ","C   ",                          9000,                              ,                          9000,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                          5605,"04-Oct-2008" 
"3210006","01","RG1 ",                            22,                            22,                           484,                                ,"    ","C   ",                          9000,                              ,                          9000,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                         11824,"01-Sep-1999" 
"3220002","01","RP5 ",                            20,                            40,                           800,                           64.35,"    ","C   ",                         51480,                            50,                         25740,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                             1,                              ,                              ,"  ",                              ,"           " 
"3220020","01","RS1 ",                            18,                            10,                           180,                           20.00,"2007","C   ",                          3600,                            50,                          1800,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                          5520,"20-Aug-2007" 
"3220057","01","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","RP5 ",                            36,                            16,                           576,                           71.50,"    ","C   ",                         41184,                            50,                         20590,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                             1,                              ,                              ,"  ",                         10358,"06-Sep-2013" 
"3230009","01","RS2 ",                            10,                            10,                           100,                           20.00,"    ","C   ",                          2000,                            50,                          1000,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                             1,"  ",                              ,"           " 
"3230015","01","RP1 ",                            16,                            32,                           512,                           43.06,"    ","C   ",                         22047,                            50,                         11000,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                             1,                              ,                              ,"  ",                         14871,"22-Oct-2020" 
"3240001","01","RG1 ",                            18,                            20,                           360,                           33.08,"    ","D   ",                          9289,                            50,                          4640,"          ","RS1 ",                            12,                            18,                           216,                           20.00,"    ","D   ",                          3370,                            50,                          1690,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                             1,"  ",                          1633,"24-Oct-2000" 
"3240003","01","RS1 ",                            12,                            16,                           192,                           20.00,"2006","B   ",                          4838,                            50,                          2420,"          ","RG1 ",                            24,                            34,                           816,                           29.41,"2008","B   ",                         30238,                            50,                         15120,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                             1,"  ",                          5659,"07-Oct-2008" 
"3240004","01","RS1 ",                            10,                            14,                           140,                           20.00,"2021","C   ",                          2800,                            50,                          1400,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                         15783,"20-Sep-2022" 
"3240010","01","RS1 ",                             8,                            10,                            80,                           20.00,"2017","C   ",                          1600,                            50,                           800,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                         12741,"02-Aug-2017" 
