BACK TAX CODE,LIST NO,YEAR,TYPE,NAME,SECOND NAME,ADDRESS 1,ADDRESS 2,CITY,STATE,ZIP5,ZIP4,TOTAL TAX DUE,1ST PMT DUE,2ND PMT DUE,GROSS ASSESSMENT,TOTAL EXEMPTION,NET ASSESSMENT,LOCATION #,LOCATION NAME,PROPERTY DESC1,PROPERTY DESC2,DISTRICT,MILL RATE,TOWN NO.,C OF C TEXT,C OF C NO,C OF C DATE,TAX BASE BEFORE,MILL RATE BEFORE,USER MESSAGE,OCR SCAN LINE,EDP TEXT,EDP AMOUNT,TOTAL DUE 3RD,TOTAL DUE 4TH,CITY TAX DUE,CITY MILL RATE,FIRE TAX DUE,FIRE MILL RATE,BAR CODE
"",420808,2012,"P","CISCO SYSTEMS CAPITAL CORP","","P O  BOX 311746","","NEW BRAUNFELS","TX","78131","1746",1421.48,710.74,710.74,45560,0,45560,"    145","PRICE ROAD","Furniture","",0,31.200,162,"",0,,0,0,"",16220120124208084000142148600007107496,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420808P2012*
"",421078,2012,"P","CIT FINANCE LLC","","C/O THOMSON REUTERS","P O BOX 460709","HOUSTON","TX","46070","0000",341.02,170.51,170.51,10930,0,10930,"","","Furniture","",0,31.200,162,"",0,,0,0,"",16220120124210783000034102400001705148,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421078P2012*
"",420552,2012,"P","CIT TECHNOLOGY FINANCING SERVICES I","C/O THOMSON REUTERS PROP TAX","P O BOX 460709","","HOUSTON","TX","77056","0000",1025.54,512.77,512.77,32870,0,32870,"","","Furniture","",0,31.200,162,"",0,,0,0,"",16220120124205528000102554300005127725,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420552P2012*
"BT",420930,2012,"P","CLOSSON BUILDING LLC","C/O MATTHEW CLOSSON","609 E WAKEFIELD BLVD","","WINSTED","CT","06098","0000",76.13,76.13,0.00,2440,0,2440,"    609","E WAKEFIELD BLVD","Machinery-Penalty","",0,31.200,162,"",0,,0,0,"",16220121024209306000007613300000761336,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420930P2012*
"",420407,2012,"P","CMV BISTRO INC","DBA CRYSTAL PEAK","P O BOX 762","","WINSTED","CT","06098","0000",900.74,450.37,450.37,28870,0,28870,"    164","TORRINGTON RD","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124204075000090074600004503797,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420407P2012*
"",420586,2012,"P","COFFEE CORNER THE","C/O THE DENISON COMPANY INC","119 COUNTY LINE RD","","HARWINTON","CT","06791","0000",233.76,116.88,116.88,7492,0,7492,"    314","MAIN ST","Furniture-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124205866000023376700001168896,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420586P2012*
"",420945,2012,"P","COINSTAR INC","","P O BOX 4900","","SCOTTSDALE","AZ","85261","4900",165.34,82.67,82.67,5299,0,5299,"    200","NEW HARTFRD RD","Furniture-Data Processing Eqip-Supplies-All Others","",0,31.200,162,"",0,,0,0,"",16220120124209454000016534000000826774,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420945P2012*
"",400915,2012,"P","COLAVECCHIO DESIGN INC","C/O COLAVECCHIO ALAN S","P O BOX 854","","WINSTED","CT","06098","0000",59.44,59.44,0.00,1905,0,1905,"    592","MAIN ST","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124009151000005944400000594441,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*400915P2012*
"",420995,2012,"P","COMMUNITY RESIDENCE INC","C/O KEVIN MOLYNEAUX","732 WEST ST SUITE 12","","SOUTHINGTON","CT","06489","0000",163.22,81.61,81.61,5231,0,5231,"    580","MAIN ST","Furniture-Data Processing Eqip-TELECOMMUNICATIONS-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124209959000016322000000816126,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420995P2012*
"",420898,2012,"P","COMMUNITY SYSTEMS INC","","295 ALVORD PARK RD","","TORRINGTON","CT","06790","0000",127.12,63.56,63.56,4074,0,4074,"    269","WALLENS HILL RD","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124208985000012712600000635609,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420898P2012*
"",420899,2012,"P","COMMUNITY SYSTEMS INC","","295 ALVORD PARK RD","","TORRINGTON","CT","06790","0000",100.90,50.45,50.45,3234,0,3234,"    133","MARSHALL ST","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124208993000010090900000504502,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420899P2012*
"",420573,2012,"P","CONNECTICUT CVS PHARMACY LLC","C/O MARVIN F POER AND COMPANY","P O BOX 52427","","ATLANTA","GA","30305","0000",3471.32,1735.66,1735.66,111260,0,111260,"     47","MAIN ST CVS","Furniture-Data Processing Eqip-Supplies-All Others","",0,31.200,162,"",0,,0,0,"",16220120124205734000347132300017356615,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420573P2012*
"",400980,2012,"P","CONNECTICUT LIGHT & POWER CO","","BOX 270","","HARTFORD","CT","06141","0000",366117.88,183058.94,183058.94,11734547,0,11734547,"","","Cables-Furniture","",0,31.200,162,"",0,,0,0,"",16220120124009805036611788501830589403,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*400980P2012*
"",421073,2012,"P","CONNECTICUT TEMPERED DISTRIBUTORS L","C/O SHELLIE POLEY","156 TORRINGTON RD","","WINSTED","CT","06098","0000",161.50,80.75,80.75,5176,0,5176,"    156","TORRINGTON RD","Furniture-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124210734000016150500000807547,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421073P2012*
"",401000,2012,"P","CONNOLES CLEANING SERVICE","C/O TURBARG ELIZABETH","15 DIVISION ST","","WINSTED","CT","06098","0000",39.94,39.94,0.00,1280,0,1280,"     15","DIVISION ST","Furniture","",0,31.200,162,"",0,,0,0,"",16220120124010001000003994100000399415,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*401000P2012*
"BT",421015,2012,"P","COOPER PAVING","","44 LEWIS ST","","WINSTED","CT","06098","0000",243.68,121.84,121.84,7810,0,7810,"     44","LEWIS ST","Machinery-Penalty","",0,31.200,162,"",0,,0,0,"",16220121024210155000024368300001218484,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421015P2012*
"",420056,2012,"P","COUNTRY LANDSCAPES","C/O FERRAROTTI GARY V","165 WEST RD","","WINSTED","CT","06098","0000",326.38,163.19,163.19,10461,0,10461,"    165","WEST RD","Non-Reg Motor Vehicl-Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124200560000032638900001631963,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420056P2012*
"",420718,2012,"P","COUNTRYSIDE ALPACAS","C/O PAMELA STENMAN","172 RUGG BROOK RD","","WINSTED","CT","06098","0000",102.78,51.39,51.39,6404,3110,3294,"    172","RUGG BROOK RD","Furniture-Farm Machinery-Farming Tools-Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124207185000010278000000513914,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420718P2012*
"",421099,2012,"P","COVIDIEN LP","","15 HAMPSHIRE ST","","MANSFIELD","MA","02048","0000",965.34,482.67,482.67,30940,0,30940,"    249","ROCKWELL ST","All Others","",0,31.200,162,"",0,,0,0,"",16220120124210999000096534300004826793,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421099P2012*
"",410034,2012,"P","CRYSTAL ROCK LLC","DIVISION OF VERMONT PURE HOLDINGS","1050 BUCKINGHAM ST","","WATERTOWN","CT","06795","0998",105.00,52.50,52.50,3365,0,3365,"","","All Others","",0,31.200,162,"",0,,0,0,"",16220120124100349000010500700000525061,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*410034P2012*
"BT",420946,2012,"P","CT BUILDERS FINISH LLC","","107 JOHN GROPPO DR","","WINSTED","CT","06098","0000",1672.32,836.16,836.16,53600,0,53600,"","","Furniture-Data Processing Eqip-Penalty","",0,31.200,162,"",0,,0,0,"",16220121024209462000167232800008361637,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420946P2012*
"",421058,2012,"P","CT SOLAR LEASING LLC","","244 CHAMOUNIX CIRCLE","","WAYNE","PA","19087","0000",1462.34,731.17,731.17,46870,0,46870,"","","All Others","",0,31.200,162,"",0,,0,0,"",16220120124210585000146234000007311743,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421058P2012*
"",401095,2012,"P","CUMBERLAND FARMS INC","CUMBERLAND FARMS #4651","100 CROSSING BLVD","","FRAMINGHAM","MA","01702","0000",3983.00,1991.50,1991.50,127660,0,127660,"    109","MAIN ST","Furniture-Data Processing Eqip-Supplies-All Others","",0,31.200,162,"",0,,0,0,"",16220120124010951000398300400019915048,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*401095P2012*
"",420856,2012,"P","CUSTOM INTERIOR DESIGN LLC","","167 COLEBROOK RIVER RD","","WINSTED","CT","06098","0000",1516.64,758.32,758.32,48610,0,48610,"    167","COLEBROOK RIVER RD","New Mfg. Equip-Penalty","",0,31.200,162,"",0,,0,0,"",16220120124208563000151664000007583267,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420856P2012*
"",420620,2012,"P","CWPM LLC","","P O BOX 415","","PLAINVILLE","CT","06062","0000",13.73,13.73,0.00,440,0,440,"","","Furniture","",0,31.200,162,"",0,,0,0,"",16220120124206203000001373000000137305,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420620P2012*
"",420847,2012,"P","D H WILLIAMS CO","","96 NORTH MAIN ST","","WINSTED","CT","06098","0000",99.84,99.84,0.00,3200,0,3200,"    123","HINSDALE AVE","Machinery-Penalty","",0,31.200,162,"",0,,0,0,"",16220120124208472000009984600000998466,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420847P2012*
"",420089,2012,"P","D'AMORE AGENCY","","84 S MAIN ST","","WINSTED","CT","06098","0000",89.23,89.23,0.00,2860,0,2860,"     84","S MAIN ST","Furniture-Data Processing Eqip-Supplies-TELECOMMUNICATIONS","",0,31.200,162,"",0,,0,0,"",16220120124200891000008923500000892351,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420089P2012*
"",420585,2012,"P","DE LAGE LANDEN OPERATIONAL SERVICES","","1111 OLD EAGLE SCHOOL ROAD","","WAYNE","PA","19087","0000",775.64,387.82,387.82,24860,0,24860,"","","Furniture","",0,31.200,162,"",0,,0,0,"",16220120124205858000077564300003878298,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420585P2012*
"",421040,2012,"P","DELL EQUIPMENT FUNDING LP","","ONE DELL WAY RR1-35","","ROUND ROCK","TX","78682","0000",2307.56,1153.78,1153.78,73960,0,73960,"    200","WILLIAMS AVE","Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124210403000230756900011537827,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421040P2012*
"",420866,2012,"P","DELL FINANCIAL SERVICES LP","","PO BOX 81009-PROP TAX DEPT","","AUSTIN","TX","78708","1009",378.46,189.23,189.23,12130,0,12130,"","","Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124208662000037846300001892330,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420866P2012*
"",401201,2012,"P","DICARA SURVEYING SERVICES","D/O DICARA JOHN","P O BOX 645","","WINSTED","CT","06098","0000",320.74,160.37,160.37,10280,0,10280,"    294","MAIN ST 2ND FLOOR","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124012015000032074700001603747,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*401201P2012*
"",420203,2012,"P","DIRECT AIR","C/O WALTER PICARD JR","121 WEST RD","","WINSTED","CT","06098","0000",56.78,56.78,0.00,2320,500,1820,"    121","WEST RD","Mechanic's Tools-Supplies-Penalty","",0,31.200,162,"",0,,0,0,"",16220120124202038000005678800000567881,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420203P2012*
"",401210,2012,"P","DIXON PC","","45 CENTER STREET","","WINSTED","CT","06098","0000",310.14,155.07,155.07,9940,0,9940,"     45","CENTER ST","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124012106000031014400001550772,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*401210P2012*
"",410030,2012,"P","DOG FANCIER","","130 TORRINGTON RD","","WINSTED","CT","06098","0000",257.10,128.55,128.55,8240,0,8240,"    130","TORRINGTON RD","Furniture-Penalty","",0,31.200,162,"",0,,0,0,"",16220120124100307000025710500001285539,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*410030P2012*
"",420802,2012,"P","DOWNS EDGAR L","DBA EDGAR L DOWNS","241 CENTER ST","","W HARTLAND","CT","06091","0000",199.68,99.84,99.84,6400,0,6400,"     41","MEADOW ST","Machinery-Penalty","",0,31.200,162,"",0,,0,0,"",16220120124208027000019968700000998465,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420802P2012*
"",403855,2012,"P","DRAKE PETEROLEUM CO","","27 WARREN WAY","","PROVIDENCE","RI","02905","0000",367.54,183.77,183.77,11780,0,11780,"      8","SOUTH MAIN ST","Furniture-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124038556000036754000001837721,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*403855P2012*
"",421046,2012,"P","DRINX UNLIMITED INC","","372 ELY AVE","","NORFOLK","CT","06854","0000",10.61,10.61,0.00,340,0,340,"","","Furniture","",0,31.200,162,"",0,,0,0,"",16220120124210460000001061100000106115,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421046P2012*
"",420893,2012,"P","DS WATERS OF AMERICA INC","","5660 NEW NORTHSIDE DR #500","","ATLANTA","GA","30328","0000",8.74,8.74,0.00,280,0,280,"","","All Others","",0,31.200,162,"",0,,0,0,"",16220120124208936000000874800000087486,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420893P2012*
"",420960,2012,"P","DUFRANE NUCLEAR SHIELDING INC","","125 PRICE RD","","WINSTED","CT","06098","0000",175.66,87.83,87.83,34360,28730,5630,"    125","PRICE RD","Machinery-New Mfg. Equip-Supplies-All Others","",0,31.200,162,"",0,,0,0,"",16220120124209603000017566100000878337,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420960P2012*
"",401280,2012,"P","DUTTON SARAH P","DBA FOUR WINDS FARM","445 PLATT HILL RD","","WINSTED","CT","06098","0000",14.35,14.35,0.00,460,0,460,"    519","DAYTON RD","Farm Machinery-Farming Tools","",0,31.200,162,"",0,,0,0,"",16220120124012809000001435700000143575,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*401280P2012*
"",401295,2012,"P","EAGLE LEASING COMPANY","","P O BOX 923","","ORANGE","CT","06477","0000",119.50,59.75,59.75,3830,0,3830,"","","Non-Reg Motor Vehicl-All Others","",0,31.200,162,"",0,,0,0,"",16220120124012957000011950300000597580,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*401295P2012*
"",420503,2012,"P","EAST COAST LIGHTNING EQUIPMENT INC","","24 LANSON DR","","WINSTED","CT","06098","0000",1175.30,587.65,587.65,146950,109280,37670,"     24","LANSON DR","New Mfg. Equip-Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124205031000117530600005876599,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420503P2012*
"",421107,2012,"P","ECLIPS SALON AND BARBER SHOP LLC","C/O KEITH STEIGER","246 MAIN ST","","WINSTED","CT","06098","0000",38.06,38.06,0.00,1220,0,1220,"","","Furniture-Data Processing Eqip-Supplies-All Others","",0,31.200,162,"",0,,0,0,"",16220120124211070000003806700000380677,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421107P2012*
"",421017,2012,"P","ELECTRIC MOTION CO INC","","157 COLEBROOK RIVER RD","BOX 626","WINSTED","CT","06098","0000",6629.06,3314.53,3314.53,637100,424630,212470,"    157","COLEBROOK RIVER RD","Machinery-New Mfg. Equip-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124210171000662906700033145310,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421017P2012*
"",401320,2012,"P","ELECTRIC MOTION COMPANY INC","","P O BOX 626","","WINSTED","CT","06098","0000",7034.36,3517.18,3517.18,1822750,1597290,225460,"    110","GROPPO DRIVE","Machinery-New Mfg. Equip-Furniture-Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124013203000703436600035171820,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*401320P2012*
"BT",420848,2012,"P","EMBROIDERY WIZARD","","492 MAIN ST","","WINSTED","CT","06098","0000",1369.68,684.84,684.84,43900,0,43900,"    492","MAIN ST","Furniture-Penalty","",0,31.200,162,"",0,,0,0,"",16220121024208480000136968500006848456,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420848P2012*
"BT",420206,2012,"P","ENVIRONMENTAL TREE CARE","","107 ROBERTS AVE","","WINSTED","CT","06098","0000",253.98,126.99,126.99,8140,0,8140,"    107","ROBERTS AVE","Furniture-Penalty","",0,31.200,162,"",0,,0,0,"",16220121024202061000025398900001269956,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420206P2012*
"",420577,2012,"P","EPLUS GROUP INC","","13595 DULLES TECHNOLOGY DR","ATTN PROPERTY TAX DEPT","HERNDON","VA","20171","3413",1172.82,586.41,586.41,37590,0,37590,"    145","PRICE RD","Furniture-Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124205775000117282400005864121,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420577P2012*
"",403440,2012,"P","F&G RICHARDS INC","C/O RICHARDS FREDERICK","572 MAIN STREET","","WINSTED","CT","06098","0000",63.02,63.02,0.00,2020,0,2020,"    572","MAIN ST","Furniture","",0,31.200,162,"",0,,0,0,"",16220120124034407000006302400000630244,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*403440P2012*
"",401470,2012,"P","FAIRCHILD AUTO-MATED PARTS INC","","10 WHITE ST","","WINSTED","CT","06098","0000",6458.40,3229.20,3229.20,1050720,843720,207000,"     10","WHITE ST","Machinery-New Mfg. Equip-Furniture-Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124014706000645840000032292006,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*401470P2012*
"",420013,2012,"P","FEDERAL EXPRESS CORPORATION","","3630 HACKS CROSS ROAD","BLDG C-3RD FLOOR TAX DEPT","MEMPHIS","TN","38125","8800",28.70,28.70,0.00,920,0,920,"","","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124200131000002870400000287040,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420013P2012*
"",420948,2012,"P","FERRELLGAS LP","FERRELLGAS/BLUE RHINO","ONE LIBERTY PLAZA","","LIBERTY","MO","64068","0000",103.58,51.79,51.79,3320,0,3320,"","","Furniture-All Others","",0,31.200,162,"",0,,0,0,"",16220120124209488000010358000000517971,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420948P2012*
"",420988,2012,"P","FIBER TECHNOLOGIES NETWORKS LLC","","300 MERIDIAN CENTRE","","ROCHESTER","NY","14618","0000",2019.90,1009.95,1009.95,64740,0,64740,"","","Cables","",0,31.200,162,"",0,,0,0,"",16220120124209884000201990900010099507,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420988P2012*
"",420505,2012,"P","FIRST DATA MERCHANT SVCS CORP","","P O BOX 3868","","ENGLEWOOD","CO","80155","3868",107.96,53.98,53.98,3460,0,3460,"","","Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124205056000010796100000539832,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420505P2012*
"",400080,2012,"P","FJ ALIANO HAIR DESIGN","C/O ALIANO FRANK J","538 MAIN STREET","","WINSTED","CT","06098","0000",14.66,14.66,0.00,470,0,470,"    538","MAIN ST","Furniture","",0,31.200,162,"",0,,0,0,"",16220120124000804000001466200000146626,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*400080P2012*
"",406064,2012,"P","FLASHBACK WELDING","C/O HALL TODD","P O BOX 91","","WINSTED","CT","06098","0000",147.58,73.79,73.79,13560,8830,4730,"     88","TORRINGTON RD","Machinery-New Mfg. Equip-Furniture-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124060642000014758700000737911,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*406064P2012*
"",421012,2012,"P","FLIPIN GRILL","","135 MAIN ST","","WINSTED","CT","06098","0000",648.02,324.01,324.01,20770,0,20770,"    135","MAIN ST","Furniture-Penalty","",0,31.200,162,"",0,,0,0,"",16220120124210122000064802200003240123,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421012P2012*
"",421044,2012,"P","FLORIDA'S NATURAL FOOD SERVICE INC","","20205 HWY 27","","LAKE WALES","FL","33853","0000",40.25,40.25,0.00,1290,0,1290,"","","Furniture-Penalty","",0,31.200,162,"",0,,0,0,"",16220120124210445000004025300000402536,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421044P2012*
"",420588,2012,"P","FOLLETT HIGHER EDUCATION GROUP","","P O BOX 802206","","DALLAS","TX","75380","2206",2533.14,1266.57,1266.57,81190,0,81190,"      2","FOUNDERS HALL","Furniture-Data Processing Eqip-All Others-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124205882000253314900012665766,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420588P2012*
"",420950,2012,"P","G & K SERVICES C0","","5995 OPUS PKWY #500","","MINNETONKA","MN","55343","0000",58.97,58.97,0.00,1890,0,1890,"","","All Others","",0,31.200,162,"",0,,0,0,"",16220120124209504000005897400000589743,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420950P2012*
"",420975,2012,"P","GAGNON JAMES","DBA JAMES R GAGNON DESIGN STUDIO","100 WHITING ST","","WINSTED","CT","06098","0000",31.20,31.20,0.00,1000,0,1000,"    100","WHITING ST","Furniture","",0,31.200,162,"",0,,0,0,"",16220120124209751000003120300000312032,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420975P2012*
"",421083,2012,"P","GAHL TED STUDIO","","100 WHITING ST","","WINSTED","CT","06098","0000",13.10,13.10,0.00,420,0,420,"","","Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124210833000001310200000131027,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421083P2012*
"BT",420857,2012,"P","GATEWAY AUTO REPAIR LLC","","760 MAIN ST","","WINSTED","CT","06098","0000",71.14,71.14,0.00,2780,500,2280,"    760","MAIN ST","Mechanic's Tools-Supplies","",0,31.200,162,"",0,,0,0,"",16220121024208571000007114200000711428,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420857P2012*
"BT",421014,2012,"P","GB ESKER HOME BUILDING &","RESTORATION INC","214 SMITH HILL RD","","WINSTED","CT","06098","0000",390.00,195.00,195.00,12500,0,12500,"    214","SMITH HILL RD","Machinery-Penalty","",0,31.200,162,"",0,,0,0,"",16220121024210148000039000500001950088,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421014P2012*
"",420817,2012,"P","GCN HOLDING LLC","","2121 S W BROADWAY SUITE #200","","PORTLAND","OR","97201","0000",3.12,3.12,0.00,100,0,100,"","","Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124208175000000312900000031297,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420817P2012*
"",420908,2012,"P","GE CAPITAL COMMERCIAL INC","","P O BOX 3649 PROPERTY TAX COMPLIANC","","DANBURY","CT","06813","3649",166.30,83.15,83.15,5330,0,5330,"","","Furniture","",0,31.200,162,"",0,,0,0,"",16220120124209082000016630600000831542,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420908P2012*
"",420590,2012,"P","GE CAPITAL INFORMATION TECH SO","","P O BOX 3649","PROPERTY TAX COMPLIANCE","DANBURY","CT","06813","9661",1857.34,928.67,928.67,59530,0,59530,"","","Furniture-Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124205908000185734100009286713,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420590P2012*
"",421085,2012,"P","GE EQUIP MIDTICKET LLC 2011-1","","P O BOX 3649  PROP TAX COMP","","DANBURY","CT","06813","3649",473.62,236.81,236.81,15180,0,15180,"    200","WILLIAMS AVE","Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124210858000047362900002368108,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421085P2012*
"",421035,2012,"P","GE EQUIP SMALL TICKET LLC SERIES","","P O BOX 3649 PROPERTY TAX COMP","","DANBURY","CT","06813","3649",137.60,68.80,68.80,4410,0,4410,"      5","STADLER HEIGHTS","Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124210353000013760400000688096,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421035P2012*
"",421084,2012,"P","GE EQUIP SMALL TICKET LLC SERIES","","P O BOX 3649-PROP TAX COMP","","DANBURY","CT","06813","3649",134.78,67.39,67.39,4320,0,4320,"    140","WILLOW ST STE 4","Furniture","",0,31.200,162,"",0,,0,0,"",16220120124210841000013478300000673972,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421084P2012*
"",420937,2012,"P","GIBBS GRETCHEN","","P O BOX 852","","WINSTED","CT","06098","0000",24.34,24.34,0.00,780,0,780,"","DANBURY QRT RD","Mobile Homes-Penalty","",0,31.200,162,"",0,,0,0,"",16220120124209371000002434900000243499,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420937P2012*
"",420211,2012,"P","GILBERT CLOCK PROPERTIES LLC","DBA GILBERT CLOCK SHOP APARTMENTS","13 WALLENS ST #B40","","WINSTED","CT","06098","0000",11.54,11.54,0.00,370,0,370,"     13","WALLENS ST B40","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124202111000001154400000115448,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420211P2012*
"",420902,2012,"P","GILLEY JOHN","DBA GILLEY KITCHEN & BATH","76 S MAIN ST","","WINSTED","CT","06098","0000",79.87,79.87,0.00,2560,0,2560,"     76","S MAIN ST","Furniture-Penalty","",0,31.200,162,"",0,,0,0,"",16220120124209025000007987100000798715,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420902P2012*
"",420931,2012,"P","GILLOTTE DARRYL","","217 GRANTVILLE RD","","WINSTED","CT","06098","0000",76.13,76.13,0.00,2440,0,2440,"    217","GRANTVILLE RD","Machinery-Penalty","",0,31.200,162,"",0,,0,0,"",16220120124209314000007613300000761339,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420931P2012*
"",420509,2012,"P","GLOBAL RESOURCES INC","","141 COLEBROOK RIVER RD","","WINSTED","CT","06098","0000",180.66,90.33,90.33,5790,0,5790,"    141","COLEBROOK RIVER RD","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124205098000018066100000903325,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420509P2012*
"BT",403920,2012,"P","GOULET GLASS INC","DBA SULLIVAN'S GLASS SHOP","12 LOOMIS ST","","WINSTED","CT","06098","0000",257.72,128.86,128.86,8260,0,8260,"     12","LOOMIS ST","Furniture-Data Processing Eqip-Supplies-Machinery","",0,31.200,162,"",0,,0,0,"",16220121024039208000025772500001288683,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*403920P2012*
