TransactionID,BatchNumber,LocationID,CustomerID,TxCode,TxPostingDate,TxBillingDate,TxPayDate,TxAmount,TxDescription,TxCurrentRead,TxEstimate,TxConsumption,TxWaterRate,TxSewerRate,TxSewerFlat,TxWaterChg,TxSewerChg,TxMeterChg,TxInterest,TxPayment,TxPriorRead,TxPriorCons,TxPriorAmt
49768,1365,122,122,RD,2/28/2011,4/1/2011,4/7/2011,217.68,Water & Sewer Charge,328800,FALSE,4400,2.36,2.36,,103.84,103.84,10.00,0.00,217.68,324400,4100,203.52
49769,1365,123,123,RD,2/28/2011,4/1/2011,5/3/2011,94.96,Water & Sewer Charge,389900,FALSE,1800,2.36,2.36,,42.48,42.48,10.00,0.00,94.96,388100,2200,113.84
49770,1365,124,124,RD,2/28/2011,4/1/2011,5/2/2011,246.00,Water & Sewer Charge,141800,FALSE,5000,2.36,2.36,,118.00,118.00,10.00,0.00,246.00,136800,5000,246.00
49771,1365,125,125,RD,2/28/2011,4/1/2011,4/27/2011,161.04,Water & Sewer Charge,81200,FALSE,3200,2.36,2.36,,75.52,75.52,10.00,0.00,161.04,78000,4200,208.24
49772,1365,126,126,RD,2/28/2011,4/1/2011,10/18/2011,369.89,Water & Sewer Charge,281400,FALSE,7300,2.36,2.36,,172.28,172.28,10.00,15.33,369.89,274100,6600,321.52
49773,1365,127,127,RD,2/28/2011,4/1/2011,4/28/2011,151.60,Water & Sewer Charge,267500,FALSE,3000,2.36,2.36,,70.80,70.80,10.00,0.00,151.60,264500,3400,170.48
49774,1365,128,128,RD,2/28/2011,4/1/2011,4/25/2011,340.40,Water & Sewer Charge,285400,FALSE,7000,2.36,2.36,,165.20,165.20,10.00,0.00,340.40,278400,6900,335.68
49775,1365,129,129,RD,2/28/2011,4/1/2011,4/28/2011,401.76,Water & Sewer Charge,356200,FALSE,8300,2.36,2.36,,195.88,195.88,10.00,0.00,401.76,347900,10000,482.00
49776,1365,130,1260,RD,2/28/2011,4/1/2011,4/6/2011,165.76,Water & Sewer Charge,378500,FALSE,3300,2.36,2.36,,77.88,77.88,10.00,0.00,165.76,375200,4400,217.68
49777,1365,131,131,RD,2/28/2011,4/1/2011,4/29/2011,128.00,Water & Sewer Charge,222100,FALSE,2500,2.36,2.36,,59.00,59.00,10.00,0.00,128.00,219600,3800,189.36
49778,1365,132,132,RD,2/28/2011,4/1/2011,5/31/2011,384.64,Water & Sewer Charge,335000,FALSE,7700,2.36,2.36,,181.72,181.72,10.00,11.20,384.64,327300,7400,359.28
49779,1365,133,1227,RD,2/28/2011,4/1/2011,4/12/2011,203.52,Water & Sewer Charge,271600,FALSE,4100,2.36,2.36,,96.76,96.76,10.00,0.00,203.52,267500,4500,222.40
49780,1365,134,134,RD,2/28/2011,4/1/2011,4/4/2011,109.12,Water & Sewer Charge,15900,FALSE,2100,2.36,2.36,,49.56,49.56,10.00,0.00,109.12,13800,1900,99.68
49781,1365,135,135,RD,2/28/2011,4/1/2011,4/19/2011,194.08,Water & Sewer Charge,128300,FALSE,3900,2.36,2.36,,92.04,92.04,10.00,0.00,194.08,124400,4600,227.12
49782,1365,136,136,RD,2/28/2011,4/1/2011,4/21/2011,322.70,Water & Sewer Charge,32660,FALSE,6625,2.36,2.36,,156.35,156.35,10.00,0.00,322.70,26035,6775,329.78
49783,1365,137,137,RD,2/28/2011,4/1/2011,4/25/2011,90.24,Water & Sewer Charge,112100,FALSE,1700,2.36,2.36,,40.12,40.12,10.00,0.00,90.24,110400,1500,80.80
49784,1365,138,138,RD,2/28/2011,4/1/2011,4/12/2011,255.44,Water & Sewer Charge,165300,FALSE,5200,2.36,2.36,,122.72,122.72,10.00,0.00,255.44,160100,4600,227.12
49785,1365,139,139,RD,2/28/2011,4/1/2011,5/2/2011,151.60,Water & Sewer Charge,297200,FALSE,3000,2.36,2.36,,70.80,70.80,10.00,0.00,151.60,294200,4300,212.96
49786,1365,140,140,RD,2/28/2011,4/1/2011,4/7/2011,146.88,Water & Sewer Charge,186700,FALSE,2900,2.36,2.36,,68.44,68.44,10.00,0.00,146.88,183800,3000,151.60
49787,1365,141,1625,RD,2/28/2011,4/1/2011,4/25/2011,151.60,Water & Sewer Charge,104200,FALSE,3000,2.36,2.36,,70.80,70.80,10.00,0.00,151.60,101200,4500,222.40
49788,1365,142,142,RD,2/28/2011,4/1/2011,6/14/2011,222.54,Water & Sewer Charge,256000,FALSE,4300,2.36,2.36,,101.48,101.48,10.00,9.58,222.54,251700,4200,208.24
49789,1365,143,1603,RD,2/28/2011,4/1/2011,5/2/2011,151.60,Water & Sewer Charge,270500,FALSE,3000,2.36,2.36,,70.80,70.80,10.00,0.00,151.60,267500,2900,146.88
49790,1365,144,144,RD,2/28/2011,4/1/2011,4/8/2011,241.28,Water & Sewer Charge,390700,FALSE,4900,2.36,2.36,,115.64,115.64,10.00,0.00,241.28,385800,4700,231.84
49791,1365,145,145,RD,2/28/2011,4/1/2011,5/5/2011,167.76,Water & Sewer Charge,127700,FALSE,3300,2.36,2.36,,77.88,77.88,10.00,2.00,167.76,124400,3800,189.36
49792,1365,146,1543,RD,2/28/2011,4/1/2011,5/2/2011,132.72,Water & Sewer Charge,190500,FALSE,2600,2.36,2.36,,61.36,61.36,10.00,0.00,132.72,187900,2600,132.72
49793,1365,147,147,RD,2/28/2011,4/1/2011,6/17/2011,89.37,Water & Sewer Charge,31700,FALSE,1600,2.36,2.36,,37.76,37.76,10.00,3.85,89.37,30100,1900,99.68
49794,1365,148,148,RD,2/28/2011,4/1/2011,5/2/2011,142.16,Water & Sewer Charge,169500,FALSE,2800,2.36,2.36,,66.08,66.08,10.00,0.00,142.16,166700,3700,184.64
49795,1365,149,149,RD,2/28/2011,4/1/2011,4/6/2011,118.56,Water & Sewer Charge,200000,FALSE,2300,2.36,2.36,,54.28,54.28,10.00,0.00,118.56,197700,2400,123.28
49796,1365,150,150,RD,2/28/2011,4/1/2011,4/19/2011,411.20,Water & Sewer Charge,148100,FALSE,8500,2.36,2.36,,200.60,200.60,10.00,0.00,411.20,139600,9500,458.40
49797,1365,151,151,RD,2/28/2011,4/1/2011,4/19/2011,137.44,Water & Sewer Charge,221100,FALSE,2700,2.36,2.36,,63.72,63.72,10.00,0.00,137.44,218400,4100,203.52
49798,1365,152,1382,RD,2/28/2011,4/1/2011,5/2/2011,94.96,Water & Sewer Charge,123400,FALSE,1800,2.36,2.36,,42.48,42.48,10.00,0.00,94.96,121600,2200,113.84
49799,1365,153,153,RD,2/28/2011,4/1/2011,4/4/2011,94.96,Water & Sewer Charge,99100,FALSE,1800,2.36,2.36,,42.48,42.48,10.00,0.00,94.96,97300,1800,94.96
49800,1365,154,154,RD,2/28/2011,4/1/2011,4/12/2011,156.32,Water & Sewer Charge,145100,FALSE,3100,2.36,2.36,,73.16,73.16,10.00,0.00,156.32,142000,3100,156.32
49801,1365,155,155,RD,2/28/2011,4/1/2011,5/2/2011,184.64,Water & Sewer Charge,308700,FALSE,3700,2.36,2.36,,87.32,87.32,10.00,0.00,184.64,305000,4900,241.28
49802,1365,156,156,RD,2/28/2011,4/1/2011,4/29/2011,203.52,Water & Sewer Charge,178400,FALSE,4100,2.36,2.36,,96.76,96.76,10.00,0.00,203.52,174300,4300,212.96
49803,1365,157,1462,RD,2/28/2011,4/1/2011,6/28/2011,52.87,Water & Sewer Charge,252100,FALSE,1700,2.36,2.36,,40.12,0.00,10.00,2.75,52.87,250400,1867,54.06
49804,1365,158,158,RD,2/28/2011,4/1/2011,4/20/2011,90.24,Water & Sewer Charge,153000,FALSE,3400,2.36,2.36,,80.24,0.00,10.00,0.00,90.24,149600,5300,135.08
49805,1365,162,162,RD,2/28/2011,4/1/2011,4/7/2011,227.12,Water & Sewer Charge,73700,FALSE,4600,2.36,2.36,,108.56,108.56,10.00,0.00,227.12,69100,4000,198.80
49806,1365,163,163,RD,2/28/2011,4/1/2011,6/14/2011,148.55,Water & Sewer Charge,205500,FALSE,5600,2.36,2.36,,132.16,0.00,10.00,6.39,148.55,199900,5500,139.80
49807,1365,164,164,RD,2/28/2011,4/1/2011,4/29/2011,236.56,Water & Sewer Charge,51100,FALSE,4800,2.36,2.36,,113.28,113.28,10.00,0.00,236.56,46300,4100,203.52
49808,1365,165,165,RD,2/28/2011,4/1/2011,8/2/2011,12.15,Water & Sewer Charge,2700,FALSE,0,2.36,2.36,,0.00,0.00,10.00,2.15,12.15,2700,0,10.00
49809,1365,166,166,RD,2/28/2011,4/1/2011,5/2/2011,99.68,Water & Sewer Charge,86000,FALSE,1900,2.36,2.36,,44.84,44.84,10.00,0.00,99.68,84100,4200,208.24
49810,1365,167,167,RD,2/28/2011,4/1/2011,8/24/2011,276.41,Water & Sewer Charge,130000,FALSE,5500,2.36,2.36,,129.80,129.80,10.00,6.81,276.41,124500,5200,255.44
49811,1365,168,1255,RD,2/28/2011,4/1/2011,6/9/2011,109.10,Water & Sewer Charge,234800,FALSE,2000,2.36,2.36,,47.20,47.20,10.00,4.70,109.10,232800,3800,189.36
49812,1365,169,1630,RD,2/28/2011,4/1/2011,4/18/2011,179.92,Water & Sewer Charge,12500,FALSE,3600,2.36,2.36,,84.96,84.96,10.00,0.00,179.92,8900,3000,151.60
49813,1365,170,1438,RD,2/28/2011,4/1/2011,5/2/2011,104.40,Water & Sewer Charge,61500,FALSE,2000,2.36,2.36,,47.20,47.20,10.00,0.00,104.40,59500,1700,90.24
49814,1365,171,1279,RD,2/28/2011,4/1/2011,4/6/2011,128.00,Water & Sewer Charge,229500,FALSE,2500,2.36,2.36,,59.00,59.00,10.00,0.00,128.00,227000,3700,184.64
49815,1365,172,1523,RD,2/28/2011,4/1/2011,4/12/2011,274.32,Water & Sewer Charge,248500,FALSE,5600,2.36,2.36,,132.16,132.16,10.00,0.00,274.32,242900,5300,260.16
49816,1365,173,173,RD,2/28/2011,4/1/2011,5/31/2011,190.18,Water & Sewer Charge,226900,FALSE,3700,2.36,2.36,,87.32,87.32,10.00,5.54,190.18,223200,3700,184.64
49817,1365,174,174,RD,2/28/2011,4/1/2011,2/22/2012,12.15,Water & Sewer Charge,118280,FALSE,0,2.36,2.36,,0.00,0.00,10.00,2.15,12.15,118280,922,53.52
49818,1365,175,175,RD,2/28/2011,4/1/2011,4/13/2011,227.12,Water & Sewer Charge,364700,FALSE,4600,2.36,2.36,,108.56,108.56,10.00,0.00,227.12,360100,5000,246.00
49819,1365,176,176,RD,2/28/2011,4/1/2011,4/4/2011,76.08,Water & Sewer Charge,120100,FALSE,1400,2.36,2.36,,33.04,33.04,10.00,0.00,76.08,118700,1800,94.96
49820,1365,177,177,RD,2/28/2011,4/1/2011,4/6/2011,61.92,Water & Sewer Charge,148000,FALSE,1100,2.36,2.36,,25.96,25.96,10.00,0.00,61.92,146900,2400,123.28
49821,1365,178,178,RD,2/28/2011,4/1/2011,4/6/2011,71.36,Water & Sewer Charge,64700,FALSE,1300,2.36,2.36,,30.68,30.68,10.00,0.00,71.36,63400,900,52.48
49822,1365,179,1674,RD,2/28/2011,4/1/2011,4/6/2011,170.48,Water & Sewer Charge,136800,FALSE,3400,2.36,2.36,,80.24,80.24,10.00,0.00,170.48,133400,5800,283.76
49823,1365,180,180,RD,2/28/2011,4/1/2011,4/4/2011,132.72,Water & Sewer Charge,187600,FALSE,2600,2.36,2.36,,61.36,61.36,10.00,0.00,132.72,185000,3200,161.04
49824,1365,181,181,RD,2/28/2011,4/1/2011,4/21/2011,170.48,Water & Sewer Charge,36000,FALSE,3400,2.36,2.36,,80.24,80.24,10.00,0.00,170.48,32600,2900,146.88
49825,1365,182,182,RD,2/28/2011,4/1/2011,5/2/2011,217.68,Water & Sewer Charge,71200,FALSE,4400,2.36,2.36,,103.84,103.84,10.00,0.00,217.68,66800,5800,283.76
49826,1365,183,183,RD,2/28/2011,4/1/2011,4/11/2011,184.64,Water & Sewer Charge,72100,FALSE,3700,2.36,2.36,,87.32,87.32,10.00,0.00,184.64,68400,4400,217.68
49827,1365,184,1568,RD,2/28/2011,4/1/2011,4/11/2011,170.48,Water & Sewer Charge,71800,FALSE,3400,2.36,2.36,,80.24,80.24,10.00,0.00,170.48,68400,1300,71.36
49828,1365,185,1443,RD,2/28/2011,4/1/2011,4/19/2011,231.84,Water & Sewer Charge,125800,FALSE,4700,2.36,2.36,,110.92,110.92,10.00,0.00,231.84,121100,4000,198.80
49829,1365,186,186,RD,2/28/2011,4/1/2011,5/3/2011,76.08,Water & Sewer Charge,129000,FALSE,1400,2.36,2.36,,33.04,33.04,10.00,0.00,76.08,127600,2800,142.16
49830,1365,187,1517,RD,2/28/2011,4/1/2011,5/2/2011,212.96,Water & Sewer Charge,124600,FALSE,4300,2.36,2.36,,101.48,101.48,10.00,0.00,212.96,120300,4400,217.68
49831,1365,188,188,RD,2/28/2011,4/1/2011,4/6/2011,52.48,Water & Sewer Charge,71500,FALSE,900,2.36,2.36,,21.24,21.24,10.00,0.00,52.48,70600,300,24.16
49832,1365,189,189,RD,2/28/2011,4/1/2011,4/25/2011,66.64,Water & Sewer Charge,11300,FALSE,1200,2.36,2.36,,28.32,28.32,10.00,0.00,66.64,10100,1700,90.24
49833,1365,190,190,RD,2/28/2011,4/1/2011,6/15/2011,302.00,Water & Sewer Charge,319400,FALSE,5900,2.36,2.36,,139.24,139.24,10.00,13.52,302.00,313500,6800,330.96
49834,1365,191,191,RD,2/28/2011,4/1/2011,4/13/2011,57.20,Water & Sewer Charge,23300,FALSE,1000,2.36,2.36,,23.60,23.60,10.00,0.00,57.20,22300,1100,61.92
49835,1365,192,192,RD,2/28/2011,4/1/2011,4/25/2011,227.12,Water & Sewer Charge,78800,FALSE,4600,2.36,2.36,,108.56,108.56,10.00,0.00,227.12,74200,11700,562.24
49836,1365,193,193,RD,2/28/2011,4/1/2011,5/3/2011,208.24,Water & Sewer Charge,75600,FALSE,4200,2.36,2.36,,99.12,99.12,10.00,0.00,208.24,71400,3900,194.08
49837,1365,194,194,RD,2/28/2011,4/1/2011,9/13/2011,222.54,Water & Sewer Charge,229500,FALSE,4300,2.36,2.36,,101.48,101.48,10.00,9.58,222.54,225200,8000,387.60
49838,1365,195,1615,RD,2/28/2011,4/1/2011,4/21/2011,104.40,Water & Sewer Charge,44400,FALSE,2000,2.36,2.36,,47.20,47.20,10.00,0.00,104.40,42400,2500,128.00
49839,1365,196,196,RD,2/28/2011,4/1/2011,5/2/2011,161.04,Water & Sewer Charge,44600,FALSE,3200,2.36,2.36,,75.52,75.52,10.00,0.00,161.04,41400,3900,194.08
49840,1365,197,197,RD,2/28/2011,4/1/2011,4/4/2011,227.12,Water & Sewer Charge,243100,FALSE,4600,2.36,2.36,,108.56,108.56,10.00,0.00,227.12,238500,5300,260.16
49841,1365,198,197,RD,2/28/2011,4/1/2011,4/4/2011,189.36,Water & Sewer Charge,174800,FALSE,3800,2.36,2.36,,89.68,89.68,10.00,0.00,189.36,171000,4100,203.52
49842,1365,199,1524,RD,2/28/2011,4/1/2011,4/15/2011,94.96,Water & Sewer Charge,76400,FALSE,1800,2.36,2.36,,42.48,42.48,10.00,0.00,94.96,74600,2600,132.72
49843,1365,200,1448,RD,2/28/2011,4/1/2011,4/12/2011,255.44,Water & Sewer Charge,38000,FALSE,5200,2.36,2.36,,122.72,122.72,10.00,0.00,255.44,32800,5800,283.76
49844,1365,201,201,RD,2/28/2011,4/1/2011,4/7/2011,198.80,Water & Sewer Charge,120500,FALSE,4000,2.36,2.36,,94.40,94.40,10.00,0.00,198.80,116500,4300,212.96
49845,1365,202,202,RD,2/28/2011,4/1/2011,4/6/2011,203.52,Water & Sewer Charge,353900,FALSE,4100,2.36,2.36,,96.76,96.76,10.00,0.00,203.52,349800,6500,316.80
49846,1365,203,203,RD,2/28/2011,4/1/2011,4/6/2011,80.80,Water & Sewer Charge,21800,FALSE,1500,2.36,2.36,,35.40,35.40,10.00,0.00,80.80,20300,1700,90.24
49847,1365,204,204,RD,2/28/2011,4/1/2011,4/4/2011,71.36,Water & Sewer Charge,307800,FALSE,1300,2.36,2.36,,30.68,30.68,10.00,0.00,71.36,306500,3200,161.04
49848,1365,205,205,RD,2/28/2011,4/1/2011,4/26/2011,250.72,Water & Sewer Charge,239700,FALSE,5100,2.36,2.36,,120.36,120.36,10.00,0.00,250.72,234600,7300,354.56
49849,1365,206,206,RD,2/28/2011,4/1/2011,4/25/2011,255.44,Water & Sewer Charge,169500,FALSE,5200,2.36,2.36,,122.72,122.72,10.00,0.00,255.44,164300,4400,217.68
49850,1365,207,207,RD,2/28/2011,4/1/2011,4/5/2011,118.56,Water & Sewer Charge,168900,FALSE,2300,2.36,2.36,,54.28,54.28,10.00,0.00,118.56,166600,5000,246.00
49851,1365,208,1272,RD,2/28/2011,4/1/2011,4/7/2011,203.52,Water & Sewer Charge,112200,FALSE,4100,2.36,2.36,,96.76,96.76,10.00,0.00,203.52,108100,3600,179.92
49852,1365,209,209,RD,2/28/2011,4/1/2011,5/2/2011,330.96,Water & Sewer Charge,243400,FALSE,6800,2.36,2.36,,160.48,160.48,10.00,0.00,330.96,236600,11100,533.92
49853,1365,210,210,RD,2/28/2011,4/1/2011,4/8/2011,222.40,Water & Sewer Charge,320400,FALSE,4500,2.36,2.36,,106.20,106.20,10.00,0.00,222.40,315900,4100,203.52
49854,1365,211,1512,RD,2/28/2011,4/1/2011,5/16/2011,365.20,Water & Sewer Charge,115200,FALSE,7300,2.36,2.36,,172.28,172.28,10.00,10.64,365.20,107900,8800,425.36
49855,1365,212,212,RD,2/28/2011,4/1/2011,4/4/2011,316.80,Water & Sewer Charge,258800,FALSE,6500,2.36,2.36,,153.40,153.40,10.00,0.00,316.80,252300,5900,288.48
49856,1365,213,213,RD,2/28/2011,4/1/2011,4/13/2011,184.64,Water & Sewer Charge,365800,FALSE,3700,2.36,2.36,,87.32,87.32,10.00,0.00,184.64,362100,5000,246.00
49857,1365,214,214,RD,2/28/2011,4/1/2011,4/25/2011,31.24,Water & Sewer Charge,72100,FALSE,900,2.36,2.36,,21.24,0.00,10.00,0.00,31.24,71200,900,31.24
49858,1365,215,215,RD,2/28/2011,4/1/2011,4/20/2011,76.08,Water & Sewer Charge,179100,FALSE,1400,2.36,2.36,,33.04,33.04,10.00,0.00,76.08,177700,1500,80.80
49859,1365,216,216,RD,2/28/2011,4/1/2011,5/2/2011,137.44,Water & Sewer Charge,186800,FALSE,2700,2.36,2.36,,63.72,63.72,10.00,0.00,137.44,184100,2400,123.28
49860,1365,217,217,RD,2/28/2011,4/1/2011,4/27/2011,307.36,Water & Sewer Charge,259000,FALSE,6300,2.36,2.36,,148.68,148.68,10.00,0.00,307.36,252700,6300,307.36
49861,1365,218,218,RD,2/28/2011,4/1/2011,4/29/2011,104.40,Water & Sewer Charge,161000,FALSE,2000,2.36,2.36,,47.20,47.20,10.00,0.00,104.40,159000,2300,118.56
49862,1365,219,1490,RD,2/28/2011,4/1/2011,4/11/2011,28.88,Water & Sewer Charge,144500,FALSE,800,2.36,2.36,,18.88,0.00,10.00,0.00,28.88,143700,600,24.16
49863,1365,220,220,RD,2/28/2011,4/1/2011,5/16/2011,263.10,Water & Sewer Charge,265900,FALSE,5200,2.36,2.36,,122.72,122.72,10.00,7.66,263.10,260700,5400,264.88
49864,1365,221,221,RD,2/28/2011,4/1/2011,5/2/2011,274.32,Water & Sewer Charge,327400,FALSE,5600,2.36,2.36,,132.16,132.16,10.00,0.00,274.32,321800,5500,269.60
49865,1365,222,222,RD,2/28/2011,4/1/2011,4/27/2011,283.76,Water & Sewer Charge,238100,FALSE,5800,2.36,2.36,,136.88,136.88,10.00,0.00,283.76,232300,7100,345.12
49866,1365,223,223,RD,2/28/2011,4/1/2011,4/15/2011,184.64,Water & Sewer Charge,30200,FALSE,3700,2.36,2.36,,87.32,87.32,10.00,0.00,184.64,26500,5200,255.44
49867,1365,224,1331,RD,2/28/2011,4/1/2011,4/19/2011,99.68,Water & Sewer Charge,236900,FALSE,3800,2.36,2.36,,89.68,0.00,10.00,0.00,99.68,233100,3300,87.88
49868,1365,225,225,RD,2/28/2011,4/1/2011,4/20/2011,316.80,Water & Sewer Charge,435300,FALSE,6500,2.36,2.36,,153.40,153.40,10.00,0.00,316.80,428800,6800,330.96
49869,1365,226,1366,RD,2/28/2011,4/1/2011,4/27/2011,57.20,Water & Sewer Charge,77400,FALSE,1000,2.36,2.36,,23.60,23.60,10.00,0.00,57.20,76400,1000,57.20
49870,1365,227,227,RD,2/28/2011,4/1/2011,4/25/2011,85.52,Water & Sewer Charge,45300,FALSE,1600,2.36,2.36,,37.76,37.76,10.00,0.00,85.52,43700,2200,113.84
49871,1365,228,1437,RD,2/28/2011,4/1/2011,6/15/2011,84.43,Water & Sewer Charge,172200,TRUE,1500,2.36,2.36,,35.40,35.40,10.00,3.63,84.43,170700,1700,90.24
49872,1365,229,229,RD,2/28/2011,4/1/2011,4/8/2011,71.36,Water & Sewer Charge,116100,FALSE,1300,2.36,2.36,,30.68,30.68,10.00,0.00,71.36,114800,1800,94.96
49873,1365,230,1658,RD,2/28/2011,4/1/2011,4/6/2011,104.40,Water & Sewer Charge,124100,FALSE,2000,2.36,2.36,,47.20,47.20,10.00,0.00,104.40,122100,200,19.44
49874,1365,231,231,RD,2/28/2011,4/1/2011,4/14/2011,104.40,Water & Sewer Charge,246700,FALSE,2000,2.36,2.36,,47.20,47.20,10.00,0.00,104.40,244700,1900,99.68
49875,1365,232,1682,RD,2/28/2011,4/1/2011,4/11/2011,246.00,Water & Sewer Charge,309000,FALSE,5000,2.36,2.36,,118.00,118.00,10.00,0.00,246.00,304000,6000,293.20
49876,1365,233,233,RD,2/28/2011,4/1/2011,4/26/2011,198.80,Water & Sewer Charge,215700,FALSE,4000,2.36,2.36,,94.40,94.40,10.00,0.00,198.80,211700,5400,264.88
49877,1365,234,234,RD,2/28/2011,4/1/2011,5/2/2011,161.04,Water & Sewer Charge,176700,FALSE,3200,2.36,2.36,,75.52,75.52,10.00,0.00,161.04,173500,6300,307.36
49878,1365,235,235,RD,2/28/2011,4/1/2011,4/27/2011,66.64,Water & Sewer Charge,165800,FALSE,1200,2.36,2.36,,28.32,28.32,10.00,0.00,66.64,164600,1600,85.52
49879,1365,236,236,RD,2/28/2011,4/1/2011,4/8/2011,359.28,Water & Sewer Charge,306600,FALSE,7400,2.36,2.36,,174.64,174.64,10.00,0.00,359.28,299200,7400,359.28
49880,1365,237,1322,RD,2/28/2011,4/1/2011,4/18/2011,170.48,Water & Sewer Charge,255700,FALSE,3400,2.36,2.36,,80.24,80.24,10.00,0.00,170.48,252300,5200,255.44
49881,1365,238,238,RD,2/28/2011,4/1/2011,4/20/2011,14.72,Water & Sewer Charge,150600,FALSE,100,2.36,2.36,,2.36,2.36,10.00,0.00,14.72,150500,2500,128.00
49882,1365,239,239,RD,2/28/2011,4/1/2011,4/14/2011,38.32,Water & Sewer Charge,122500,FALSE,600,2.36,2.36,,14.16,14.16,10.00,0.00,38.32,121900,600,38.32
49883,1365,240,240,RD,2/28/2011,4/1/2011,4/11/2011,146.88,Water & Sewer Charge,211500,FALSE,2900,2.36,2.36,,68.44,68.44,10.00,0.00,146.88,208600,3800,189.36
49884,1365,241,241,RD,2/28/2011,4/1/2011,4/11/2011,288.48,Water & Sewer Charge,346200,FALSE,5900,2.36,2.36,,139.24,139.24,10.00,0.00,288.48,340300,7400,359.28
49885,1365,242,242,RD,2/28/2011,4/1/2011,4/4/2011,128.00,Water & Sewer Charge,170400,FALSE,2500,2.36,2.36,,59.00,59.00,10.00,0.00,128.00,167900,2400,123.28
49886,1365,243,243,RD,2/28/2011,4/1/2011,4/5/2011,184.64,Water & Sewer Charge,50800,FALSE,3700,2.36,2.36,,87.32,87.32,10.00,0.00,184.64,47100,2500,128.00
49887,1365,244,1200,RD,2/28/2011,4/1/2011,4/28/2011,231.84,Water & Sewer Charge,177300,FALSE,4700,2.36,2.36,,110.92,110.92,10.00,0.00,231.84,172600,15100,722.72
49888,1365,245,1495,RD,2/28/2011,4/1/2011,5/2/2011,128.00,Water & Sewer Charge,206000,FALSE,2500,2.36,2.36,,59.00,59.00,10.00,0.00,128.00,203500,3500,175.20
49889,1365,246,246,RD,2/28/2011,4/1/2011,5/2/2011,227.12,Water & Sewer Charge,73900,FALSE,4600,2.36,2.36,,108.56,108.56,10.00,0.00,227.12,69300,3700,184.64
49890,1365,247,1659,RD,2/28/2011,4/1/2011,4/19/2011,52.48,Water & Sewer Charge,202400,FALSE,900,2.36,2.36,,21.24,21.24,10.00,0.00,52.48,201500,1300,71.36
49891,1365,248,248,RD,2/28/2011,4/1/2011,5/10/2011,156.15,Water & Sewer Charge,84000,FALSE,3000,2.36,2.36,,70.80,70.80,10.00,4.55,156.15,81000,2800,142.16
49892,1365,249,249,RD,2/28/2011,4/1/2011,4/5/2011,283.76,Water & Sewer Charge,155400,FALSE,5800,2.36,2.36,,136.88,136.88,10.00,0.00,283.76,149600,6800,330.96
49893,1365,250,250,RD,2/28/2011,4/1/2011,5/2/2011,312.08,Water & Sewer Charge,518800,FALSE,6400,2.36,2.36,,151.04,151.04,10.00,0.00,312.08,512400,9800,472.56
49894,1365,251,251,RD,2/28/2011,4/1/2011,4/26/2011,222.40,Water & Sewer Charge,365500,FALSE,4500,2.36,2.36,,106.20,106.20,10.00,0.00,222.40,361000,5900,288.48
49895,1365,252,1641,RD,2/28/2011,4/1/2011,6/14/2011,158.42,Water & Sewer Charge,145200,FALSE,3000,2.36,2.36,,70.80,70.80,10.00,6.82,158.42,142200,1900,99.68
49896,1365,253,1500,RD,2/28/2011,4/1/2011,4/11/2011,128.00,Water & Sewer Charge,50600,FALSE,2500,2.36,2.36,,59.00,59.00,10.00,0.00,128.00,48100,3400,170.48
49897,1365,254,1660,RD,2/28/2011,4/1/2011,4/6/2011,19.44,Water & Sewer Charge,210700,FALSE,200,2.36,2.36,,4.72,4.72,10.00,0.00,19.44,210500,2900,146.88
49898,1365,255,255,RD,2/28/2011,4/1/2011,4/5/2011,132.72,Water & Sewer Charge,167800,FALSE,2600,2.36,2.36,,61.36,61.36,10.00,0.00,132.72,165200,2700,137.44
49899,1365,256,256,RD,2/28/2011,4/1/2011,4/4/2011,241.28,Water & Sewer Charge,243100,FALSE,4900,2.36,2.36,,115.64,115.64,10.00,0.00,241.28,238200,5800,283.76
49900,1365,257,1501,RD,2/28/2011,4/1/2011,4/4/2011,274.32,Water & Sewer Charge,289000,FALSE,5600,2.36,2.36,,132.16,132.16,10.00,0.00,274.32,283400,4500,222.40
49901,1365,258,1307,RD,2/28/2011,4/1/2011,4/7/2011,184.64,Water & Sewer Charge,152200,FALSE,3700,2.36,2.36,,87.32,87.32,10.00,0.00,184.64,148500,3800,189.36
49902,1365,259,1632,RD,2/28/2011,4/1/2011,4/25/2011,17.32,Water & Sewer Charge,155,FALSE,155,2.36,2.36,,3.66,3.66,10.00,0.00,17.32,0,0,10.00
49903,1365,260,260,RD,2/28/2011,4/1/2011,4/4/2011,94.96,Water & Sewer Charge,176300,FALSE,1800,2.36,2.36,,42.48,42.48,10.00,0.00,94.96,174500,1900,99.68
49904,1365,261,261,RD,2/28/2011,4/1/2011,6/15/2011,183.09,Water & Sewer Charge,253700,FALSE,3500,2.36,2.36,,82.60,82.60,10.00,7.89,183.09,250200,3800,189.36
49905,1365,262,262,RD,2/28/2011,4/1/2011,4/6/2011,61.92,Water & Sewer Charge,114400,FALSE,1100,2.36,2.36,,25.96,25.96,10.00,0.00,61.92,113300,1500,80.80
49906,1365,263,263,RD,2/28/2011,4/1/2011,5/10/2011,141.56,Water & Sewer Charge,170900,FALSE,2700,2.36,2.36,,63.72,63.72,10.00,4.12,141.56,168200,2300,118.56
