"PROP   ","CARD#","1TYPE","1WIDTH                        ","1LENGTH                       ","1AREA                         ","1RATE                           ","1YEAR","1COND","1RCN                          ","1DEPR                         ","1RCNLD                        ","1_ID      ","2TYPE","2WIDTH                        ","2LENGTH                       ","2AREA                         ","2RATE                           ","2YEAR","2COND","2RCN                          ","2DEPR                         ","2RCNLD                        ","2_ID      ","3TYPE","3WIDTH                        ","3LENGTH                       ","3AREA                         ","3RATE                           ","3YEAR","3COND","3RCN                          ","3DEPR                         ","3RCNLD                        ","3_ID      ","4TYPE","4WIDTH                        ","4LENGTH                       ","4AREA                         ","4RATE                           ","4YEAR","4COND","4RCN                          ","4DEPR                         ","4RCNLD                        ","4_ID      ","5TYPE","5WIDTH                        ","5LENGTH                       ","5AREA                         ","5RATE                           ","5YEAR","5COND","5RCN                          ","5DEPR                         ","5RCNLD                        ","5_ID      ","6TYPE","6WIDTH                        ","6LENGTH                       ","6AREA                         ","6RATE                           ","6YEAR","6COND","6RCN                          ","6DEPR                         ","6RCNLD                        ","6_ID      ","7TYPE","7WIDTH                        ","7LENGTH                       ","7AREA                         ","7RATE                           ","7YEAR","7COND","7RCN                          ","7DEPR                         ","7RCNLD                        ","7_ID      ","8TYPE","8WIDTH                        ","8LENGTH                       ","8AREA                         ","8RATE                           ","8YEAR","8COND","8RCN                          ","8DEPR                         ","8RCNLD                        ","8_ID      ","9TYPE","9WIDTH                        ","9LENGTH                       ","9AREA                         ","9RATE                           ","9YEAR","9COND","9RCN                          ","9DEPR                         ","9RCNLD                        ","9_ID      ","ATYPE","AWIDTH                        ","ALENGTH                       ","AAREA                         ","ARATE                           ","AYEAR","ACOND","ARCN                          ","ADEPR                         ","ARCNLD                        ","A_ID      ","BTYPE","BWIDTH                        ","BLENGTH                       ","BAREA                         ","BRATE                           ","BYEAR","BCOND","BRCN                          ","BDEPR                         ","BRCNLD                        ","B_ID      ","CTYPE","CWIDTH                        ","CLENGTH                       ","CAREA                         ","CRATE                           ","CYEAR","CCOND","CRCN                          ","CDEPR                         ","CRCNLD                        ","C_ID      ","TPOOLS                        ","TTENNIS                       ","TSHEDS                        ","FLAG","TSEQ                          ","DLC        " 
"2810437","01","RP1 ",                            16,                            32,                           512,                           74.05,"1997","C   ",                         37914,                            50,                         19000,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                             1,                              ,                              ,"  ",                         19471,"08-Aug-2023" 
"2810445","01","RS1 ",                            12,                            16,                           192,                           30.00,"2003","C   ",                          5760,                            50,                          2900,"          ","RS1 ",                            10,                            10,                           100,                           30.00,"    ","C   ",                          3000,                            50,                          1500,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                         19473,"08-Aug-2023" 
"2810460","01","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","RS1 ",                            12,                            12,                           144,                           30.00,"    ","C   ",                          4320,                            50,                          2200,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                             1,"  ",                         19474,"08-Aug-2023" 
"2810461","01","RG1 ",                            20,                            22,                           440,                           55.95,"1995","C   ",                         24618,                            50,                         12300,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                         19475,"08-Aug-2023" 
"2810474","01","RS1 ",                            12,                            22,                           264,                           30.00,"    ","C   ",                          7920,                            50,                          4000,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                             1,"  ",                         19476,"08-Aug-2023" 
"2810488","01","RS2 ",                             8,                            10,                            80,                           30.00,"    ","C   ",                          2400,                            50,                          1200,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                             1,"  ",                         19477,"08-Aug-2023" 
"2810494","01","RS1 ",                            10,                            14,                           140,                           30.00,"    ","C   ",                          4200,                            50,                          2100,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                             1,"  ",                         19478,"08-Aug-2023" 
"2810505","01","RG1 ",                            14,                            18,                           252,                           55.95,"    ","C   ",                         14099,                            50,                          7000,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                         19479,"08-Aug-2023" 
"2810506","01","RS1 ",                            12,                            12,                           144,                           30.00,"1996","C   ",                          4320,                            50,                          2200,"          ","RP1 ",                            18,                            36,                           648,                           74.05,"1997","C   ",                         47984,                            50,                         24000,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                             1,                              ,                             1,"  ",                         19481,"08-Aug-2023" 
"2810510","01","RG1 ",                            22,                            22,                           484,                           55.95,"    ","C   ",                         27080,                            50,                         13500,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                         19482,"08-Aug-2023" 
"2810515","01","RG1 ",                            22,                            24,                           528,                           55.95,"    ","C   ",                         29542,                            50,                         14800,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                         19483,"08-Aug-2023" 
"2810526","01","RS1 ",                             8,                            12,                            96,                           30.00,"2002","C   ",                          2880,                            50,                          1400,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                         19484,"08-Aug-2023" 
"2810528","01","RP1 ",                            16,                            32,                           512,                           74.05,"2010","C   ",                         37914,                            50,                         19000,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                         19485,"08-Aug-2023" 
"2810540","01","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","RS1 ",                              ,                              ,                           573,                           30.00,"    ","C   ",                         17190,                            50,                          8600,"          ","RP5 ",                            16,                            32,                           512,                          110.55,"    ","C   ",                         56602,                            50,                         28300,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                             1,                              ,                             1,"  ",                         19487,"08-Aug-2023" 
"2810544","01","RG1 ",                            20,                            24,                           480,                           55.95,"    ","C   ",                         26856,                            75,                          6700,"          ","RS1 ",                             8,                            12,                            96,                           30.00,"    ","C   ",                          2880,                            50,                          1400,"          ","RP5 ",                            16,                            32,                           512,                          110.55,"    ","C   ",                         56602,                            95,                          2800,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                             1,                              ,                             1,"  ",                         20931,"26-Feb-2024" 
