"#ACCT  ","YR  ","SEWLIST","DATE      ","TIME    ","PAMT1                           ","PINT1                           ","PAMT2                           ","PINT2                           ","PLIEN                           ","PATTY                           ","PFEES                           ","PDELAMT                         ","PDELINT                         ","PDESC                   ","BTYPE","TYPE","TCAT","XLIST","BATCH","SEQ    " 
"2250020","0000","0000000","03-15-2007","        ",                          532.07,                          132.59,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0234",      2 
"2250020","0000","0000000","03-23-2011","10:35:33",                          532.07,                           56.83,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0189",      4 
"2250020","0000","0000000","05-03-2004","14:18:00",                          532.07,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0303",     20 
"2250020","0000","0000000","03-23-2009","13:45:29",                          532.07,                           94.71,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0240",      5 
"2250020","0000","0000000","03-18-2008","12:50:07",                          532.07,                          113.65,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0218",      9 
"2250020","0000","0000000","06-10-2013","16:20:08",                          532.07,                           42.88,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0221",     36 
"2250020","0000","0000000","10-01-2013","15:32:08",                            0.03,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0109",     24 
"2250020","0000","0000000","03-15-2007","        ",                         -664.66,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0234",      2 
"2250021","0000","0000000","04-15-2010","10:25:10",                          532.07,                           75.77,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0219",     20 
"2250021","0000","0000000","04-08-2013","13:33:29",                          532.10,                           18.94,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0191",     14 
"2250021","0000","0000000","03-25-2011","10:43:27",                          532.07,                           56.83,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0190",     15 
"2250021","0000","0000000","04-24-2012","11:49:22",                          532.07,                           37.88,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0193",     18 
"2250021","0000","0000000","06-17-2004","10:59:14",                          532.07,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0331",      3 
"2250021","0000","0000000","03-17-2009","10:34:48",                          532.07,                           94.71,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0238",      7 
"2250021","0000","0000000","03-14-2008","15:53:41",                          532.07,                          113.65,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0216",      3 
"2250021","0000","0000000","03-14-2006","10:46:19",                          532.07,                          151.53,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0221",     19 
"2250021","0000","0000000","04-12-2007","11:34:22",                          532.07,                          132.59,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0248",     19 
"2250021","0000","0000000","03-21-2005","13:38:11",                          532.07,                          170.48,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0240",     15 
"2250024","0000","0000000","05-10-2004","13:41:37",                         5320.73,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0308",      8 
"2250025","0000","0000000","04-07-2005","09:54:51",                          532.07,                          170.48,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0250",      3 
"2250025","0000","0000000","05-28-2010","11:23:48",                          516.11,                           91.73,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0235",     10 
"2250025","0000","0000000","05-28-2010","10:40:52",                           15.96,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0236",     11 
"2250025","0000","0000000","04-07-2009","10:18:44",                          532.07,                           94.71,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0248",     16 
"2250025","0000","0000000","04-09-2007","12:41:19",                          532.07,                          132.59,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0246",     11 
"2250025","0000","0000000","03-16-2006","11:32:50",                          532.07,                          151.53,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0222",     15 
"2250025","0000","0000000","06-17-2004","10:58:36",                          532.07,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0331",      2 
"2250025","0000","0000000","04-04-2008","12:53:27",                          532.07,                          113.65,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0228",      9 
"2250025","0000","0000000","04-22-2013","11:25:30",                          532.10,                           18.94,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0197",     26 
"2250025","0000","0000000","04-28-2011","12:46:23",                          532.07,                           56.83,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0202",     26 
"2250025","0000","0000000","03-22-2012","10:55:26",                          532.07,                           37.88,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0178",     27 
"2250040","0000","0000000","07-27-2004","14:07:11",                         5320.73,                           31.92,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0020",     82 
"2980001","0000","0000000","03-02-2018","12:18:31",                            0.00,                           50.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0279",      8 
"2980001","0000","0000000","09-30-2019","        ",                           34.61,                           15.39,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0148",     39 
"2980001","0000","0000000","06-21-2018","12:18:34",                            0.00,                           50.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0341",     19 
"2980001","0000","0000000","08-22-2018","16:03:53",                            0.00,                           50.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0093",     98 
"2980001","0000","0000000","03-29-2019","        ",                            0.00,                           50.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0283",     26 
"2980001","0000","0000000","01-21-2020","        ",                           35.76,                           14.24,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ","LV","P ","W ","00000","0246",    117 
"2980001","0000","0000000","10-22-2018","14:09:47",                            0.00,                           50.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0136",     25 
"2980001","0000","0000000","04-03-2006","10:06:42",                          532.07,                          151.53,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0233",      7 
"2980001","0000","0000000","04-01-2005","11:42:50",                          532.07,                          170.48,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0247",     22 
"2980001","0000","0000000","08-23-2010","09:45:37",                           84.32,                           15.68,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0083",     29 
"2980001","0000","0000000","02-26-2019","        ",                            0.00,                           50.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ","LV","P ","W ","00000","0261",     67 
"2980001","0000","0000000","05-30-2007","11:37:43",                          532.07,                          148.55,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0272",     10 
"2980001","0000","0000000","09-28-2020","        ",                           27.66,                           22.34,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0121",     73 
"2980001","0000","0000000","06-09-2021","        ",                           42.81,                            7.19,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ","LV","P ","W ","00000","0383",     13 
"2980001","0000","0000000","05-07-2021","        ",                            0.00,                           50.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ","LV","P ","W ","00000","0359",     34 
"2980001","0000","0000000","06-22-2011","13:06:13",                          132.84,                           67.16,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0222",     14 
"2980001","0000","0000000","05-13-2019","        ",                           27.26,                           22.74,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0308",     10 
"2980001","0000","0000000","11-23-2009","09:55:44",                          528.13,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0128",      3 
"2980001","0000","0000000","11-09-2009","15:42:22",                          472.06,                           60.01,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0122",      4 
"2980001","0000","0000000","11-25-2020","        ",                           45.24,                            4.76,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ","LV","P ","W ","00000","0180",     92 
"2980001","0000","0000000","08-16-2004","10:11:44",                          508.13,                           23.94,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0089",     24 
"2980001","0000","0000000","08-02-2021","        ",                           44.11,                            5.89,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0071",    146 
"2980001","0000","0000000","10-21-2011","13:19:05",                           31.11,                           18.89,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0104",     31 
"2980001","0000","0000000","12-31-2020","        ",                           48.30,                            1.70,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ","LV","P ","W ","00000","0221",    173 
"2980001","0000","0000000","01-07-2019","        ",                            0.00,                           50.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0195",    144 
"2980001","0000","0000000","04-15-2009","10:51:00",                            0.00,                          150.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0252",     10 
"2980001","0000","0000000","09-02-2021","        ",                           39.54,                           10.46,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0105",     29 
"2980001","0000","0000000","02-05-2021","        ",                           49.02,                            0.98,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ","LV","P ","W ","00000","0269",     21 
"2980001","0000","0000000","03-08-2021","        ",                           15.98,                            0.24,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0296",     61 
"2980001","0000","0000000","03-08-2021","        ",                            0.00,                           33.78,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0296",     61 
"2980001","0000","0000000","07-20-2021","        ",                           43.46,                            6.54,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ","LV","P ","W ","00000","0039",     67 
"2980001","0000","0000000","07-21-2010","12:35:14",                            0.00,                          100.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0039",     46 
"2980001","0000","0000000","03-11-2005","10:17:27",                           23.94,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0234",      3 
"2980001","0000","0000000","04-07-2021","        ",                           18.97,                           31.03,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0325",     60 
"2980001","0000","0000000","07-29-2009","15:19:05",                           63.95,                          186.05,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PRIOR YR PAYMENT        ","LV","P ","W ","00000","0052",    102 
"2980001","0000","0000000","01-12-2018","15:06:58",                            0.00,                           50.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0232",     44 
"2980001","0000","0000000","09-18-2017","11:08:36",                            0.00,                           50.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PRIOR YR PAYMENT        ","LV","P ","W ","00000","0135",     15 
"2980001","0000","0000000","06-19-2017","10:34:25",                            0.00,                           50.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PRIOR YR PAYMENT        ","LV","P ","W ","00000","0308",     87 
"2980001","0000","0000000","05-08-2017","12:25:55",                            0.00,                           50.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PRIOR YR PAYMENT        ","LV","P ","W ","00000","0284",      7 
"2980001","0000","0000000","04-10-2017","10:20:02",                            0.00,                           50.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PRIOR YR PAYMENT        ","LV","P ","W ","00000","0272",     11 
"2980001","0000","0000000","02-02-2017","11:29:02",                            0.00,                           50.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PRIOR YR PAYMENT        ","LV","P ","W ","00000","0233",     51 
"2980005","0000","0000000","04-26-2005","11:06:55",                          532.07,                          170.48,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0262",      4 
"2980005","0000","0000000","04-25-2011","12:24:28",                          532.07,                           56.83,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0201",     18 
"2980005","0000","0000000","04-24-2013","12:10:29",                          532.10,                           18.94,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0199",     11 
"2980005","0000","0000000","06-16-2004","10:26:48",                          532.07,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0330",      4 
"2980005","0000","0000000","04-23-2010","11:20:54",                          532.07,                           75.77,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0222",     17 
"2980005","0000","0000000","03-27-2006","11:03:52",                          532.07,                          151.53,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0229",      8 
"2980005","0000","0000000","04-23-2007","11:16:01",                          532.07,                          132.59,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0253",      7 
"2980005","0000","0000000","04-29-2009","10:17:15",                          532.07,                           94.71,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0257",     10 
"2980005","0000","0000000","04-24-2008","10:29:06",                          532.07,                          113.65,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0236",      2 
"2980005","0000","0000000","03-30-2012","13:29:06",                          532.07,                           37.88,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0183",     28 
"2980012","0000","0000000","06-21-2004","        ",                          532.07,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0333",      1 
"2980012","0000","0000000","06-03-2005","13:14:46",                         4788.66,                          194.42,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0287",     23 
"2980015","0000","0000000","01-14-2005","10:58:30",                         5320.73,                           79.81,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0184",     17 
"2980019","0000","0000000","03-14-2012","10:38:34",                         1064.17,                           37.88,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0174",     28 
"2980019","0000","0000000","03-17-2006","10:52:11",                          548.47,                          151.53,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0223",      4 
"2980019","0000","0000000","04-01-2008","13:51:36",                          532.07,                          113.65,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0225",     14 
"2980019","0000","0000000","04-27-2004","10:42:54",                          550.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0299",      3 
"2980019","0000","0000000","04-01-2010","10:45:09",                          532.07,                           75.77,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0214",     19 
"2980019","0000","0000000","04-01-2009","10:57:49",                          532.07,                           94.71,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0244",     13 
"2980019","0000","0000000","04-04-2011","11:22:41",                          532.07,                           56.83,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0193",      7 
"2980019","0000","0000000","03-31-2005","11:23:41",                          529.52,                          170.48,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0246",      8 
"2980019","0000","0000000","03-16-2007","10:45:50",                          500.29,                          132.59,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0235",     17 
"2980020","0000","0000000","04-27-2004","10:40:32",                         5320.73,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0299",      2 
"2980021","0000","0000000","04-10-2006","10:41:45",                          532.07,                          151.53,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0237",      9 
"2980021","0000","0000000","04-27-2004","10:43:42",                          532.07,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0299",      4 
"2980021","0000","0000000","05-02-2007","11:10:38",                          532.07,                          132.59,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0258",      4 
"2980021","0000","0000000","06-08-2007","15:10:06",                         3192.45,                           28.41,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0277",      1 
"2980021","0000","0000000","08-01-2005","10:49:36",                          532.07,                          210.39,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0061",    123 
"2980025","0000","0000000","06-19-2008","12:31:01",                          532.07,                          137.59,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0266",      1 
"2980025","0000","0000000","05-26-2011","11:19:43",                          145.06,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0213",     21 
"2980025","0000","0000000","05-11-2011","12:40:20",                           16.66,                           83.34,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0208",     27 
"2980025","0000","0000000","06-28-2011","        ",                           72.79,                            1.09,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0224",     48 
"2980025","0000","0000000","06-28-2011","11:26:18",                           18.14,                            7.98,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0224",     48 
"2980025","0000","0000000","04-25-2006","10:25:27",                          532.07,                          151.53,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0245",      4 
"2980025","0000","0000000","05-28-2013","13:29:21",                            0.00,                           89.74,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PRIOR YR PAYMENT        ","LV","P ","W ","00000","0215",      8 
"2980025","0000","0000000","05-28-2013","        ",                           10.11,                            0.15,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PRIOR YR PAYMENT        ","LV","P ","W ","00000","0215",      8 
"2980025","0000","0000000","12-15-2011","12:11:32",                           53.75,                           46.25,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PAYMENT                 ","LV","P ","W ","00000","0120",      1 
