"LIST ","DATE      ","TIME    ","TYPE","AMT1                            ","INT1                            ","AMT2                            ","INT2                            ","LIEN                            ","FEES                            ","DESC                    ","CERT#  ","SEQ    ","AGROSS                        ","BATCH","YR  " 
"01343","07-19-2021","        ","P ",                         6365.80,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0033","2020" 
"01343","01-06-2022","        ","P ",                            0.00,                            0.00,                         6365.79,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0218","2020" 
"01344","07-26-2021","        ","P ",                         1675.27,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0051","2020" 
"01344","12-28-2021","        ","P ",                            0.00,                            0.00,                         1675.26,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0208","2020" 
"01345","07-26-2021","        ","P ",                         6366.31,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2020" 
"01345","01-21-2022","        ","P ",                            0.00,                            0.00,                         6366.31,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0235","2020" 
"01346","06-30-2021","        ","P ",                         1002.18,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    109,                             0,"0416","2020" 
"01346","12-17-2021","        ","P ",                            0.00,                            0.00,                         1002.18,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     79,                             0,"0197","2020" 
"01347","06-17-2021","        ","P ",                         2452.69,                            0.00,                         2452.68,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0393","2020" 
"01348","07-28-2021","        ","P ",                         2993.38,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0057","2020" 
"01348","01-27-2022","        ","P ",                            0.00,                            0.00,                         2993.37,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0245","2020" 
"01349","07-26-2021","        ","P ",                         7339.76,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2020" 
"01349","01-04-2022","        ","P ",                            0.00,                            0.00,                         7339.75,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     58,                             0,"0214","2020" 
"01350","07-21-2021","        ","P ",                         2452.69,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    154,                             0,"0040","2020" 
"01350","01-10-2022","        ","P ",                            0.00,                            0.00,                         2452.68,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0221","2020" 
"01351","07-21-2021","        ","P ",                         2452.69,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    154,                             0,"0040","2020" 
"01351","01-10-2022","        ","P ",                            0.00,                            0.00,                         2452.68,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0221","2020" 
"01352","07-21-2021","        ","P ",                         4489.38,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    154,                             0,"0040","2020" 
"01352","01-10-2022","        ","P ",                            0.00,                            0.00,                         4489.38,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0221","2020" 
"01353","07-12-2021","        ","P ",                         5127.74,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    121,                             0,"0017","2020" 
"01353","01-10-2022","        ","P ",                            0.00,                            0.00,                         5127.73,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     27,                             0,"0220","2020" 
"01354","07-27-2021","        ","P ",                         5631.86,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    136,                             0,"0054","2020" 
"01354","01-21-2022","        ","P ",                            0.00,                            0.00,                         5631.85,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    171,                             0,"0237","2020" 
"01355","07-26-2021","        ","P ",                         2436.10,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2020" 
"01355","12-21-2021","        ","P ",                            0.00,                            0.00,                         2436.09,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0199","2020" 
"01356","07-21-2021","        ","P ",                         3400.82,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    166,                             0,"0040","2020" 
"01356","01-18-2022","        ","P ",                            0.00,                            0.00,                         3400.81,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     77,                             0,"0227","2020" 
"01357","06-23-2021","        ","P ",                         8567.04,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     63,                             0,"0403","2020" 
"01357","01-04-2022","        ","P ",                            0.00,                            0.00,                         8567.04,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    110,                             0,"0214","2020" 
"01358","07-26-2021","        ","P ",                         9110.47,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2020" 
"01358","01-21-2022","        ","P ",                            0.00,                            0.00,                         9110.46,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0235","2020" 
"01359","07-29-2021","        ","P ",                         2937.62,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    191,                             0,"0061","2020" 
"01359","01-31-2022","        ","P ",                            0.00,                            0.00,                         2937.61,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    130,                             0,"0252","2020" 
"01360","07-13-2021","        ","P ",                         4002.57,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    197,                             0,"0021","2020" 
"01360","01-04-2022","        ","P ",                            0.00,                            0.00,                         4002.57,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    178,                             0,"0214","2020" 
"01361","08-19-2021","        ","P ",                         5133.73,                          154.01,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     90,                             0,"0094","2020" 
"01361","01-31-2022","        ","P ",                            0.00,                            0.00,                         5133.72,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     18,                             0,"0252","2020" 
"01362","07-26-2021","        ","P ",                         4775.55,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     78,                             0,"0045","2020" 
"01362","01-06-2022","        ","P ",                            0.00,                            0.00,                         4775.54,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     80,                             0,"0216","2020" 
"01363","07-12-2021","        ","P ",                           42.25,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0019","2020" 
"01363","01-06-2022","        ","P ",                            0.00,                            0.00,                           42.25,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0218","2020" 
"01364","07-26-2021","        ","P ",                         4579.70,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2020" 
"01364","12-21-2021","        ","P ",                            0.00,                            0.00,                         4579.69,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0199","2020" 
"01365","07-22-2021","        ","P ",                         7575.98,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     12,                             0,"0043","2020" 
"01365","01-21-2022","        ","P ",                            0.00,                            0.00,                         7575.97,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     61,                             0,"0237","2020" 
"01366","06-23-2021","        ","P ",                         4082.11,                            0.00,                         4082.11,                            0.00,                            0.00,                            0.00,"BOTH PAYMENTS           ",      0,    182,                             0,"0402","2020" 
"01367","07-12-2021","        ","P ",                         3760.19,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,      5,                             0,"0018","2020" 
"01367","02-11-2022","        ","P ",                            0.00,                            0.00,                         3760.19,                          112.81,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     33,                             0,"0264","2020" 
"01368","07-26-2021","        ","P ",                         5390.99,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2020" 
"01368","01-21-2022","        ","P ",                            0.00,                            0.00,                         5390.98,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0235","2020" 
"01369","06-29-2021","        ","P ",                         6749.46,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0414","2020" 
"01369","01-05-2022","        ","P ",                            0.00,                            0.00,                         6749.46,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0215","2020" 
"01370","07-26-2021","        ","P ",                         6345.10,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2020" 
"01370","12-21-2021","        ","P ",                            0.00,                            0.00,                         6345.10,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0199","2020" 
"01371","07-26-2021","        ","P ",                         3108.32,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2020" 
"01371","12-21-2021","        ","P ",                            0.00,                            0.00,                         3108.32,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0199","2020" 
"01372","07-26-2021","        ","P ",                         7012.37,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2020" 
"01372","01-21-2022","        ","P ",                            0.00,                            0.00,                         7012.36,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0235","2020" 
"01373","06-28-2021","        ","P ",                         9234.31,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     18,                             0,"0413","2020" 
"01373","01-21-2022","        ","P ",                            0.00,                            0.00,                         9234.30,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0235","2020" 
"01374","07-26-2021","        ","P ",                         2873.81,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2020" 
"01374","01-21-2022","        ","P ",                            0.00,                            0.00,                         2873.81,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0235","2020" 
"01375","07-26-2021","        ","P ",                         5292.46,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2020" 
"01375","12-21-2021","        ","P ",                            0.00,                            0.00,                         5292.46,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0199","2020" 
"01376","07-26-2021","        ","P ",                         6592.78,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2020" 
"01376","01-21-2022","        ","P ",                            0.00,                            0.00,                         6592.78,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0235","2020" 
"01377","07-27-2021","        ","P ",                         3225.32,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     44,                             0,"0056","2020" 
"01377","01-19-2022","        ","P ",                            0.00,                            0.00,                         3225.32,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0230","2020" 
"01378","07-26-2021","        ","P ",                         7591.20,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2020" 
"01378","01-21-2022","        ","P ",                            0.00,                            0.00,                         7591.20,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0235","2020" 
"01379","07-26-2021","        ","P ",                         3810.14,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2020" 
"01379","01-21-2022","        ","P ",                            0.00,                            0.00,                         3810.14,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0235","2020" 
"01380","07-27-2021","        ","P ",                         3205.99,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    113,                             0,"0054","2020" 
"01380","01-05-2022","        ","P ",                            0.00,                            0.00,                         3205.99,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0215","2020" 
"01381","07-09-2021","        ","P ",                         3400.82,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PAYMENT      ",      0,      1,                             0,"0015","2020" 
"01381","01-25-2022","        ","P ",                            0.00,                            0.00,                         3400.81,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     74,                             0,"0241","2020" 
"01382","07-26-2021","        ","P ",                         2365.62,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2020" 
"01382","12-21-2021","        ","P ",                            0.00,                            0.00,                         2365.62,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0199","2020" 
"01383","07-27-2021","        ","P ",                         8417.03,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     24,                             0,"0054","2020" 
"01383","01-10-2022","        ","P ",                            0.00,                            0.00,                         8417.03,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    167,                             0,"0220","2020" 
"01384","07-09-2021","        ","P ",                         3028.27,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PAYMENT      ",      0,      1,                             0,"0015","2020" 
"01384","01-25-2022","        ","P ",                            0.00,                            0.00,                         3028.27,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     72,                             0,"0241","2020" 
"01385","07-26-2021","        ","P ",                         5093.19,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2020" 
"01385","12-21-2021","        ","P ",                            0.00,                            0.00,                         5093.18,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0199","2020" 
"01386","06-01-2021","        ","A ",                         -795.00,                            0.00,                         -795.00,                            0.00,                            0.00,                            0.00,"HOMEOWNER BENEFIT       ",      0,      0,                             0,"0000","2020" 
"01386","08-02-2021","        ","P ",                         1827.20,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    140,                             0,"0069","2020" 
"01386","01-31-2022","        ","P ",                            0.00,                            0.00,                         1827.19,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    167,                             0,"0252","2020" 
"01387","07-29-2021","        ","P ",                         4564.98,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    101,                             0,"0061","2020" 
"01387","01-18-2022","        ","P ",                            0.00,                            0.00,                         4564.98,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0229","2020" 
"01388","07-26-2021","        ","P ",                        14706.37,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2020" 
"01388","12-21-2021","        ","P ",                            0.00,                            0.00,                        14706.36,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0199","2020" 
"01389","06-30-2021","        ","P ",                         3999.15,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0417","2020" 
"01389","01-25-2022","        ","P ",                            0.00,                            0.00,                         3999.15,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     74,                             0,"0241","2020" 
"01390","07-14-2021","        ","P ",                         6559.77,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    169,                             0,"0022","2020" 
"01390","02-11-2022","        ","P ",                            0.00,                            0.00,                         6559.77,                          196.79,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     18,                             0,"0264","2020" 
"01391","07-09-2021","        ","P ",                         2626.82,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PAYMENT      ",      0,      1,                             0,"0015","2020" 
"01391","01-25-2022","        ","P ",                            0.00,                            0.00,                         2626.81,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     72,                             0,"0241","2020" 
"01392","07-26-2021","        ","P ",                         4438.75,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2020" 
"01392","01-31-2022","        ","P ",                            0.00,                            0.00,                         4438.75,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0250","2020" 
"01393","07-29-2021","        ","P ",                         3898.40,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    142,                             0,"0064","2020" 
"01393","01-25-2022","        ","P ",                            0.00,                            0.00,                         3898.40,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     78,                             0,"0241","2020" 
"01394","08-02-2021","        ","P ",                         3635.50,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     26,                             0,"0069","2020" 
"01394","01-31-2022","        ","P ",                            0.00,                            0.00,                         3635.49,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    116,                             0,"0249","2020" 
"01395","06-23-2021","        ","P ",                         3272.02,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    134,                             0,"0402","2020" 
"01395","01-31-2022","        ","P ",                            0.00,                            0.00,                         3272.01,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    202,                             0,"0249","2020" 
"01396","06-23-2021","        ","P ",                         4989.87,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    133,                             0,"0402","2020" 
"01396","01-31-2022","        ","P ",                            0.00,                            0.00,                         4989.87,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    201,                             0,"0249","2020" 
"01397","07-16-2021","        ","P ",                         6131.63,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0031","2020" 
"01397","12-08-2021","        ","P ",                            0.00,                            0.00,                         6131.63,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0188","2020" 
"01398","07-26-2021","        ","P ",                         3430.58,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2020" 
"01398","01-21-2022","        ","P ",                            0.00,                            0.00,                         3430.58,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0235","2020" 
"01399","08-02-2021","        ","P ",                         5601.21,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     41,                             0,"0069","2020" 
"01399","01-31-2022","        ","P ",                            0.00,                            0.00,                         5601.20,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     35,                             0,"0249","2020" 
"01400","07-26-2021","        ","P ",                         3254.23,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2020" 
"01400","01-21-2022","        ","P ",                            0.00,                            0.00,                         3254.22,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0235","2020" 
"01401","07-26-2021","        ","P ",                         3186.32,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2020" 
"01401","01-21-2022","        ","P ",                            0.00,                            0.00,                         3186.32,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0235","2020" 
"01402","08-02-2021","        ","P ",                         2311.57,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     89,                             0,"0072","2020" 
"01402","01-12-2022","        ","P ",                            0.00,                            0.00,                         2311.57,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,      7,                             0,"0223","2020" 
"01403","09-02-2021","        ","P ",                         1485.70,                           67.87,                            0.00,                            0.00,                            0.00,                            0.00,"PARTIAL PAYMENT         ",      0,   9999,                             0,"0105","2020" 
"01404","07-26-2021","        ","P ",                         5503.71,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2020" 
"01404","01-21-2022","        ","P ",                            0.00,                            0.00,                         5503.70,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0235","2020" 
"01405","07-20-2021","        ","P ",                         9255.86,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     15,                             0,"0038","2020" 
"01405","01-19-2022","        ","P ",                            0.00,                            0.00,                         9255.86,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     73,                             0,"0231","2020" 
"01406","07-26-2021","        ","P ",                         3232.51,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2020" 
"01406","12-21-2021","        ","P ",                            0.00,                            0.00,                         3232.50,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0199","2020" 
"01407","07-26-2021","        ","P ",                         3956.05,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2020" 
"01407","01-21-2022","        ","P ",                            0.00,                            0.00,                         3956.04,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0235","2020" 
"01408","07-26-2021","        ","P ",                         2452.69,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2020" 
"01408","01-21-2022","        ","P ",                            0.00,                            0.00,                         2452.68,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0235","2020" 
"01409","07-26-2021","        ","P ",                         4528.89,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2020" 
"01409","01-21-2022","        ","P ",                            0.00,                            0.00,                         4528.89,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0235","2020" 
"01410","07-13-2021","        ","P ",                         5187.61,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    118,                             0,"0021","2020" 
"01410","01-04-2022","        ","P ",                            0.00,                            0.00,                         5187.60,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    100,                             0,"0214","2020" 
"01411","07-19-2021","        ","P ",                         3668.51,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0035","2020" 
"01411","12-21-2021","        ","P ",                            0.00,                            0.00,                         3668.51,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0199","2020" 
"01412","07-26-2021","        ","P ",                        18330.92,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2020" 
"01412","01-21-2022","        ","P ",                            0.00,                            0.00,                        18330.91,                            0.00,                            0.00,                            0.00,"SECOND HALF PMT         ",      0,      1,                             0,"0235","2020" 
"01413","07-26-2021","        ","P ",                         3797.48,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"FIRST HALF PMT          ",      0,      1,                             0,"0050","2020" 
