PARCEL_ID,STREET,Current_Connection,COMACT,Wtr_Supp,DOM_WATER,SDATE,Sold_2021,low2_dbld_values,charge_1000_gals,low 2 x base(4.53),calc minimum 180,Oct_Cost_Num,April_Cost,Calc_Tot_Ann_Cost, Tot_Ann_Cost_num ,
6020015,CHERRY TREE LANE,TOASewer,RES,PUBLIC,PUBLIC,2-Apr-04,N/A,16,$4.53 ,$72.48 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
6020017,CHERRY TREE LANE,TOASewer,RES,PUBLIC,PUBLIC,9-Apr-10,N/A,66,$4.53 ,$298.98 ,$298.98 ,$298.98 ,$257.50 ,$556.48 ,$556.48 ,
6020018,CHERRY TREE LANE,TOASewer,RES,PUBLIC,PUBLIC,10-May-19,N/A,14,$4.53 ,$63.42 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
6020020,CHERRY TREE LANE,TOASewer,RES,PUBLIC,PUBLIC,30-Oct-03,N/A,16,$4.53 ,$72.48 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
6020022,CHERRY TREE LANE,TOASewer,RES,PUBLIC,PUBLIC,28-May-04,N/A,24,$4.53 ,$108.72 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
6020024,CHERRY TREE LANE,TOASewer,RES,PUBLIC,PUBLIC,13-Nov-18,N/A,16,$4.53 ,$72.48 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
6020026,CHERRY TREE LANE,TOASewer,RES,PUBLIC,PUBLIC,30-Jun-04,N/A,32,$4.53 ,$144.96 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1760001,CHESTNUT DRIVE,TOASewer,RES,PUBLIC,PUBLIC,28-Sep-18,N/A,46,$4.53 ,$208.38 ,$208.38 ,$208.38 ,$257.50 ,$465.88 ,$465.88 ,
1760002,CHESTNUT DRIVE,TOASewer,RES,PUBLIC,PUBLIC,7-Aug-17,N/A,20,$4.53 ,$90.60 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1760003,CHESTNUT DRIVE,TOASewer,RES,PUBLIC,PUBLIC,27-Jul-05,N/A,12,$4.53 ,$54.36 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1760004,CHESTNUT DRIVE,TOASewer,RES,PUBLIC,PUBLIC,28-Jan-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1760005,CHESTNUT DRIVE,TOASewer,RES,PUBLIC,PUBLIC,9-Mar-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1760006,CHESTNUT DRIVE,TOASewer,RES,PUBLIC,PUBLIC,21-Aug-20,N/A,32,$4.53 ,$144.96 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1760007,CHESTNUT DRIVE,TOASewer,RES,PUBLIC,PUBLIC,31-Aug-00,N/A,32,$4.53 ,$144.96 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1760008,CHESTNUT DRIVE,TOASewer,RES,PUBLIC,PUBLIC,18-Mar-05,N/A,42,$4.53 ,$190.26 ,$190.26 ,$190.26 ,$257.50 ,$447.76 ,$447.76 ,
1760009,CHESTNUT DRIVE,TOASewer,RES,PUBLIC,PUBLIC,29-May-97,N/A,22,$4.53 ,$99.66 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1760010,CHESTNUT DRIVE,TOASewer,RES,PUBLIC,PUBLIC,3-Mar-99,N/A,22,$4.53 ,$99.66 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1760011,CHESTNUT DRIVE,TOASewer,RES,PUBLIC,PUBLIC,2-Sep-20,N/A,28,$4.53 ,$126.84 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1760012,CHESTNUT DRIVE,TOASewer,RES,PUBLIC,PUBLIC,6-Sep-02,N/A,34,$4.53 ,$154.02 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1760013,CHESTNUT DRIVE,TOASewer,RES,PUBLIC,PUBLIC,3-Apr-06,N/A,36,$4.53 ,$163.08 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1760014,CHESTNUT DRIVE,TOASewer,RES,PUBLIC,PUBLIC,1-Sep-16,N/A,34,$4.53 ,$154.02 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1760015,CHESTNUT DRIVE,TOASewer,RES,PUBLIC,PUBLIC,25-Jul-18,N/A,8,$4.53 ,$36.24 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1760016,CHESTNUT DRIVE,TOASewer,RES,PUBLIC,PUBLIC,29-Jul-91,N/A,4,$4.53 ,$18.12 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1760017,CHESTNUT DRIVE,TOASewer,RES,PUBLIC,PUBLIC,9-Dec-91,N/A,8,$4.53 ,$36.24 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1760018,CHESTNUT DRIVE,TOASewer,RES,PUBLIC,PUBLIC,23-Nov-93,N/A,16,$4.53 ,$72.48 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1760019,CHESTNUT DRIVE,TOASewer,RES,PUBLIC,PUBLIC,5-Dec-06,N/A,32,$4.53 ,$144.96 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1760020,CHESTNUT DRIVE,TOASewer,RES,PUBLIC,PUBLIC,27-Sep-00,N/A,18,$4.53 ,$81.54 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1760021,CHESTNUT DRIVE,TOASewer,RES,PUBLIC,PUBLIC,3-Dec-01,N/A,16,$4.53 ,$72.48 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1760022,CHESTNUT DRIVE,TOASewer,RES,PUBLIC,PUBLIC,21-Oct-20,N/A,32,$4.53 ,$144.96 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1760023,CHESTNUT DRIVE,TOASewer,RES,PUBLIC,PUBLIC,13-Dec-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1760024,CHESTNUT DRIVE,TOASewer,RES,PUBLIC,PUBLIC,27-Jan-20,N/A,12,$4.53 ,$54.36 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1760025,CHESTNUT DRIVE,TOASewer,RES,PUBLIC,PUBLIC,12-Nov-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1760026,CHESTNUT DRIVE,TOASewer,RES,PUBLIC,PUBLIC,4-Jan-10,N/A,24,$4.53 ,$108.72 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1760027,CHESTNUT DRIVE,TOASewer,RES,PUBLIC,PUBLIC,11-Jul-17,N/A,22,$4.53 ,$99.66 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1760028,CHESTNUT DRIVE,TOASewer,RES,PUBLIC,PUBLIC,3-Sep-19,N/A,12,$4.53 ,$54.36 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1770005,CHEVAS ROAD,TOASewer,RES,PUBLIC,PUBLIC,2-Sep-83,N/A,20,$4.53 ,$90.60 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1770009,CHEVAS ROAD,TOASewer,RES,PUBLIC,PUBLIC,18-Jul-78,N/A,54,$4.53 ,$244.62 ,$244.62 ,$244.62 ,$257.50 ,$502.12 ,$502.12 ,
1770015,CHEVAS ROAD,TOASewer,RES,PUBLIC,PUBLIC,15-May-78,N/A,40,$4.53 ,$181.20 ,$181.20 ,$181.20 ,$257.50 ,$438.70 ,$438.70 ,
1770021,CHEVAS ROAD,TOASewer,RES,PUBLIC,PUBLIC,16-Nov-09,N/A,82,$4.53 ,$371.46 ,$371.46 ,$371.46 ,$257.50 ,$628.96 ,$628.96 ,
1770025,CHEVAS ROAD,TOASewer,RES,PUBLIC,PUBLIC,19-Jul-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1770028,CHEVAS ROAD,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1770035,CHEVAS ROAD,TOASewer,RES,PUBLIC,PUBLIC,6-Aug-12,N/A,26,$4.53 ,$117.78 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1770043,CHEVAS ROAD,TOASewer,RES,PUBLIC,PUBLIC,14-Dec-17,N/A,30,$4.53 ,$135.90 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1770049,CHEVAS ROAD,TOASewer,RES,PUBLIC,PUBLIC,12-Apr-17,N/A,54,$4.53 ,$244.62 ,$244.62 ,$244.62 ,$257.50 ,$502.12 ,$502.12 ,
1770055,CHEVAS ROAD,TOASewer,RES,PUBLIC,PUBLIC,18-Oct-16,N/A,46,$4.53 ,$208.38 ,$208.38 ,$208.38 ,$257.50 ,$465.88 ,$465.88 ,
1770061,CHEVAS ROAD,TOASewer,RES,PUBLIC,PUBLIC,20-Jul-18,N/A,38,$4.53 ,$172.14 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1770067,CHEVAS ROAD,TOASewer,RES,PUBLIC,PUBLIC,16-Feb-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1770073,CHEVAS ROAD,TOASewer,RES,PUBLIC,PUBLIC,1-Jul-02,N/A,42,$4.53 ,$190.26 ,$190.26 ,$190.26 ,$257.50 ,$447.76 ,$447.76 ,
1770076,CHEVAS ROAD,TOASewer,RES,PUBLIC,PUBLIC,8-Jun-01,N/A,58,$4.53 ,$262.74 ,$262.74 ,$262.74 ,$257.50 ,$520.24 ,$520.24 ,
1770081,CHEVAS ROAD,TOASewer,RES,PUBLIC,PUBLIC,16-May-03,N/A,42,$4.53 ,$190.26 ,$190.26 ,$190.26 ,$257.50 ,$447.76 ,$447.76 ,
1770082,CHEVAS ROAD,TOASewer,RES,PUBLIC,PUBLIC,17-Feb-04,N/A,26,$4.53 ,$117.78 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1770086,CHEVAS ROAD,TOASewer,RES,PUBLIC,PUBLIC,25-Nov-20,N/A,10,$4.53 ,$45.30 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1770087,CHEVAS ROAD,TOASewer,RES,PUBLIC,PUBLIC,8-Feb-18,N/A,42,$4.53 ,$190.26 ,$190.26 ,$190.26 ,$257.50 ,$447.76 ,$447.76 ,
1770094,CHEVAS ROAD,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1770100,CHEVAS ROAD,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1770106,CHEVAS ROAD,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1770111,CHEVAS ROAD,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1770112,CHEVAS ROAD,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1770118,CHEVAS ROAD,TOASewer,RES,PUBLIC,PUBLIC,11-Jul-19,N/A,48,$4.53 ,$217.44 ,$217.44 ,$217.44 ,$257.50 ,$474.94 ,$474.94 ,
1780055,CHIDSEY ROAD,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
6250001,CHURCHILL PLACE,TOASewer,RES,PUBLIC,PUBLIC,5-Jul-05,N/A,26,$4.53 ,$117.78 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
6250002,CHURCHILL PLACE,TOASewer,RES,PUBLIC,PUBLIC,5-Jul-06,N/A,164,$4.53 ,$742.92 ,$742.92 ,$742.92 ,$257.50 ,"$1,000.42 ","$1,000.42 ",
6250003,CHURCHILL PLACE,TOASewer,RES,PUBLIC,PUBLIC,15-Oct-19,N/A,50,$4.53 ,$226.50 ,$226.50 ,$226.50 ,$257.50 ,$484.00 ,$484.00 ,
6250004,CHURCHILL PLACE,TOASewer,RES,PUBLIC,PUBLIC,1-Jun-05,N/A,80,$4.53 ,$362.40 ,$362.40 ,$362.40 ,$257.50 ,$619.90 ,$619.90 ,
6250006,CHURCHILL PLACE,TOASewer,RES,PUBLIC,PUBLIC,1-Sep-17,N/A,54,$4.53 ,$244.62 ,$244.62 ,$244.62 ,$257.50 ,$502.12 ,$502.12 ,
6250008,CHURCHILL PLACE,TOASewer,RES,PUBLIC,PUBLIC,27-Jul-12,N/A,118,$4.53 ,$534.54 ,$534.54 ,$534.54 ,$257.50 ,$792.04 ,$792.04 ,
6250009,CHURCHILL PLACE,TOASewer,RES,PUBLIC,PUBLIC,27-Jul-15,N/A,88,$4.53 ,$398.64 ,$398.64 ,$398.64 ,$257.50 ,$656.14 ,$656.14 ,
6250010,CHURCHILL PLACE,TOASewer,RES,PUBLIC,PUBLIC,8-Aug-05,N/A,44,$4.53 ,$199.32 ,$199.32 ,$199.32 ,$257.50 ,$456.82 ,$456.82 ,
6250012,CHURCHILL PLACE,TOASewer,RES,PUBLIC,PUBLIC,6-Jul-09,N/A,96,$4.53 ,$434.88 ,$434.88 ,$434.88 ,$257.50 ,$692.38 ,$692.38 ,
6250015,CHURCHILL PLACE,TOASewer,RES,PUBLIC,PUBLIC,2-Jul-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
5930001,CLEARBROOK,TOASewer,RES,PUBLIC,PUBLIC,2-Mar-04,N/A,14,$4.53 ,$63.42 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
5930002,CLEARBROOK,TOASewer,RES,PUBLIC,PUBLIC,5-Oct-17,N/A,60,$4.53 ,$271.80 ,$271.80 ,$271.80 ,$257.50 ,$529.30 ,$529.30 ,
5930003,CLEARBROOK,TOASewer,RES,PUBLIC,PUBLIC,1-May-15,N/A,22,$4.53 ,$99.66 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
5360003,CLEARWATER COURT,TOASewer,RES,PUBLIC,PUBLIC,7-Nov-03,N/A,66,$4.53 ,$298.98 ,$298.98 ,$298.98 ,$257.50 ,$556.48 ,$556.48 ,
5360004,CLEARWATER COURT,TOASewer,RES,PUBLIC,PUBLIC,29-Apr-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
5360008,CLEARWATER COURT,TOASewer,RES,PUBLIC,PUBLIC,20-Aug-18,N/A,68,$4.53 ,$308.04 ,$308.04 ,$308.04 ,$257.50 ,$565.54 ,$565.54 ,
5360012,CLEARWATER COURT,TOASewer,RES,PUBLIC,PUBLIC,28-Jul-03,N/A,10,$4.53 ,$45.30 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1810002,CLIFF DRIVE,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1810004,CLIFF DRIVE,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1810005,CLIFF DRIVE,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1810006,CLIFF DRIVE,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1810010,CLIFF DRIVE,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1810013,CLIFF DRIVE,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1810014,CLIFF DRIVE,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1810017,CLIFF DRIVE,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1810019,CLIFF DRIVE,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1810020,CLIFF DRIVE,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1810021,CLIFF DRIVE,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1810024,CLIFF DRIVE,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1810026,CLIFF DRIVE,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1810034,CLIFF DRIVE,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1810035,CLIFF DRIVE,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1810037,CLIFF DRIVE,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1810038,CLIFF DRIVE,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1810040,CLIFF DRIVE,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1810046,CLIFF DRIVE,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1810050,CLIFF DRIVE,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1830065,CLIMAX ROAD,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1830086,CLIMAX ROAD,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1830095,CLIMAX ROAD,TOASewer,RES,PUBLIC,PUBLIC,7-Jun-02,N/A,42,$4.53 ,$190.26 ,$190.26 ,$190.26 ,$257.50 ,$447.76 ,$447.76 ,
1830100,CLIMAX ROAD,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1830112,CLIMAX ROAD,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1830120,CLIMAX ROAD,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1830131,CLIMAX ROAD,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1830136,CLIMAX ROAD,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1840001,CLOVER COURT,TOASewer,RES,PUBLIC,PUBLIC,16-Nov-18,N/A,34,$4.53 ,$154.02 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1840002,CLOVER COURT,TOASewer,RES,PUBLIC,PUBLIC,8-Mar-02,N/A,40,$4.53 ,$181.20 ,$181.20 ,$181.20 ,$257.50 ,$438.70 ,$438.70 ,
1840003,CLOVER COURT,TOASewer,RES,PUBLIC,PUBLIC,5-Jul-95,N/A,36,$4.53 ,$163.08 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1840004,CLOVER COURT,TOASewer,RES,PUBLIC,PUBLIC,15-Apr-13,N/A,22,$4.53 ,$99.66 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1840005,CLOVER COURT,TOASewer,RES,PUBLIC,PUBLIC,1-Apr-16,N/A,30,$4.53 ,$135.90 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1840006,CLOVER COURT,TOASewer,RES,PUBLIC,PUBLIC,23-Sep-03,N/A,28,$4.53 ,$126.84 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1840007,CLOVER COURT,TOASewer,RES,PUBLIC,PUBLIC,3-Aug-05,N/A,44,$4.53 ,$199.32 ,$199.32 ,$199.32 ,$257.50 ,$456.82 ,$456.82 ,
1840008,CLOVER COURT,TOASewer,RES,PUBLIC,PUBLIC,3-Dec-20,N/A,14,$4.53 ,$63.42 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1840009,CLOVER COURT,TOASewer,RES,PUBLIC,PUBLIC,31-Mar-00,N/A,8,$4.53 ,$36.24 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1840010,CLOVER COURT,TOASewer,RES,PUBLIC,PUBLIC,3-Apr-78,N/A,38,$4.53 ,$172.14 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1840011,CLOVER COURT,TOASewer,RES,PUBLIC,PUBLIC,29-Jul-05,N/A,26,$4.53 ,$117.78 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1840012,CLOVER COURT,TOASewer,RES,PUBLIC,PUBLIC,11-Jan-13,N/A,22,$4.53 ,$99.66 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1850004,COACHMANS RUN,TOASewer,RES,PUBLIC,PUBLIC,15-Jul-03,N/A,44,$4.53 ,$199.32 ,$199.32 ,$199.32 ,$257.50 ,$456.82 ,$456.82 ,
1850005,COACHMANS RUN,TOASewer,RES,PUBLIC,PUBLIC,31-Oct-96,N/A,44,$4.53 ,$199.32 ,$199.32 ,$199.32 ,$257.50 ,$456.82 ,$456.82 ,
1850012,COACHMANS RUN,TOASewer,RES,PUBLIC,PUBLIC,6-Jul-20,N/A,64,$4.53 ,$289.92 ,$289.92 ,$289.92 ,$257.50 ,$547.42 ,$547.42 ,
1850016,COACHMANS RUN,TOASewer,RES,PUBLIC,PUBLIC,9-Aug-11,N/A,42,$4.53 ,$190.26 ,$190.26 ,$190.26 ,$257.50 ,$447.76 ,$447.76 ,
1850017,COACHMANS RUN,TOASewer,RES,PUBLIC,PUBLIC,6-Sep-11,N/A,62,$4.53 ,$280.86 ,$280.86 ,$280.86 ,$257.50 ,$538.36 ,$538.36 ,
1850022,COACHMANS RUN,TOASewer,RES,PUBLIC,PUBLIC,6-Jun-17,N/A,24,$4.53 ,$108.72 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1850027,COACHMANS RUN,TOASewer,RES,PUBLIC,PUBLIC,1-Jun-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1850028,COACHMANS RUN,TOASewer,RES,PUBLIC,PUBLIC,7-Mar-84,N/A,28,$4.53 ,$126.84 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1860005,COLBY WAY,TOASewer,RES,PUBLIC,PUBLIC,3-Mar-20,N/A,68,$4.53 ,$308.04 ,$308.04 ,$308.04 ,$257.50 ,$565.54 ,$565.54 ,
1860014,COLBY WAY,TOASewer,RES,PUBLIC,PUBLIC,1-Aug-19,N/A,30,$4.53 ,$135.90 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1860017,COLBY WAY,TOASewer,RES,PUBLIC,PUBLIC,23-Aug-89,N/A,78,$4.53 ,$353.34 ,$353.34 ,$353.34 ,$257.50 ,$610.84 ,$610.84 ,
1870008,COLD SPRING ROAD,TOASewer,RES,PUBLIC,PUBLIC,2-May-07,N/A,88,$4.53 ,$398.64 ,$398.64 ,$398.64 ,$257.50 ,$656.14 ,$656.14 ,
1870015,COLD SPRING ROAD,TOASewer,RES,PUBLIC,PUBLIC,17-Jun-13,N/A,28,$4.53 ,$126.84 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1870016,COLD SPRING ROAD,TOASewer,RES,PUBLIC,PUBLIC,14-Nov-13,N/A,84,$4.53 ,$380.52 ,$380.52 ,$380.52 ,$257.50 ,$638.02 ,$638.02 ,
1870019,COLD SPRING ROAD,TOASewer,RES,PUBLIC,PUBLIC,29-Jul-02,N/A,104,$4.53 ,$471.12 ,$471.12 ,$471.12 ,$257.50 ,$728.62 ,$728.62 ,
1870022,COLD SPRING ROAD,TOASewer,RES,PUBLIC,PUBLIC,1-Apr-98,N/A,30,$4.53 ,$135.90 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1870023,COLD SPRING ROAD,TOASewer,RES,PUBLIC,PUBLIC,18-Dec-91,N/A,34,$4.53 ,$154.02 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1870027,COLD SPRING ROAD,TOASewer,RES,PUBLIC,PUBLIC,10-Mar-14,N/A,72,$4.53 ,$326.16 ,$326.16 ,$326.16 ,$257.50 ,$583.66 ,$583.66 ,
1870028,COLD SPRING ROAD,TOASewer,RES,PUBLIC,PUBLIC,22-Dec-94,N/A,32,$4.53 ,$144.96 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
1870032,COLD SPRING ROAD,TOASewer,RES,PUBLIC,PUBLIC,30-Aug-99,N/A,48,$4.53 ,$217.44 ,$217.44 ,$217.44 ,$257.50 ,$474.94 ,$474.94 ,
1870033,COLD SPRING ROAD,TOASewer,RES,PUBLIC,PUBLIC,24-May-12,N/A,52,$4.53 ,$235.56 ,$235.56 ,$235.56 ,$257.50 ,$493.06 ,$493.06 ,
1870038,COLD SPRING ROAD,TOASewer,RES,PUBLIC,PUBLIC,26-Mar-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
1870041,COLD SPRING ROAD,TOASewer,RES,PUBLIC,PUBLIC,1-Aug-11,N/A,72,$4.53 ,$326.16 ,$326.16 ,$326.16 ,$257.50 ,$583.66 ,$583.66 ,
1870058,COLD SPRING ROAD,TOASewer,RES,PUBLIC,PUBLIC,21-Mar-13,N/A,60,$4.53 ,$271.80 ,$271.80 ,$271.80 ,$257.50 ,$529.30 ,$529.30 ,
1870063,COLD SPRING ROAD,TOASewer,RES,PUBLIC,PUBLIC,28-Sep-18,N/A,44,$4.53 ,$199.32 ,$199.32 ,$199.32 ,$257.50 ,$456.82 ,$456.82 ,
