"PROP   ","CARD#","_ACODE","_BCODE","_CCODE","_DCODE","_ECODE","_FCODE","_GCODE","_HCODE","_ICODE","_JCODE","_KCODE","_LCODE","_MCODE","_NCODE","_OCODE","_PCODE","_QCODE","_RCODE","PRISH                          ","BLDYR","RMDYR","EFYRBLD","CONSTR","B1PER                           ","B1USE","B2PER                           ","B2USE","F1PER                           ","F1USE","F2PER                           ","F2USE","S1PER                           ","S1USE","S2PER                           ","S2USE","T1PER                           ","T1USE","T2PER                           ","T2USE","U1PER                           ","U1USE","U2PER                           ","U2USE","B1PRADJ                         ","B2PRADJ                         ","F1PRADJ                         ","F2PRADJ                         ","S1PRADJ                         ","S2PRADJ                         ","T1PRADJ                         ","T2PRADJ                         ","U1PRADJ                         ","U2PRADJ                         ","B1VALUE                       ","B2VALUE                       ","F1VALUE                       ","F2VALUE                       ","S1VALUE                       ","S2VALUE                       ","T1VALUE                       ","T2VALUE                       ","U1VALUE                       ","U2VALUE                       ","1OCODE","1OSIZE                        ","1OQTY                         ","1OVAL                         ","2OCODE","2OSIZE                        ","2OQTY                         ","2OVAL                         ","3OCODE","3OSIZE                        ","3OQTY                         ","3OVAL                         ","4OCODE","4OSIZE                        ","4OQTY                         ","4OVAL                         ","5OCODE","5OSIZE                        ","5OQTY                         ","5OVAL                         ","MAIN_AREA                     ","AT_AREA                       ","MAIN_VALUE                    ","BSMT_VALUE                    ","HEAT_VALUE                    ","PLUMB_VALUE                   ","AT_VALUE                      ","T_OTHER_VALUE                 ","C_D_FACTOR                      ","CDU","DEPREC                        ","LIV_VALUE                     ","CAR_VALUE                     ","BEDRM_VALUE                   ","BATH_VALUE                    ","GRADE_VALUE                   ","LAND_VALUE                    ","POOL_VALUE                    ","TENNIS_VALUE                  ","SHED_VALUE                    ","MADJ_VALUE                    ","MREASON                               ","CONDO_STYLE","TSEQ                          ","DLC        " 
"3900060","01","41","10","05","05","05","02","02","02","02","02","30","99","99","  ","01","05","05","05",                               ,"1973","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"41",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                           56.56,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                       4496410,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"SS1 ",                         79498,                              ,                        166950,"LD5 ",                              ,                            10,                         47500,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                         79498,                              ,                       1177720,                        824400,                              ,                              ,                              ,                              ,                            1.00,"  ",                            75,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          6622,"13-Oct-2023" 
"3970002","01","53","01","01","02","01","02","02","02","02","01","40","99","01","02","01","05","05","05",                               ,"1989","    ","    "," ",                           60.00,"86",                           40.00,"53",                          100.00,"52",                                ,"  ",                          100.00,"53",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           29.91,                           97.84,                          151.77,                                ,                          104.36,                                ,                                ,                                ,                                ,                                ,                         28890,                         63010,                        244350,                              ,                        168020,                              ,                              ,                              ,                              ,                              ,"EL1 ",                              ,                             1,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          1610,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                            1.00,"  ",                            35,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          2729,"26-Sep-2008" 
"3970034","01","53","01","01","02","04","01","02","03","01","01","30","  ","01","03","01","04","04","  ",                               ,"1900","    ","    "," ",                          100.00,"86",                                ,"  ",                          100.00,"53",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           29.91,                                ,                          130.45,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                        236080,                              ,                       1029640,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          7893,                              ,                        632860,                        443000,                              ,                              ,                              ,                              ,                            1.00,"  ",                            50,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          2730,"26-Sep-2008" 
"3970055","01","21","03","01","01","01","02","02","08","03","01","50","99","04","  ","03","05","05","  ",                               ,"2004","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"21",                                ,"  ",                           83.00,"21",                                ,"  ",                           83.00,"21",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                          104.80,                                ,                           83.84,                                ,                           83.84,                                ,                                ,                                ,                              ,                              ,                       2929890,                              ,                       1945420,                              ,                       1945420,                              ,                              ,                              ,"OP1 ",                           276,                              ,                         11870,"EL1 ",                              ,                             1,                         50000,"OP1 ",                           412,                              ,                         17720,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                         27957,                              ,                      11176800,                       7823760,                              ,                              ,                              ,                              ,                            1.10,"  ",                             5,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          6611,"10-Oct-2023" 
"3970060","01","21","03","  ","  ","  ","  ","  ","  ","  ","01","50","  ","  ","  ","01","  ","  ","  ",                               ,"    ","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"21",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                          104.80,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                       1362400,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"SS1 ",                         13000,                              ,                         27300,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                         13000,                              ,                       2154040,                       1507830,                              ,                              ,                              ,                              ,                            1.00,"  ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          5890,"17-Mar-2020" 
"3970100","01","52","03","05","05","01","02","02","02","02","02","43","  ","02","03","01","05","05","  ",                               ,"2000","    ","    "," ",                           32.00,"86",                                ,"  ",                           16.00,"52",                           84.00,"34",                           86.00,"52",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           33.23,                                ,                          168.63,                           93.75,                          134.90,                                ,                                ,                                ,                                ,                                ,                        367290,                              ,                        931850,                       2720060,                       4007070,                              ,                              ,                              ,                              ,                              ,"SS1 ",                         76812,                              ,                        161310,"EL1 ",                              ,                             1,                         50000,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                         34540,                              ,                       8340550,                       5838390,                              ,                              ,                              ,                              ,                            1.00,"  ",                            25,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          6195,"22-Mar-2022" 
"3970101","01","51","01","01","01","01","02","02","02","02","01","50","99","04","  ","01","06","06","  ",                               ,"2003","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"51",                                ,"  ",                           28.00,"51",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                          151.32,                                ,                          121.05,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        484830,                              ,                        108580,                              ,                              ,                              ,                              ,                              ,"BC1 ",                           416,                              ,                              ,"BE1 ",                              ,                             1,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          3204,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                            1.00,"  ",                            10,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          2732,"26-Sep-2008" 
"3970117","01","21","01","01","01","01","02","02","02","02","02","50","99","99","  ","01","05","05","  ",                               ,"2015","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"21",                                ,"  ",                          100.00,"21",                                ,"  ",                          100.00,"21",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                          116.44,                                ,                           93.15,                                ,                           93.15,                                ,                                ,                                ,                              ,                              ,                       2492750,                              ,                       1994160,                              ,                       1994160,                              ,                              ,                              ,"1SA ",                           712,                              ,                         35600,"OP1 ",                          1325,                              ,                         56980,"OP1 ",                           759,                              ,                         32640,"EL1 ",                              ,                             2,                        100000,"    ",                              ,                              ,                              ,                         21408,                              ,                      10394750,                       7276325,                              ,                              ,                              ,                              ,                            1.00,"  ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          5517,"18-Oct-2018" 
"3970124","01","82","  ","01","01","01","02","  ","01","01","01","37","  ","02","01","01","05","05","05",                               ,"1986","    ","    "," ",                           27.00,"84",                                ,"  ",                           72.00,"45",                           28.00,"53",                           25.00,"53",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           29.91,                                ,                           49.39,                          130.45,                          104.36,                                ,                                ,                                ,                                ,                                ,                        124070,                              ,                        546350,                        561200,                        400850,                              ,                              ,                              ,                              ,                              ,"1SA ",                           304,                              ,                         15200,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                         15364,                              ,                       1542220,                       1079550,                              ,                              ,                              ,                              ,                            1.00,"  ",                            20,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          4577,"19-Mar-2014" 
"3970124","02","34","01","01","01","01","02","02","02","02","01","33","  ","05","03","01","05","05","05",                               ,"1985","    ","    "," ",                           83.00,"34",                                ,"  ",                          100.00,"34",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           63.28,                                ,                           84.38,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                        318300,                              ,                        511340,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"CP7 ",                           648,                              ,                         14420,"CP7 ",                           112,                              ,                          2490,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          6060,                              ,                        685700,                        479990,                              ,                              ,                              ,                              ,                            1.00,"  ",                            25,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          6116,"09-Jul-2021" 
"3970124","03","34","01","01","01","01","02","02","02","02","01","33","  ","01","03","01","05","05","05",                               ,"1988","    ","    "," ",                          100.00,"34",                                ,"  ",                          100.00,"34",                                ,"  ",                           63.00,"53",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           63.28,                                ,                           84.38,                                ,                          104.36,                                ,                                ,                                ,                                ,                                ,                        263240,                              ,                        351020,                              ,                        273530,                              ,                              ,                              ,                              ,                              ,"CP7 ",                           456,                              ,                         10150,"CP7 ",                           800,                              ,                         17800,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          4160,                              ,                        741750,                        519230,                              ,                              ,                              ,                              ,                            1.00,"  ",                            25,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          4579,"19-Mar-2014" 
"3970124","04","34","01","01","01","01","02","02","02","02","01","33","  ","01","03","01","05","05","05",                               ,"1987","    ","    "," ",                           94.00,"34",                                ,"  ",                          100.00,"34",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           63.28,                                ,                           84.38,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                        189650,                              ,                        269000,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"CP7 ",                           192,                              ,                          4270,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          3188,                              ,                        374960,                        262470,                              ,                              ,                              ,                              ,                            1.00,"  ",                            25,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          4580,"19-Mar-2014" 
"3970124","05","31","01","01","01","01","02","02","02","02","01","37","  ","  ","  ","01","05","05","05",                               ,"1988","    ","    "," ",                                ,"  ",                                ,"  ",                           65.00,"31",                           35.00,"34",                           65.00,"34",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                          107.89,                           84.38,                           67.50,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        399090,                        168080,                        249680,                              ,                              ,                              ,                              ,                              ,"CP7 ",                           353,                              ,                          7850,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          5690,                              ,                        578940,                        405260,                              ,                              ,                              ,                              ,                            1.00,"  ",                            40,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          4581,"19-Mar-2014" 
"3970124","06","34","01","01","01","03","02","02","02","02","01","33","  ","04","  ","01","03","03","03",                               ,"1900","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"34",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                           84.38,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        110450,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          1309,                              ,                         83500,                         58450,                              ,                              ,                              ,                              ,                            1.00,"  ",                            30,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          8094,"20-Oct-1999" 
"3970124","07","34","01","01","01","  ","02","02","02","02","01","33","  ","04","  ","01","03","03","03",                               ,"1900","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"34",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                           84.38,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        215510,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"CP7 ",                           310,                              ,                          6900,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          2554,                              ,                        168140,                        117700,                              ,                              ,                              ,                              ,                            1.00,"  ",                            30,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          8096,"20-Oct-1999" 
"3970124","08","34","01","01","01","03","02","02","02","02","01","37","  ","04","  ","01","03","03","03",                               ,"1938","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"34",                                ,"  ",                           60.00,"53",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                           84.38,                                ,                          104.36,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        336170,                              ,                        249420,                              ,                              ,                              ,                              ,                              ,"CP7 ",                           924,                              ,                         20560,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          3984,                              ,                        531900,                        372330,                              ,                              ,                              ,                              ,                            1.00,"  ",                            25,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          8100,"20-Oct-1999" 
"3970124","09","31","01","01","01","03","02","03","02","02","01","30","  ","02","01","01","05","05","05",                               ,"1900","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"31",                                ,"  ",                           36.00,"81",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                          107.89,                                ,                           68.40,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        327340,                              ,                         74690,                              ,                              ,                              ,                              ,                              ,"CP7 ",                           480,                              ,                         10680,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          3034,                              ,                        288900,                        202230,                              ,                              ,                              ,                              ,                            1.00,"  ",                            30,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          1579,"02-Dec-2004" 
"3970124","10","34","01","01","01","03","02","02","02","02","01","33","  ","04","  ","01","05","05","05",                               ,"1950","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"34",                                ,"  ",                           35.00,"34",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                           84.38,                                ,                           67.50,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        304530,                              ,                         85250,                              ,                              ,                              ,                              ,                              ,"CP7 ",                           258,                              ,                          5740,"CP7 ",                           384,                              ,                          8540,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          3609,                              ,                        283650,                        198560,                              ,                              ,                              ,                              ,                            1.00,"  ",                            35,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          4582,"19-Mar-2014" 
"3970124","11","34","01","01","02","01","02","03","02","02","01","40","  ","01","01","01","05","05","05",                               ,"1870","    ","    "," ",                          100.00,"53",                                ,"  ",                          100.00,"34",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           97.84,                                ,                           84.38,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                        136980,                              ,                        118130,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"CP7 ",                           192,                              ,                          4270,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          1400,                              ,                        245120,                        171580,                              ,                              ,                              ,                              ,                            1.00,"  ",                            25,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          8108,"20-Oct-1999" 
